,subID,subtlety,slider,RT,accuracy,trial_ind,rating180,diff_from_180,aq_social_skill,aq_attn_switch,aq_img,aq_attn_to_det,aq_comm,panas_pos,panas_neg,ffi_neuroticism,ffi_extraversion,ffi_openness,ffi_agreeableness,ffi_conscientiousness,ucla,friend_num,bias,amplitude
854,189,0,99.91666666666667,1.9712500000000002,1.0,41.833333333333336,35.666666666666664,64.25,13.0,10.0,18.0,18.0,10.0,7.0,7.0,43.0,27.0,48.0,44.0,33.0,48.0,2.0,0.3633410578512627,0.6310735344650253
855,189,30,95.5,2.0980833333333333,1.0,39.75,35.666666666666664,59.833333333333336,13.0,10.0,18.0,18.0,10.0,7.0,7.0,43.0,27.0,48.0,44.0,33.0,48.0,2.0,0.3633410578512627,0.6310735344650253
856,189,60,92.08333333333333,1.8303333333333331,1.0,44.666666666666664,35.666666666666664,56.416666666666664,13.0,10.0,18.0,18.0,10.0,7.0,7.0,43.0,27.0,48.0,44.0,33.0,48.0,2.0,0.3633410578512627,0.6310735344650253
857,189,90,81.58333333333333,1.7685833333333332,1.0,42.25,35.666666666666664,45.916666666666664,13.0,10.0,18.0,18.0,10.0,7.0,7.0,43.0,27.0,48.0,44.0,33.0,48.0,2.0,0.3633410578512627,0.6310735344650253
858,189,120,55.0,2.075083333333333,1.0,42.0,35.666666666666664,19.333333333333336,13.0,10.0,18.0,18.0,10.0,7.0,7.0,43.0,27.0,48.0,44.0,33.0,48.0,2.0,0.3633410578512627,0.6310735344650253
859,189,150,37.833333333333336,2.2666666666666666,0.9166666666666666,37.666666666666664,35.666666666666664,2.1666666666666714,13.0,10.0,18.0,18.0,10.0,7.0,7.0,43.0,27.0,48.0,44.0,33.0,48.0,2.0,0.3633410578512627,0.6310735344650253
860,189,180,35.666666666666664,2.14925,0.6666666666666666,42.333333333333336,35.666666666666664,0.0,13.0,10.0,18.0,18.0,10.0,7.0,7.0,43.0,27.0,48.0,44.0,33.0,48.0,2.0,0.3633410578512627,0.6310735344650253
861,191,0,100.0,1.8998333333333335,1.0,49.916666666666664,7.5,92.5,16.0,10.0,11.0,20.0,9.0,28.0,6.0,36.0,32.0,41.0,46.0,47.0,55.0,2.0,0.0784052692035579,0.920961103841429
862,191,30,99.5,2.3194166666666667,0.8333333333333334,36.5,7.5,92.0,16.0,10.0,11.0,20.0,9.0,28.0,6.0,36.0,32.0,41.0,46.0,47.0,55.0,2.0,0.0784052692035579,0.920961103841429
863,191,60,98.75,1.9820833333333334,1.0,41.0,7.5,91.25,16.0,10.0,11.0,20.0,9.0,28.0,6.0,36.0,32.0,41.0,46.0,47.0,55.0,2.0,0.0784052692035579,0.920961103841429
864,191,90,79.66666666666667,2.4163333333333337,1.0,29.0,7.5,72.16666666666667,16.0,10.0,11.0,20.0,9.0,28.0,6.0,36.0,32.0,41.0,46.0,47.0,55.0,2.0,0.0784052692035579,0.920961103841429
865,191,120,30.5,2.2285,0.8333333333333334,49.833333333333336,7.5,23.0,16.0,10.0,11.0,20.0,9.0,28.0,6.0,36.0,32.0,41.0,46.0,47.0,55.0,2.0,0.0784052692035579,0.920961103841429
866,191,150,16.0,2.6106666666666665,0.6666666666666666,39.416666666666664,7.5,8.5,16.0,10.0,11.0,20.0,9.0,28.0,6.0,36.0,32.0,41.0,46.0,47.0,55.0,2.0,0.0784052692035579,0.920961103841429
867,191,180,7.5,2.26525,0.75,44.833333333333336,7.5,0.0,16.0,10.0,11.0,20.0,9.0,28.0,6.0,36.0,32.0,41.0,46.0,47.0,55.0,2.0,0.0784052692035579,0.920961103841429
868,193,0,76.33333333333333,1.928,1.0,48.0,65.33333333333333,11.0,19.0,20.0,18.0,19.0,19.0,16.0,17.0,42.0,32.0,43.0,38.0,38.0,60.0,0.0,0.4687163582873542,0.1153233096465279
869,193,30,79.25,1.98275,1.0,36.666666666666664,65.33333333333333,13.916666666666671,19.0,20.0,18.0,19.0,19.0,16.0,17.0,42.0,32.0,43.0,38.0,38.0,60.0,0.0,0.4687163582873542,0.1153233096465279
870,193,60,78.91666666666667,1.8653333333333333,1.0,46.666666666666664,65.33333333333333,13.583333333333343,19.0,20.0,18.0,19.0,19.0,16.0,17.0,42.0,32.0,43.0,38.0,38.0,60.0,0.0,0.4687163582873542,0.1153233096465279
871,193,90,76.66666666666667,2.0211666666666663,1.0,51.0,65.33333333333333,11.333333333333343,19.0,20.0,18.0,19.0,19.0,16.0,17.0,42.0,32.0,43.0,38.0,38.0,60.0,0.0,0.4687163582873542,0.1153233096465279
872,193,120,74.5,2.144083333333333,0.9166666666666666,41.75,65.33333333333333,9.166666666666671,19.0,20.0,18.0,19.0,19.0,16.0,17.0,42.0,32.0,43.0,38.0,38.0,60.0,0.0,0.4687163582873542,0.1153233096465279
873,193,150,73.16666666666667,2.503833333333333,0.8333333333333334,36.916666666666664,65.33333333333333,7.833333333333343,19.0,20.0,18.0,19.0,19.0,16.0,17.0,42.0,32.0,43.0,38.0,38.0,60.0,0.0,0.4687163582873542,0.1153233096465279
874,193,180,65.33333333333333,2.4579166666666667,0.75,29.5,65.33333333333333,0.0,19.0,20.0,18.0,19.0,19.0,16.0,17.0,42.0,32.0,43.0,38.0,38.0,60.0,0.0,0.4687163582873542,0.1153233096465279
875,194,0,87.16666666666667,3.1696666666666666,1.0,42.166666666666664,46.166666666666664,41.00000000000001,17.0,16.0,14.0,21.0,15.0,21.0,13.0,48.0,24.0,49.0,38.0,43.0,52.0,3.0,0.2047943297465063,0.5377042262699675
876,194,30,85.0909090909091,4.018166666666667,0.9166666666666666,38.75,46.166666666666664,38.92424242424243,17.0,16.0,14.0,21.0,15.0,21.0,13.0,48.0,24.0,49.0,38.0,43.0,52.0,3.0,0.2047943297465063,0.5377042262699675
877,194,60,85.16666666666667,3.078583333333333,1.0,47.75,46.166666666666664,39.00000000000001,17.0,16.0,14.0,21.0,15.0,21.0,13.0,48.0,24.0,49.0,38.0,43.0,52.0,3.0,0.2047943297465063,0.5377042262699675
878,194,90,77.25,3.3493333333333335,0.9166666666666666,33.416666666666664,46.166666666666664,31.083333333333336,17.0,16.0,14.0,21.0,15.0,21.0,13.0,48.0,24.0,49.0,38.0,43.0,52.0,3.0,0.2047943297465063,0.5377042262699675
879,194,120,63.5,4.025083333333334,0.75,36.75,46.166666666666664,17.333333333333336,17.0,16.0,14.0,21.0,15.0,21.0,13.0,48.0,24.0,49.0,38.0,43.0,52.0,3.0,0.2047943297465063,0.5377042262699675
880,194,150,31.833333333333332,3.377166666666666,0.9166666666666666,42.5,46.166666666666664,-14.333333333333332,17.0,16.0,14.0,21.0,15.0,21.0,13.0,48.0,24.0,49.0,38.0,43.0,52.0,3.0,0.2047943297465063,0.5377042262699675
881,194,180,46.166666666666664,3.6222499999999997,0.6666666666666666,49.166666666666664,46.166666666666664,0.0,17.0,16.0,14.0,21.0,15.0,21.0,13.0,48.0,24.0,49.0,38.0,43.0,52.0,3.0,0.2047943297465063,0.5377042262699675
882,195,0,100.0,3.1437500000000003,1.0,43.25,26.90909090909091,73.0909090909091,18.0,11.0,5.0,11.0,7.0,16.0,5.0,30.0,20.0,51.0,43.0,41.0,53.833333333333336,2.0,0.2825383869059905,0.7168959031936779
883,195,30,100.0,3.7367500000000002,1.0,41.333333333333336,26.90909090909091,73.0909090909091,18.0,11.0,5.0,11.0,7.0,16.0,5.0,30.0,20.0,51.0,43.0,41.0,53.833333333333336,2.0,0.2825383869059905,0.7168959031936779
884,195,60,100.0,3.2205,1.0,40.0,26.90909090909091,73.0909090909091,18.0,11.0,5.0,11.0,7.0,16.0,5.0,30.0,20.0,51.0,43.0,41.0,53.833333333333336,2.0,0.2825383869059905,0.7168959031936779
885,195,90,94.08333333333333,4.235166666666667,1.0,46.833333333333336,26.90909090909091,67.17424242424242,18.0,11.0,5.0,11.0,7.0,16.0,5.0,30.0,20.0,51.0,43.0,41.0,53.833333333333336,2.0,0.2825383869059905,0.7168959031936779
886,195,120,59.90909090909091,5.3254166666666665,0.9166666666666666,45.916666666666664,26.90909090909091,33.0,18.0,11.0,5.0,11.0,7.0,16.0,5.0,30.0,20.0,51.0,43.0,41.0,53.833333333333336,2.0,0.2825383869059905,0.7168959031936779
887,195,150,40.0,4.333666666666667,0.8333333333333334,48.416666666666664,26.90909090909091,13.09090909090909,18.0,11.0,5.0,11.0,7.0,16.0,5.0,30.0,20.0,51.0,43.0,41.0,53.833333333333336,2.0,0.2825383869059905,0.7168959031936779
888,195,180,26.90909090909091,5.056916666666667,0.5833333333333334,24.75,26.90909090909091,0.0,18.0,11.0,5.0,11.0,7.0,16.0,5.0,30.0,20.0,51.0,43.0,41.0,53.833333333333336,2.0,0.2825383869059905,0.7168959031936779
889,197,0,96.16666666666667,1.9197499999999998,1.0,41.333333333333336,22.583333333333332,73.58333333333334,7.0,11.0,3.0,15.0,2.0,39.0,3.0,27.0,49.0,46.0,47.0,53.0,30.0,6.0,0.1558374314787234,0.7673573409046341
890,197,30,95.0,1.7085833333333333,1.0,50.75,22.583333333333332,72.41666666666667,7.0,11.0,3.0,15.0,2.0,39.0,3.0,27.0,49.0,46.0,47.0,53.0,30.0,6.0,0.1558374314787234,0.7673573409046341
891,197,60,95.5,1.8435833333333334,1.0,33.583333333333336,22.583333333333332,72.91666666666667,7.0,11.0,3.0,15.0,2.0,39.0,3.0,27.0,49.0,46.0,47.0,53.0,30.0,6.0,0.1558374314787234,0.7673573409046341
892,197,90,85.16666666666667,1.7894166666666667,1.0,38.833333333333336,22.583333333333332,62.58333333333334,7.0,11.0,3.0,15.0,2.0,39.0,3.0,27.0,49.0,46.0,47.0,53.0,30.0,6.0,0.1558374314787234,0.7673573409046341
893,197,120,49.416666666666664,1.9938333333333331,0.8333333333333334,44.25,22.583333333333332,26.833333333333332,7.0,11.0,3.0,15.0,2.0,39.0,3.0,27.0,49.0,46.0,47.0,53.0,30.0,6.0,0.1558374314787234,0.7673573409046341
894,197,150,19.083333333333332,1.9875833333333333,0.5833333333333334,51.0,22.583333333333332,-3.5,7.0,11.0,3.0,15.0,2.0,39.0,3.0,27.0,49.0,46.0,47.0,53.0,30.0,6.0,0.1558374314787234,0.7673573409046341
895,197,180,22.583333333333332,2.1136666666666666,0.5,30.75,22.583333333333332,0.0,7.0,11.0,3.0,15.0,2.0,39.0,3.0,27.0,49.0,46.0,47.0,53.0,30.0,6.0,0.1558374314787234,0.7673573409046341
896,198,0,99.75,2.3525,1.0,41.416666666666664,24.25,75.5,8.0,18.0,6.0,20.0,4.0,20.0,10.0,49.0,39.0,47.0,46.0,54.0,47.0,3.0,0.1357272747676448,0.8635006786054915
897,198,30,100.0,2.2561666666666667,1.0,39.916666666666664,24.25,75.75,8.0,18.0,6.0,20.0,4.0,20.0,10.0,49.0,39.0,47.0,46.0,54.0,47.0,3.0,0.1357272747676448,0.8635006786054915
898,198,60,97.58333333333333,2.7583333333333333,1.0,36.916666666666664,24.25,73.33333333333333,8.0,18.0,6.0,20.0,4.0,20.0,10.0,49.0,39.0,47.0,46.0,54.0,47.0,3.0,0.1357272747676448,0.8635006786054915
899,198,90,83.58333333333333,2.3364166666666666,0.9166666666666666,46.583333333333336,24.25,59.33333333333333,8.0,18.0,6.0,20.0,4.0,20.0,10.0,49.0,39.0,47.0,46.0,54.0,47.0,3.0,0.1357272747676448,0.8635006786054915
900,198,120,49.583333333333336,2.779916666666667,0.9166666666666666,43.333333333333336,24.25,25.333333333333336,8.0,18.0,6.0,20.0,4.0,20.0,10.0,49.0,39.0,47.0,46.0,54.0,47.0,3.0,0.1357272747676448,0.8635006786054915
901,198,150,12.666666666666666,2.9875000000000003,0.5,46.083333333333336,24.25,-11.583333333333334,8.0,18.0,6.0,20.0,4.0,20.0,10.0,49.0,39.0,47.0,46.0,54.0,47.0,3.0,0.1357272747676448,0.8635006786054915
902,198,180,24.25,2.6780000000000004,0.3333333333333333,36.25,24.25,0.0,8.0,18.0,6.0,20.0,4.0,20.0,10.0,49.0,39.0,47.0,46.0,54.0,47.0,3.0,0.1357272747676448,0.8635006786054915
903,201,0,99.91666666666667,3.438083333333333,0.9166666666666666,34.25,38.583333333333336,61.333333333333336,18.0,20.0,11.0,16.0,17.0,20.0,4.0,36.0,27.0,55.0,41.0,45.0,43.0,5.0,0.3037527267194144,0.6929360593709639
904,201,30,99.66666666666667,3.27825,1.0,40.5,38.583333333333336,61.083333333333336,18.0,20.0,11.0,16.0,17.0,20.0,4.0,36.0,27.0,55.0,41.0,45.0,43.0,5.0,0.3037527267194144,0.6929360593709639
905,201,60,95.41666666666667,3.5180833333333332,1.0,55.166666666666664,38.583333333333336,56.833333333333336,18.0,20.0,11.0,16.0,17.0,20.0,4.0,36.0,27.0,55.0,41.0,45.0,43.0,5.0,0.3037527267194144,0.6929360593709639
906,201,90,84.08333333333333,3.5530833333333334,1.0,39.75,38.583333333333336,45.49999999999999,18.0,20.0,11.0,16.0,17.0,20.0,4.0,36.0,27.0,55.0,41.0,45.0,43.0,5.0,0.3037527267194144,0.6929360593709639
907,201,120,58.666666666666664,3.7295833333333337,1.0,42.083333333333336,38.583333333333336,20.08333333333333,18.0,20.0,11.0,16.0,17.0,20.0,4.0,36.0,27.0,55.0,41.0,45.0,43.0,5.0,0.3037527267194144,0.6929360593709639
908,201,150,29.416666666666668,4.10575,0.75,41.916666666666664,38.583333333333336,-9.166666666666668,18.0,20.0,11.0,16.0,17.0,20.0,4.0,36.0,27.0,55.0,41.0,45.0,43.0,5.0,0.3037527267194144,0.6929360593709639
909,201,180,38.583333333333336,4.153833333333333,0.5833333333333334,36.833333333333336,38.583333333333336,0.0,18.0,20.0,11.0,16.0,17.0,20.0,4.0,36.0,27.0,55.0,41.0,45.0,43.0,5.0,0.3037527267194144,0.6929360593709639
910,202,0,83.16666666666667,3.20675,0.8333333333333334,36.666666666666664,33.666666666666664,49.50000000000001,10.0,7.0,10.0,21.0,5.0,32.0,11.0,31.0,42.0,50.0,45.0,56.0,50.0,3.0,0.0814727297777525,0.5954494478412993
911,202,30,85.0,3.496166666666667,0.8333333333333334,37.25,33.666666666666664,51.333333333333336,10.0,7.0,10.0,21.0,5.0,32.0,11.0,31.0,42.0,50.0,45.0,56.0,50.0,3.0,0.0814727297777525,0.5954494478412993
912,202,60,72.75,2.6944166666666667,0.9166666666666666,55.083333333333336,33.666666666666664,39.083333333333336,10.0,7.0,10.0,21.0,5.0,32.0,11.0,31.0,42.0,50.0,45.0,56.0,50.0,3.0,0.0814727297777525,0.5954494478412993
913,202,90,59.916666666666664,3.2535000000000003,0.6666666666666666,42.0,33.666666666666664,26.25,10.0,7.0,10.0,21.0,5.0,32.0,11.0,31.0,42.0,50.0,45.0,56.0,50.0,3.0,0.0814727297777525,0.5954494478412993
914,202,120,46.18181818181818,3.6626666666666665,0.6666666666666666,41.25,33.666666666666664,12.515151515151516,10.0,7.0,10.0,21.0,5.0,32.0,11.0,31.0,42.0,50.0,45.0,56.0,50.0,3.0,0.0814727297777525,0.5954494478412993
915,202,150,21.416666666666668,3.4410000000000003,0.8333333333333334,36.0,33.666666666666664,-12.249999999999996,10.0,7.0,10.0,21.0,5.0,32.0,11.0,31.0,42.0,50.0,45.0,56.0,50.0,3.0,0.0814727297777525,0.5954494478412993
916,202,180,33.666666666666664,2.8776666666666664,0.5,42.25,33.666666666666664,0.0,10.0,7.0,10.0,21.0,5.0,32.0,11.0,31.0,42.0,50.0,45.0,56.0,50.0,3.0,0.0814727297777525,0.5954494478412993
917,203,0,96.83333333333333,3.2715833333333335,1.0,38.166666666666664,41.333333333333336,55.49999999999999,13.0,18.0,15.0,14.0,11.0,8.0,9.0,45.0,32.0,41.0,41.0,39.0,46.0,5.0,0.3223139347864598,0.6111555695843572
918,203,30,95.58333333333333,3.637,1.0,43.333333333333336,41.333333333333336,54.24999999999999,13.0,18.0,15.0,14.0,11.0,8.0,9.0,45.0,32.0,41.0,41.0,39.0,46.0,5.0,0.3223139347864598,0.6111555695843572
919,203,60,90.66666666666667,3.6390833333333332,1.0,56.583333333333336,41.333333333333336,49.333333333333336,13.0,18.0,15.0,14.0,11.0,8.0,9.0,45.0,32.0,41.0,41.0,39.0,46.0,5.0,0.3223139347864598,0.6111555695843572
920,203,90,77.63636363636364,3.766583333333333,0.8333333333333334,38.583333333333336,41.333333333333336,36.303030303030305,13.0,18.0,15.0,14.0,11.0,8.0,9.0,45.0,32.0,41.0,41.0,39.0,46.0,5.0,0.3223139347864598,0.6111555695843572
921,203,120,52.583333333333336,3.8080833333333337,1.0,31.5,41.333333333333336,11.25,13.0,18.0,15.0,14.0,11.0,8.0,9.0,45.0,32.0,41.0,41.0,39.0,46.0,5.0,0.3223139347864598,0.6111555695843572
922,203,150,34.833333333333336,3.814,0.8333333333333334,40.166666666666664,41.333333333333336,-6.5,13.0,18.0,15.0,14.0,11.0,8.0,9.0,45.0,32.0,41.0,41.0,39.0,46.0,5.0,0.3223139347864598,0.6111555695843572
923,203,180,41.333333333333336,3.6245,0.5833333333333334,42.166666666666664,41.333333333333336,0.0,13.0,18.0,15.0,14.0,11.0,8.0,9.0,45.0,32.0,41.0,41.0,39.0,46.0,5.0,0.3223139347864598,0.6111555695843572
924,205,0,93.5,2.826,1.0,42.25,16.25,77.25,12.0,11.0,12.0,16.0,7.0,26.0,6.0,25.0,40.0,48.0,50.0,45.0,49.0,3.0,0.1025964911260558,0.7558108688842121
925,205,30,86.75,2.76925,1.0,31.666666666666668,16.25,70.5,12.0,11.0,12.0,16.0,7.0,26.0,6.0,25.0,40.0,48.0,50.0,45.0,49.0,3.0,0.1025964911260558,0.7558108688842121
926,205,60,78.08333333333333,2.6504166666666666,1.0,34.166666666666664,16.25,61.83333333333333,12.0,11.0,12.0,16.0,7.0,26.0,6.0,25.0,40.0,48.0,50.0,45.0,49.0,3.0,0.1025964911260558,0.7558108688842121
927,205,90,66.16666666666667,2.7488333333333332,1.0,41.916666666666664,16.25,49.91666666666667,12.0,11.0,12.0,16.0,7.0,26.0,6.0,25.0,40.0,48.0,50.0,45.0,49.0,3.0,0.1025964911260558,0.7558108688842121
928,205,120,32.333333333333336,2.7771666666666666,0.8333333333333334,44.583333333333336,16.25,16.083333333333336,12.0,11.0,12.0,16.0,7.0,26.0,6.0,25.0,40.0,48.0,50.0,45.0,49.0,3.0,0.1025964911260558,0.7558108688842121
929,205,150,16.916666666666668,2.966833333333333,0.6666666666666666,51.916666666666664,16.25,0.6666666666666679,12.0,11.0,12.0,16.0,7.0,26.0,6.0,25.0,40.0,48.0,50.0,45.0,49.0,3.0,0.1025964911260558,0.7558108688842121
930,205,180,16.25,3.017583333333333,0.4166666666666667,44.0,16.25,0.0,12.0,11.0,12.0,16.0,7.0,26.0,6.0,25.0,40.0,48.0,50.0,45.0,49.0,3.0,0.1025964911260558,0.7558108688842121
931,206,0,93.08333333333333,3.2503333333333333,1.0,43.25,64.63636363636364,28.44696969696969,9.0,14.444444444444445,8.0,20.0,14.0,30.0,0.0,28.0,46.0,37.0,44.0,52.0,29.0,1.0,0.5417162762341964,0.4182814784574561
932,206,30,98.0,3.2590000000000003,0.8333333333333334,42.333333333333336,64.63636363636364,33.36363636363636,9.0,14.444444444444445,8.0,20.0,14.0,30.0,0.0,28.0,46.0,37.0,44.0,52.0,29.0,1.0,0.5417162762341964,0.4182814784574561
933,206,60,96.83333333333333,3.1145833333333335,0.9166666666666666,37.916666666666664,64.63636363636364,32.19696969696969,9.0,14.444444444444445,8.0,20.0,14.0,30.0,0.0,28.0,46.0,37.0,44.0,52.0,29.0,1.0,0.5417162762341964,0.4182814784574561
934,206,90,95.0,3.0541666666666667,1.0,37.666666666666664,64.63636363636364,30.36363636363636,9.0,14.444444444444445,8.0,20.0,14.0,30.0,0.0,28.0,46.0,37.0,44.0,52.0,29.0,1.0,0.5417162762341964,0.4182814784574561
935,206,120,79.33333333333333,3.2778333333333336,1.0,37.083333333333336,64.63636363636364,14.696969696969688,9.0,14.444444444444445,8.0,20.0,14.0,30.0,0.0,28.0,46.0,37.0,44.0,52.0,29.0,1.0,0.5417162762341964,0.4182814784574561
936,206,150,56.083333333333336,3.1792499999999997,0.8333333333333334,40.75,64.63636363636364,-8.553030303030305,9.0,14.444444444444445,8.0,20.0,14.0,30.0,0.0,28.0,46.0,37.0,44.0,52.0,29.0,1.0,0.5417162762341964,0.4182814784574561
937,206,180,64.63636363636364,3.8861666666666665,0.5,51.5,64.63636363636364,0.0,9.0,14.444444444444445,8.0,20.0,14.0,30.0,0.0,28.0,46.0,37.0,44.0,52.0,29.0,1.0,0.5417162762341964,0.4182814784574561
938,208,0,86.33333333333333,4.015416666666667,1.0,42.166666666666664,24.666666666666668,61.66666666666666,18.0,11.0,6.0,14.0,10.0,21.0,2.0,33.0,35.0,51.0,49.0,48.0,49.61111111111112,2.0,0.1482531595544785,0.6948008098713014
939,208,30,92.33333333333333,3.79475,1.0,29.916666666666668,24.666666666666668,67.66666666666666,18.0,11.0,6.0,14.0,10.0,21.0,2.0,33.0,35.0,51.0,49.0,48.0,49.61111111111112,2.0,0.1482531595544785,0.6948008098713014
940,208,60,85.25,3.6642500000000005,1.0,40.583333333333336,24.666666666666668,60.58333333333333,18.0,11.0,6.0,14.0,10.0,21.0,2.0,33.0,35.0,51.0,49.0,48.0,49.61111111111112,2.0,0.1482531595544785,0.6948008098713014
941,208,90,72.41666666666667,3.9836666666666667,0.9166666666666666,47.833333333333336,24.666666666666668,47.75,18.0,11.0,6.0,14.0,10.0,21.0,2.0,33.0,35.0,51.0,49.0,48.0,49.61111111111112,2.0,0.1482531595544785,0.6948008098713014
942,208,120,48.333333333333336,4.367916666666667,0.9166666666666666,46.5,24.666666666666668,23.666666666666668,18.0,11.0,6.0,14.0,10.0,21.0,2.0,33.0,35.0,51.0,49.0,48.0,49.61111111111112,2.0,0.1482531595544785,0.6948008098713014
943,208,150,21.416666666666668,4.72525,0.75,33.833333333333336,24.666666666666668,-3.25,18.0,11.0,6.0,14.0,10.0,21.0,2.0,33.0,35.0,51.0,49.0,48.0,49.61111111111112,2.0,0.1482531595544785,0.6948008098713014
944,208,180,24.666666666666668,4.75675,0.5,49.666666666666664,24.666666666666668,0.0,18.0,11.0,6.0,14.0,10.0,21.0,2.0,33.0,35.0,51.0,49.0,48.0,49.61111111111112,2.0,0.1482531595544785,0.6948008098713014
945,209,0,93.25,1.6299166666666667,1.0,34.333333333333336,1.8333333333333333,91.41666666666667,10.0,9.0,7.0,14.0,5.0,20.0,14.0,41.0,31.0,46.0,42.0,46.0,46.0,5.0,-0.0454865072198431,0.899312797575845
946,209,30,90.75,1.6953333333333334,1.0,28.25,1.8333333333333333,88.91666666666667,10.0,9.0,7.0,14.0,5.0,20.0,14.0,41.0,31.0,46.0,42.0,46.0,46.0,5.0,-0.0454865072198431,0.899312797575845
947,209,60,80.58333333333333,1.8159166666666666,1.0,43.416666666666664,1.8333333333333333,78.75,10.0,9.0,7.0,14.0,5.0,20.0,14.0,41.0,31.0,46.0,42.0,46.0,46.0,5.0,-0.0454865072198431,0.899312797575845
948,209,90,52.75,1.9986666666666668,0.8333333333333334,49.083333333333336,1.8333333333333333,50.916666666666664,10.0,9.0,7.0,14.0,5.0,20.0,14.0,41.0,31.0,46.0,42.0,46.0,46.0,5.0,-0.0454865072198431,0.899312797575845
949,209,120,22.916666666666668,1.7485833333333334,0.6666666666666666,44.25,1.8333333333333333,21.083333333333336,10.0,9.0,7.0,14.0,5.0,20.0,14.0,41.0,31.0,46.0,42.0,46.0,46.0,5.0,-0.0454865072198431,0.899312797575845
950,209,150,2.1666666666666665,1.6524166666666666,0.5833333333333334,43.583333333333336,1.8333333333333333,0.33333333333333326,10.0,9.0,7.0,14.0,5.0,20.0,14.0,41.0,31.0,46.0,42.0,46.0,46.0,5.0,-0.0454865072198431,0.899312797575845
951,209,180,1.8333333333333333,1.6446666666666667,0.5833333333333334,47.583333333333336,1.8333333333333333,0.0,10.0,9.0,7.0,14.0,5.0,20.0,14.0,41.0,31.0,46.0,42.0,46.0,46.0,5.0,-0.0454865072198431,0.899312797575845
952,211,0,88.33333333333333,2.7739999999999996,1.0,38.083333333333336,44.666666666666664,43.666666666666664,16.0,18.0,19.0,12.0,15.0,15.0,12.0,36.0,34.0,31.0,30.0,36.0,66.0,1.0,0.3370763204204042,0.4289078278818152
953,211,30,87.18181818181819,2.7488333333333332,0.9166666666666666,39.166666666666664,44.666666666666664,42.51515151515152,16.0,18.0,19.0,12.0,15.0,15.0,12.0,36.0,34.0,31.0,30.0,36.0,66.0,1.0,0.3370763204204042,0.4289078278818152
954,211,60,86.41666666666667,2.63775,1.0,47.083333333333336,44.666666666666664,41.75000000000001,16.0,18.0,19.0,12.0,15.0,15.0,12.0,36.0,34.0,31.0,30.0,36.0,66.0,1.0,0.3370763204204042,0.4289078278818152
955,211,90,79.58333333333333,3.0845000000000002,1.0,46.333333333333336,44.666666666666664,34.916666666666664,16.0,18.0,19.0,12.0,15.0,15.0,12.0,36.0,34.0,31.0,30.0,36.0,66.0,1.0,0.3370763204204042,0.4289078278818152
956,211,120,64.54545454545455,4.035666666666667,0.75,42.583333333333336,44.666666666666664,19.878787878787882,16.0,18.0,19.0,12.0,15.0,15.0,12.0,36.0,34.0,31.0,30.0,36.0,66.0,1.0,0.3370763204204042,0.4289078278818152
957,211,150,47.083333333333336,4.279083333333333,0.8333333333333334,35.083333333333336,44.666666666666664,2.4166666666666714,16.0,18.0,19.0,12.0,15.0,15.0,12.0,36.0,34.0,31.0,30.0,36.0,66.0,1.0,0.3370763204204042,0.4289078278818152
958,211,180,44.666666666666664,4.070333333333333,0.4166666666666667,42.166666666666664,44.666666666666664,0.0,16.0,18.0,19.0,12.0,15.0,15.0,12.0,36.0,34.0,31.0,30.0,36.0,66.0,1.0,0.3370763204204042,0.4289078278818152
959,212,0,96.33333333333333,2.5255,1.0,41.583333333333336,21.0,75.33333333333333,8.0,6.0,13.0,18.0,9.0,26.0,2.0,25.0,36.0,33.0,40.0,52.0,41.0,1.0,0.1658337222194682,0.7164164590906346
960,212,30,88.66666666666667,2.5548333333333333,1.0,44.083333333333336,21.0,67.66666666666667,8.0,6.0,13.0,18.0,9.0,26.0,2.0,25.0,36.0,33.0,40.0,52.0,41.0,1.0,0.1658337222194682,0.7164164590906346
961,212,60,72.16666666666667,2.940583333333333,1.0,32.416666666666664,21.0,51.16666666666667,8.0,6.0,13.0,18.0,9.0,26.0,2.0,25.0,36.0,33.0,40.0,52.0,41.0,1.0,0.1658337222194682,0.7164164590906346
962,212,90,63.25,3.2670833333333333,1.0,44.416666666666664,21.0,42.25,8.0,6.0,13.0,18.0,9.0,26.0,2.0,25.0,36.0,33.0,40.0,52.0,41.0,1.0,0.1658337222194682,0.7164164590906346
963,212,120,37.583333333333336,3.700416666666667,0.9166666666666666,46.833333333333336,21.0,16.583333333333336,8.0,6.0,13.0,18.0,9.0,26.0,2.0,25.0,36.0,33.0,40.0,52.0,41.0,1.0,0.1658337222194682,0.7164164590906346
964,212,150,20.5,3.76375,0.6666666666666666,39.0,21.0,-0.5,8.0,6.0,13.0,18.0,9.0,26.0,2.0,25.0,36.0,33.0,40.0,52.0,41.0,1.0,0.1658337222194682,0.7164164590906346
965,212,180,21.0,3.937583333333333,0.5833333333333334,42.166666666666664,21.0,0.0,8.0,6.0,13.0,18.0,9.0,26.0,2.0,25.0,36.0,33.0,40.0,52.0,41.0,1.0,0.1658337222194682,0.7164164590906346
966,213,0,94.58333333333333,4.017916666666667,1.0,37.25,35.666666666666664,58.916666666666664,8.0,16.0,7.0,10.0,8.0,29.0,6.0,29.0,41.0,41.0,44.0,47.0,52.0,3.0,0.3161081071962647,0.606483236059873
