,subID,subtlety,block_type,responses_subt_1,responses_pf,RT,accuracy,rating180,diff_from_180
1603,30296,0.0,1.0,88.0,,2790.3333333333335,1.0,10.2,77.8
1604,30296,30.0,1.0,75.83333333333333,,2807.3333333333335,1.0,10.2,65.63333333333333
1605,30296,60.0,1.0,77.16666666666667,,3101.3333333333335,1.0,10.2,66.96666666666667
1606,30296,90.0,1.0,84.33333333333333,,3110.5,1.0,10.2,74.13333333333333
1607,30296,120.0,1.0,49.333333333333336,,3266.5,1.0,10.2,39.13333333333334
1608,30296,150.0,1.0,30.0,,3270.8333333333335,0.8333333333333334,10.2,19.8
1609,30296,180.0,1.0,10.2,,5149.333333333333,0.6,10.2,0.0
1610,30297,0.0,1.0,93.66666666666667,,3051.5,1.0,64.83333333333333,28.833333333333343
1611,30297,30.0,1.0,85.33333333333333,,2685.6666666666665,1.0,64.83333333333333,20.5
1612,30297,60.0,1.0,70.83333333333333,,2763.3333333333335,1.0,64.83333333333333,6.0
1613,30297,90.0,1.0,86.5,,2837.5,1.0,64.83333333333333,21.66666666666667
1614,30297,120.0,1.0,68.66666666666667,,2473.5,1.0,64.83333333333333,3.833333333333343
1615,30297,150.0,1.0,62.5,,2455.0,1.0,64.83333333333333,-2.3333333333333286
1616,30297,180.0,1.0,64.83333333333333,,2893.1666666666665,0.5,64.83333333333333,0.0
1617,30298,0.0,1.0,86.33333333333333,,3004.5,1.0,14.833333333333334,71.5
1618,30298,30.0,1.0,83.16666666666667,,2822.0,1.0,14.833333333333334,68.33333333333334
1619,30298,60.0,1.0,77.33333333333333,,3053.1666666666665,1.0,14.833333333333334,62.49999999999999
1620,30298,90.0,1.0,69.16666666666667,,3058.0,1.0,14.833333333333334,54.333333333333336
1621,30298,120.0,1.0,48.0,,4226.666666666667,0.8333333333333334,14.833333333333334,33.166666666666664
