,chargeSpeed,agent1_color,agent2_color,sceneKeys,metadata_flname,agent1_clipID,agent2_clipID,reps
10,1.5,grey,black,chSp1.5_ag1Lgrey_rep7_avgCDelay600,95aaf072-b6be-4da4-9857-deaf20ab49f2,98cf61ee-eb18-4200-a41c-01892e743f0a,7b19e66b-5433-4399-b446-4d1332dfc5dd,0
11,1.5,grey,black,chSp1.5_ag1Lgrey_rep9_avgCDelay600,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,9b5687fb-ecee-426a-8556-fb45884c6dc4,c4901b5e-388b-4f6d-aaca-c69545706805,1
12,1.5,grey,black,chSp1.5_ag1Lgrey_rep9_avgCDelay600,e838dadb-c02f-4273-ae93-210720dcd06c,cb44cebe-6e0c-485f-b0dd-5d67e73bbe46,e0293002-6119-4c9d-bc76-80338a8075dd,2
13,1.5,grey,black,chSp1.5_ag1Lgrey_rep7_avgCDelay600,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,d91adbb9-62e3-4cfb-abbf-df62b61ff8e6,8b654fa9-db5a-460e-aca3-158f892c2b84,3
14,1.5,grey,black,chSp1.5_ag1Lgrey_rep8_avgCDelay600,8ed7c0fc-1490-4e35-a000-7f7357a0772a,74f10ae0-0300-4364-a99b-818e0ffd4291,97848421-6584-49e9-8b13-591ccf331fbd,4
15,1.5,grey,black,chSp1.5_ag1Lgrey_rep7_avgCDelay600,1a8cf3c1-690b-449c-bb36-fd3b251837c1,959d31f9-7d55-4179-9a41-eb39469683ad,55efbe75-c12e-4783-9df3-214604d4e0fc,5
16,1.5,grey,black,chSp1.5_ag1Lgrey_rep7_avgCDelay600,9d425f58-501f-43f3-955e-05126bd09bb5,62a42e0b-21c6-4ae2-b35c-b5edf342deae,f965ac64-86db-4241-998d-753856e93121,6
17,1.5,grey,black,chSp1.5_ag1Lgrey_rep6_avgCDelay600,b3a507ff-2289-4ad3-8922-1a3d0532e154,023dcf39-8312-415f-99c5-c1994ea9b7d1,a9da23a7-e55d-4680-bd4e-8aa3e7acf7be,7
18,1.5,grey,black,chSp1.5_ag1Lgrey_rep7_avgCDelay600,38ad4b16-44e2-4e52-8d02-b23eca73a48d,b43aa1a0-8cdd-467d-ad24-be4550104b4e,5a23477e-773a-4b43-ab34-e3397ec5e715,8
19,1.5,grey,black,chSp1.5_ag1Lgrey_rep8_avgCDelay600,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,36ac1862-857a-481e-8b68-111edd9e5beb,b7d1b159-f67e-4010-8813-8a1dd558934a,9
20,2.75,black,grey,chSp2.75_ag1Lblack_rep4_avgCDelay525,112b96b3-6518-4053-ad9f-ff77320acc23,617deb29-b9d2-4455-bb98-8ac698852940,33782be9-1513-4e0f-95d6-f69837e8177f,0
21,2.75,black,grey,chSp2.75_ag1Lblack_rep3_avgCDelay525,8dc79a0d-b826-4ac2-8483-04346b06960d,9da1c056-b0c8-49da-8c9d-dd2a1736827b,35ee3601-dde8-474c-b2fa-3fceaa4c574e,1
22,2.75,black,grey,chSp2.75_ag1Lblack_rep4_avgCDelay525,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,82c38492-5841-42fa-816e-342417fb93e7,ecf023cb-6905-4256-8ad4-27cbfcf8c61e,2
23,2.75,black,grey,chSp2.75_ag1Lblack_rep1_avgCDelay525,0bad25fa-4a38-4561-9d35-56f1108797cd,7494e630-a2e0-4ece-999c-618aabb25e05,b75c9cd9-c923-408b-ba25-16e5799de420,3
24,2.75,black,grey,chSp2.75_ag1Lblack_rep0_avgCDelay525,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,22fb43bc-fd65-444c-89ff-066a717f598f,eed41ce2-d553-4f94-9c77-c2d20cf8cf63,4
25,2.75,black,grey,chSp2.75_ag1Lblack_rep2_avgCDelay525,42a6675b-868f-488d-a671-17a04c97ab01,b95bdbb1-ad7c-4da8-bf9b-8c80990fa55e,6a6ea68b-30f3-4cd0-8d08-ead74d77fd37,5
26,2.75,black,grey,chSp2.75_ag1Lblack_rep4_avgCDelay525,4a2adf87-0f15-4bc0-9837-899addfb179c,61a24cea-a805-4e9f-8615-a913b33e6cdd,23b045a7-9dac-4f6c-a874-5d3a54dd3e5f,6
27,2.75,black,grey,chSp2.75_ag1Lblack_rep2_avgCDelay525,c496efe1-6c3e-480d-856f-af132dbe7048,fc1365f3-14a7-4844-945c-79c395a3e215,e51655c0-1a15-4d72-a60a-79973639d4ec,7
28,2.75,black,grey,chSp2.75_ag1Lblack_rep1_avgCDelay525,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,25d48992-7c90-49b3-a814-220d10fb567b,a7855051-1aa0-4609-af55-9295a1c320b4,8
29,2.75,black,grey,chSp2.75_ag1Lblack_rep0_avgCDelay525,3fd185a3-34a1-4f1a-9d01-aee3deee3988,539bd99e-bcf6-4c53-ab65-4dbb7dbf5cb8,875a920e-a916-421f-92a6-c28d6d61fd3c,9
30,2.75,grey,black,chSp2.75_ag1Lgrey_rep9_avgCDelay525,88ff8e25-5b4f-453c-add2-298ef66c683c,af2de1d3-99e7-4760-8613-e40c9282fa3c,84226ea9-ddef-496e-89d0-64bc42e746df,0
31,2.75,grey,black,chSp2.75_ag1Lgrey_rep8_avgCDelay525,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,962f94e2-4809-45d3-b559-8658f431de64,310ce391-a937-4bc2-bab9-a9a9922f82fe,1
32,2.75,grey,black,chSp2.75_ag1Lgrey_rep6_avgCDelay525,8fa1d226-bf98-4c72-8961-7121546d4a11,a4d55548-6107-49e9-a64f-7e1a0f6b7ccf,e09e0b5e-70a1-4ddd-a95a-749d9f7bd1dd,2
33,2.75,grey,black,chSp2.75_ag1Lgrey_rep6_avgCDelay525,46c1720a-0af5-44e9-b008-09b89ef78bd9,ed3a584d-26ee-4499-bbf3-4118c2bf6549,3913a084-9cb8-4273-af6a-b62fe4c9419b,3
34,2.75,grey,black,chSp2.75_ag1Lgrey_rep7_avgCDelay525,32110051-52cf-4952-a6e5-4c5fe75760b7,330033e5-b6ce-4f87-9f2f-666a551245cc,1b90edea-3761-4fd8-9e64-9a1347383854,4
35,2.75,grey,black,chSp2.75_ag1Lgrey_rep7_avgCDelay525,c49bbdbd-6e52-4da5-887c-72db9cec7d93,05ff496c-3c83-473c-a5d4-1c12cd095395,0f0c45d1-34b8-4e2d-9e5f-ab7a80824cae,5
36,2.75,grey,black,chSp2.75_ag1Lgrey_rep8_avgCDelay525,59df47e5-696a-407f-aa33-94dab9b3e492,95a132d3-4a0b-4739-af87-4961c5f2b40f,51c9b975-f966-48b3-a4ab-3e63cb25a3c9,6
37,2.75,grey,black,chSp2.75_ag1Lgrey_rep5_avgCDelay525,94eac034-9d70-40c0-89d4-d9a030a03d26,248982ea-9877-407a-831e-84c885905169,057d8501-563e-4fb2-967c-c4b353bae1d9,7
38,2.75,grey,black,chSp2.75_ag1Lgrey_rep7_avgCDelay525,215ead11-5650-429d-b541-0b107fbb996a,a04a8cb3-27e2-42df-bb77-0261747ad947,b20cf7b3-fe38-4b27-9b84-ab11fa26bdcd,8
39,2.75,grey,black,chSp2.75_ag1Lgrey_rep6_avgCDelay525,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,e65d240b-776c-4d73-a3cb-d220775946f5,5485843d-fad7-43fa-9818-349b5ad71101,9
40,4.0,black,grey,chSp4_ag1Lblack_rep2_avgCDelay450,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,fac25871-9bca-444e-a5bc-d4663df7cb28,63e5a337-beb5-4e8b-80b9-3e2f898a841f,0
41,4.0,black,grey,chSp4_ag1Lblack_rep1_avgCDelay450,68382d9c-6cc5-4669-84bf-c8058e3c1472,e61e8508-2f0b-48dd-81ca-29d34206d527,f565a38c-eb1a-431e-a1b9-df559bfd4eb0,1
42,4.0,black,grey,chSp4_ag1Lblack_rep2_avgCDelay450,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,02d04096-3b16-43e7-9fde-33175cd99922,ff1cf4dc-bdcc-400d-a370-35a477fd95b4,2
43,4.0,black,grey,chSp4_ag1Lblack_rep4_avgCDelay450,1d41f125-7386-42b4-8250-f6c540c627a8,3a14c98a-2b6f-4a48-8927-f138c4661299,9b32f91e-1da4-4d72-914f-27c8d65111c9,3
44,4.0,black,grey,chSp4_ag1Lblack_rep4_avgCDelay450,50781782-fbf2-4226-a593-5173be906638,20e60fa3-bf53-430f-89ae-f63b4451dcfb,13408064-b679-488c-b682-369e6a747f02,4
45,4.0,black,grey,chSp4_ag1Lblack_rep3_avgCDelay450,1f7aa6f4-6516-4b90-8eeb-142b1437644b,114aa630-d14c-42ba-9ed4-89c86eb655de,dcfe15c9-6982-4057-b563-964a23be5c1e,5
46,4.0,black,grey,chSp4_ag1Lblack_rep0_avgCDelay450,70326c05-1133-4c5d-8a4c-3e71e0da8479,1a811cbd-77e7-47c1-b160-2c00d788ac04,83366e67-d8a2-4113-88bc-3e448f96bd76,6
47,4.0,black,grey,chSp4_ag1Lblack_rep0_avgCDelay450,7413c064-c0e5-4104-89aa-79d64ef9d6d9,c034c7b9-b4a1-42ba-844a-0ecdc08aa6a7,de753133-b0bf-43c7-a71f-4a5e91a955c2,7
48,4.0,black,grey,chSp4_ag1Lblack_rep2_avgCDelay450,83dec58f-0765-4ddc-b785-670d8025c467,ebf04a07-ef73-4689-895e-3669549bd9de,17e76b99-db8f-4adc-a89e-76b96fdf4999,8
49,4.0,black,grey,chSp4_ag1Lblack_rep1_avgCDelay450,fb491605-8f46-43ab-ba62-bfd86d95e4d6,b187fbe4-25d1-40bd-ae12-51db04b1eda9,1d56e84f-7d47-45d0-820d-fddb4d5992a4,9
50,4.0,grey,black,chSp4_ag1Lgrey_rep9_avgCDelay450,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,301c011f-76ed-4a42-81a9-966b7c3a045b,89a39139-a189-49ec-8a77-6f1dc4b48f6b,0
51,4.0,grey,black,chSp4_ag1Lgrey_rep5_avgCDelay450,9f53cd68-f278-45d6-806a-74eeef55bbcc,7f8735df-e7a1-42ee-8318-56b0308c3ca8,067801bc-03be-4bfb-97b1-c8028fd9441c,1
52,4.0,grey,black,chSp4_ag1Lgrey_rep5_avgCDelay450,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,54bbcba5-5c32-4850-bece-73f52f535574,cc5d4de7-c3a5-4bf9-bc0a-2e433e788695,2
53,4.0,grey,black,chSp4_ag1Lgrey_rep7_avgCDelay450,1a1c3419-9320-46a3-8b48-10e9514c3e7d,403fcd7c-4b0d-4841-898f-1a286bdb3761,f21e35d9-34af-4789-b3c0-e539b935c698,3
54,4.0,grey,black,chSp4_ag1Lgrey_rep8_avgCDelay450,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,908ff581-6737-499e-85fe-95a3c1653ad4,055b7290-8df1-42ba-ac44-15fe0cdee5dd,4
55,4.0,grey,black,chSp4_ag1Lgrey_rep8_avgCDelay450,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,5656aa50-0d67-4f15-930a-0ea28fb14979,68a16aa4-81d0-4d7e-b53e-e06913554620,5
56,4.0,grey,black,chSp4_ag1Lgrey_rep9_avgCDelay450,48fe3ca9-b1df-491d-bef9-6d9c5edee227,9b7ba32d-39d3-4916-9c22-61852c617800,c707f451-4d38-484e-bb33-8bd32bd958bd,6
57,4.0,grey,black,chSp4_ag1Lgrey_rep9_avgCDelay450,0890b767-b394-4f89-aea1-c60cab7014af,5f66d627-58e5-415c-ae89-34307396318a,cc10640b-4156-43a0-944e-92a3b94b759e,7
58,4.0,grey,black,chSp4_ag1Lgrey_rep7_avgCDelay450,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,6204b677-f20a-4c93-b7b4-dba84ed18493,f7d365be-82c1-44fc-bb4a-7bc46cef083b,8
59,4.0,grey,black,chSp4_ag1Lgrey_rep7_avgCDelay450,114b2369-dce5-4979-8319-c64c85175e6a,4495c362-3567-488f-99ac-04e94d9573f9,021f5852-b7de-4608-84e6-e7c32c7e0714,9
60,5.25,black,grey,chSp5.25_ag1Lblack_rep3_avgCDelay375,35ae5b09-f580-4922-91bd-f22c23175a47,0017157c-0548-41f4-a8bb-9d007431d87e,ef73391c-b31d-4d7d-b184-de9e2f600281,0
61,5.25,black,grey,chSp5.25_ag1Lblack_rep4_avgCDelay375,2ef99e5f-bc49-429b-b086-41ed4571b58a,c7b4b80a-77fb-4d94-a075-2a4485b40474,7e3085a5-1d82-4cb2-96c6-8bf602d50d60,1
62,5.25,black,grey,chSp5.25_ag1Lblack_rep4_avgCDelay375,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,e7bef434-1800-4915-8295-6de66f195799,dfbbf429-52e9-4f3f-ad25-e8fd5e5edbd8,2
63,5.25,black,grey,chSp5.25_ag1Lblack_rep1_avgCDelay375,2d3d47a2-03c8-4642-84ec-a8f67c64868c,91adc602-da70-4fa3-a997-89f905ee8fb4,324129b9-6b86-4c1e-b18a-7aba9d6a525a,3
64,5.25,black,grey,chSp5.25_ag1Lblack_rep4_avgCDelay375,124d9b3a-acac-4627-93e0-f05b493598f3,52d3f00a-85f1-41c2-b541-8adfa3e098df,33be162c-047d-4949-b848-cbbec61aea7f,4
65,5.25,black,grey,chSp5.25_ag1Lblack_rep1_avgCDelay375,384dc3de-9717-4531-83a1-683588fe1381,67d7715f-1089-487b-83a5-9dd358bd4498,54192b64-b276-4837-9c49-ac29fe207c24,5
66,5.25,black,grey,chSp5.25_ag1Lblack_rep3_avgCDelay375,4cf04acf-6776-453a-a811-1c5e51c2ece4,6441479a-2b19-4e31-bff9-ce13393fe3da,8aa2095a-024c-4d9a-83ac-6be2c487f351,6
67,5.25,black,grey,chSp5.25_ag1Lblack_rep2_avgCDelay375,8b72023d-88b1-4615-b871-cac794edf1d9,86f73a90-8ee0-4716-8ff7-dbad80c8a88b,28c055e3-fbbb-41d0-9bc8-c09bad2de0f6,7
68,5.25,black,grey,chSp5.25_ag1Lblack_rep2_avgCDelay375,39d4c0f1-9195-4761-98c6-457bad8a2291,5cb52bbc-fa68-42bf-b0b3-6abbc56eda2f,b3cb6e49-47e7-4990-b074-ab4728e6574b,8
69,5.25,black,grey,chSp5.25_ag1Lblack_rep0_avgCDelay375,8a889364-bfa4-42f7-8d4c-ee7478ea863c,bc11d223-e464-45aa-9ff6-b3b9909a8fa7,1e095e7a-5a7f-432b-9d16-ab16d4a9e161,9
70,5.25,grey,black,chSp5.25_ag1Lgrey_rep9_avgCDelay375,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,9837033a-f498-4de5-986a-f8a534ffd2a4,99fe8c83-d5e0-4f51-bad8-c35f103305e4,0
71,5.25,grey,black,chSp5.25_ag1Lgrey_rep5_avgCDelay375,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,56257520-919e-46a6-a1d2-78c9a04c34fa,2556d253-5968-4720-ba3d-8891e72152e0,1
72,5.25,grey,black,chSp5.25_ag1Lgrey_rep8_avgCDelay375,0a4312a1-7156-4c68-9698-0f1495558bee,f52aa443-8c98-4a90-ba66-e5a6326bde08,1dd3a1e7-a04e-4787-921c-83355fde1b8a,2
73,5.25,grey,black,chSp5.25_ag1Lgrey_rep9_avgCDelay375,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,d1634161-b1ac-4a8a-9359-dea19f7fb055,054159f0-e43a-4fcc-96b4-7f7e1ed1b136,3
74,5.25,grey,black,chSp5.25_ag1Lgrey_rep6_avgCDelay375,27f4d7f8-d998-48b2-a3e4-f885f21c713d,6ca801d6-c3e9-43cc-8659-1f75648a42b0,cda5a6db-70dd-4133-9ab8-5936e438ef31,4
75,5.25,grey,black,chSp5.25_ag1Lgrey_rep7_avgCDelay375,5f5a825b-b433-4986-b5d6-5239eb407d32,53cc64be-7a1c-4795-aa4d-c76399db14da,418e4494-e98c-43e5-9c66-d39f2e08af95,5
76,5.25,grey,black,chSp5.25_ag1Lgrey_rep6_avgCDelay375,8e0deaa9-1ac5-4e69-817a-3204f157f360,8607e62e-d57b-4e60-8fe0-003d3b9a683d,39eb8f72-2d4b-48dd-a36c-f340b6f7ad0b,6
77,5.25,grey,black,chSp5.25_ag1Lgrey_rep7_avgCDelay375,82cc23d1-ba4b-48c5-995a-a30d865ea249,22152150-415f-4137-886f-2cc80ea2a17b,a0ed9bd1-4ef9-4509-87e7-ab8e97d48646,7
78,5.25,grey,black,chSp5.25_ag1Lgrey_rep7_avgCDelay375,86e934a2-75ef-4084-a167-ce0ca737532d,53e04397-9fc5-48e9-99d8-6ce9b23e0ab9,39d4cd9b-e10a-42c0-92cc-12ff23b072b0,8
79,5.25,grey,black,chSp5.25_ag1Lgrey_rep9_avgCDelay375,46786fd0-ca59-4ffa-a772-fe489fdbd94c,63a70cd2-27e5-4f9d-b603-4eb89f1c01d8,34fd405f-da1a-4f58-a199-20d08b509ed4,9
80,6.5,black,grey,chSp6.5_ag1Lblack_rep4_avgCDelay300,e3160d16-fe5e-4987-918b-0921ab937804,e355ee14-20d9-41e2-8c3b-1d39aa7eec1f,f3d10972-464f-47c5-bf7d-a9d9d7b8f4ef,0
81,6.5,black,grey,chSp6.5_ag1Lblack_rep3_avgCDelay300,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,4a9ae239-dd77-45e3-a773-2d74e8647854,79c8563b-47dc-45fc-a55c-e36b54879e6a,1
82,6.5,black,grey,chSp6.5_ag1Lblack_rep3_avgCDelay300,d98f2d5f-eb3b-4ebd-b714-878343382f2a,fcfd39b3-23a5-428a-bbf5-98eb24463b8d,471344f1-51d1-4c2c-a009-dc98a98302ae,2
83,6.5,black,grey,chSp6.5_ag1Lblack_rep1_avgCDelay300,755a600e-d336-4f66-8771-52eed84faf02,bd8628e8-b5c4-4d9c-9bd9-3f1ed4540d0e,b48385b4-a901-443e-887d-31df4b7a42b3,3
84,6.5,black,grey,chSp6.5_ag1Lblack_rep4_avgCDelay300,40860eea-1c44-4896-96b1-ee2d42a6c522,8e38e3f1-eba7-4401-9d7d-b38cd1b3819d,a297f2c7-f482-49b3-910c-d7c7d0446a84,4
85,6.5,black,grey,chSp6.5_ag1Lblack_rep0_avgCDelay300,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,1f16b97f-28a3-4764-bf98-01d4c4b26915,621cbc1f-2dfb-42f7-8be6-7cc9dbea9aa1,5
86,6.5,black,grey,chSp6.5_ag1Lblack_rep1_avgCDelay300,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,ec186999-1ed1-4610-8d63-4265a1afb3a2,9e6d3082-24a8-47c3-b8da-fcbd67cafb3e,6
87,6.5,black,grey,chSp6.5_ag1Lblack_rep0_avgCDelay300,8bee64f6-a3cb-48f4-be48-142b9065f5d7,4e842b35-7b92-43db-91a6-cad94b73e226,4ef64ac0-4734-4fb2-aa08-766457d570f5,7
88,6.5,black,grey,chSp6.5_ag1Lblack_rep4_avgCDelay300,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,a5329515-6d95-4ba7-a0cb-1e45925a9e25,c7f316be-63cf-4d0a-b31d-73a7c9ffbf5f,8
89,6.5,black,grey,chSp6.5_ag1Lblack_rep0_avgCDelay300,187f8493-9a30-43cc-a2bd-5d96f6d2263d,636d5251-181b-4025-94e0-e2ff80d52bad,6c538a9d-6706-4047-b5a8-aa67de7d2554,9
90,6.5,grey,black,chSp6.5_ag1Lgrey_rep9_avgCDelay300,d80f638e-7e4b-4e80-bc19-a4b764fd7614,f1a4c2b0-3d12-43f2-8c93-e327f3ac84cd,86ee2bc9-9f13-4f13-a8ec-99806f8d7bf1,0
91,6.5,grey,black,chSp6.5_ag1Lgrey_rep8_avgCDelay300,debe6245-13a4-4a31-b28a-e7b25ce8fa93,18204f91-a067-4ffd-af1d-6fd99c06fa69,59f7a635-af87-43f0-a29c-bd918a2c0b4a,1
92,6.5,grey,black,chSp6.5_ag1Lgrey_rep5_avgCDelay300,e2c787c5-5358-4a21-bb35-c422b37ef982,ab1745d7-c75b-4aa1-9734-0ca8e7ed0a65,29990ff8-df65-46e6-a41b-c537e563071f,2
93,6.5,grey,black,chSp6.5_ag1Lgrey_rep5_avgCDelay300,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,70f10642-36ba-42df-a1f0-8ec37e7184f4,badb975e-f2f5-4661-925c-5fa92aa365c4,3
94,6.5,grey,black,chSp6.5_ag1Lgrey_rep9_avgCDelay300,5456278f-d454-4194-af69-2784112cffb9,80fdfafc-165c-4cb8-a070-17667b7d0874,7c9e1f89-db2d-4f23-939b-bf7a6e0beece,4
95,6.5,grey,black,chSp6.5_ag1Lgrey_rep9_avgCDelay300,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,8dbf2755-aa8c-468c-9b83-700fa055a2c6,1318a857-fc62-4eee-ad24-15e2f3ebea3e,5
96,6.5,grey,black,chSp6.5_ag1Lgrey_rep9_avgCDelay300,93e661c0-3f68-4205-9141-04164911b7e4,a430904d-3833-46bc-b609-a029aa484ccc,7c931006-135f-4ed7-8055-0855b89ee557,6
97,6.5,grey,black,chSp6.5_ag1Lgrey_rep9_avgCDelay300,13e24563-ab7e-41df-adf6-e8e88b4d9e08,0aa19148-9499-4c0d-bc2f-a7953d0a711e,9946a9f0-93c3-47ad-b8c5-e0a47198511a,7
98,6.5,grey,black,chSp6.5_ag1Lgrey_rep8_avgCDelay300,1827c058-6388-491a-b84c-d4d6c512039e,32e1424e-807d-43a8-848a-c2f0ef41571e,1320054d-5679-469b-a93e-932bfc82c0a8,8
99,6.5,grey,black,chSp6.5_ag1Lgrey_rep6_avgCDelay300,2c174300-1111-477c-b605-e34e6031cd26,eac457d9-6cd9-4166-92b0-65cad73a0c89,3818451e-af7f-45b1-a10d-74dab4348e75,9
100,7.75,black,grey,chSp7.75_ag1Lblack_rep2_avgCDelay225,65eed33d-db39-4b87-b8a4-de20693d3821,773cd69d-4b2a-40e0-abcb-e2629ab01475,ca124f98-d503-43c4-89bc-1693202badbf,0
101,7.75,black,grey,chSp7.75_ag1Lblack_rep1_avgCDelay225,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,7d04a413-054d-4224-ad87-1947874d40aa,5b4c6706-d653-47ee-8d98-ac451a08db26,1
102,7.75,black,grey,chSp7.75_ag1Lblack_rep1_avgCDelay225,534a6ddb-dbec-42ac-b559-3f4cbdd66423,792cbd1e-5ab1-4b08-823b-1af93c55e3fd,c6ee5733-8451-4bf3-a6ce-106d769c4379,2
103,7.75,black,grey,chSp7.75_ag1Lblack_rep4_avgCDelay225,3dbdd697-e200-4003-92f8-47202577ad0a,be8c43eb-8863-4d20-9a5c-d2a58fdc0294,04191853-1195-4fe3-851b-5b7d80b01117,3
104,7.75,black,grey,chSp7.75_ag1Lblack_rep1_avgCDelay225,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,0d224b36-a5c1-4761-8012-18df5c3fc542,1e360d00-52ac-40c0-835c-9ecda3f7b716,4
105,7.75,black,grey,chSp7.75_ag1Lblack_rep4_avgCDelay225,015f75aa-de90-4fdc-8657-d630f1963869,83cebb8e-9c67-4a8d-8a4f-4233f3264ee6,0b88aab4-d438-4231-a079-624f18edf487,5
106,7.75,black,grey,chSp7.75_ag1Lblack_rep2_avgCDelay225,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,b8bbcf72-1f88-4cd9-a67b-70cab8ba5a0c,9890fb66-3d65-48f1-9912-6d1a496659fb,6
107,7.75,black,grey,chSp7.75_ag1Lblack_rep0_avgCDelay225,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,c8ed97cb-f6f3-4cbf-9bbe-7b7b9d43c5e0,7b046021-393c-433f-957c-431e0203de6c,7
108,7.75,black,grey,chSp7.75_ag1Lblack_rep4_avgCDelay225,981d9d90-47c5-4443-a939-26060914c7e4,b552516b-59aa-4819-adcd-6e76b5124284,895a056d-a5b8-481f-8b24-549426b4b134,8
109,7.75,black,grey,chSp7.75_ag1Lblack_rep3_avgCDelay225,7f445daf-d952-4bf3-b733-def683994895,4d38db13-b735-4b78-8dbc-c8a54692230e,afb93e62-89e6-42c3-a2c0-765d1e473c22,9
110,7.75,grey,black,chSp7.75_ag1Lgrey_rep7_avgCDelay225,085d7298-e568-4752-a909-8eecf82e3ebc,d834cab3-2f6d-49d6-bfdc-1c32d75534a7,1317cbc5-197f-4ef9-b4b0-9c7046cb000e,0
111,7.75,grey,black,chSp7.75_ag1Lgrey_rep8_avgCDelay225,09060d5d-c3e1-451b-a3b5-4b2b567660ff,8f71b9d3-43aa-4629-816d-439ed3c34eb7,5312c0b7-a80b-4861-92ee-55e25fe68347,1
112,7.75,grey,black,chSp7.75_ag1Lgrey_rep6_avgCDelay225,5a652d01-49a0-4b52-a54c-51c21b53e0fe,1d102814-6d37-4900-8aee-98e052aee0de,ec013faa-68ee-4118-b06e-d746db58db48,2
113,7.75,grey,black,chSp7.75_ag1Lgrey_rep5_avgCDelay225,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,b1dcd681-9525-4368-b88e-7a0fdeb83143,39a47e20-39d6-48d1-a51a-0437b470a6e7,3
