,index,sub_ind,PID,date,stimset_rows,total_trials,nplanned_trialIDs,npresented_trialIDs,planned_trialIDs_all,presented_trialIDs_all,chargeSpeeds,chargeSpeeds_sorted,agent1Colors,responses,agents_type,strategy,feedback
42,44,24044,63c80a427dfa1305502df5a8,5,43,50,7,7,"['fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce', '112b96b3-6518-4053-ad9f-ff77320acc23', '70326c05-1133-4c5d-8a4c-3e71e0da8479', '0a4312a1-7156-4c68-9698-0f1495558bee', 'e2c787c5-5358-4a21-bb35-c422b37ef982', '7b0c39f7-8bb3-4c19-94da-30117a8ec17d', '059f8cfb-52c8-47fd-8d26-b0fec58eafae']","['7b0c39f7-8bb3-4c19-94da-30117a8ec17d', 'e2c787c5-5358-4a21-bb35-c422b37ef982', '0a4312a1-7156-4c68-9698-0f1495558bee', '70326c05-1133-4c5d-8a4c-3e71e0da8479', 'fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce', '112b96b3-6518-4053-ad9f-ff77320acc23', '059f8cfb-52c8-47fd-8d26-b0fec58eafae']","[7.75, 6.5, 5.25, 4.0, 1.5, 2.75, 9.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'grey', 'grey', 'black', 'black', 'black', 'grey']","['Playing a game of it or rugby', 'Running at each other, bouncing', 'Playing with a ball', 'tackling each other', 'mirroring each other', 'bouncing off each other', 'play fight']",children,I just tried to imagine what they could be doing,"Really interesting and I hop we get to find out, what they were doing"
43,45,24045,6532742d48aa9e7d5c65f9b4,5,92,50,7,7,"['e4bc0778-6eb7-4065-bf77-a9b6e293735f', '32110051-52cf-4952-a6e5-4c5fe75760b7', '68382d9c-6cc5-4669-84bf-c8058e3c1472', '39d4c0f1-9195-4761-98c6-457bad8a2291', '3c21b0c7-30d1-41a7-99ae-02e24be36ad3', 'a57832a0-0b6a-4bdf-a636-adf042cd3fcc', '1be4605b-9f78-45d4-8eb0-87bdc69537e2']","['3c21b0c7-30d1-41a7-99ae-02e24be36ad3', '32110051-52cf-4952-a6e5-4c5fe75760b7', '1be4605b-9f78-45d4-8eb0-87bdc69537e2', '68382d9c-6cc5-4669-84bf-c8058e3c1472', 'a57832a0-0b6a-4bdf-a636-adf042cd3fcc', 'e4bc0778-6eb7-4065-bf77-a9b6e293735f', '39d4c0f1-9195-4761-98c6-457bad8a2291']","[6.5, 2.75, 9.0, 4.0, 7.75, 1.5, 5.25]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'grey', 'black', 'grey', 'black', 'black']","['running', 'dancing', 'swinging', 'playing football', 'clapping hands', 'hugging', 'jumping']",children,no ,confusing
44,48,24048,65d2f996341d070378ca56ec,5,67,50,7,7,"['1a8cf3c1-690b-449c-bb36-fd3b251837c1', '46c1720a-0af5-44e9-b008-09b89ef78bd9', '86e26a06-c6f9-47dc-bc1f-1c78f1f93251', '8e0deaa9-1ac5-4e69-817a-3204f157f360', 'd98f2d5f-eb3b-4ebd-b714-878343382f2a', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec', '1be4605b-9f78-45d4-8eb0-87bdc69537e2']","['44ab78ba-bb99-4b6d-a69b-ede18f9116ec', '8e0deaa9-1ac5-4e69-817a-3204f157f360', '86e26a06-c6f9-47dc-bc1f-1c78f1f93251', '46c1720a-0af5-44e9-b008-09b89ef78bd9', '1a8cf3c1-690b-449c-bb36-fd3b251837c1', 'd98f2d5f-eb3b-4ebd-b714-878343382f2a', '1be4605b-9f78-45d4-8eb0-87bdc69537e2']","[7.75, 5.25, 4.0, 2.75, 1.5, 6.5, 9.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'grey', 'black', 'grey', 'grey', 'black', 'grey']","['Playing tag', 'fighting', 'running back and forth', 'playing', 'high five', 'bullying', 'soccer']",children,I visualized a park from my childhood,"It was nice to visualize, it took me back"
45,49,24049,614e4f5af7eba1c013541155,5,73,50,7,7,"['95aaf072-b6be-4da4-9857-deaf20ab49f2', '215ead11-5650-429d-b541-0b107fbb996a', '609aaddc-b0c4-4442-b4ef-ba29fa1dbe22', '8b72023d-88b1-4615-b871-cac794edf1d9', '187f8493-9a30-43cc-a2bd-5d96f6d2263d', '8b590505-e40d-4ff8-802d-5430cc2802b6', '7d40f846-95bc-4c08-b7a1-b4a410852b77']","['609aaddc-b0c4-4442-b4ef-ba29fa1dbe22', '7d40f846-95bc-4c08-b7a1-b4a410852b77', '95aaf072-b6be-4da4-9857-deaf20ab49f2', '187f8493-9a30-43cc-a2bd-5d96f6d2263d', '8b72023d-88b1-4615-b871-cac794edf1d9', '8b590505-e40d-4ff8-802d-5430cc2802b6', '215ead11-5650-429d-b541-0b107fbb996a']","[4.0, 9.0, 1.5, 6.5, 5.25, 7.75, 2.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'black', 'black', 'grey', 'grey']","['circling then coming together', 'coming together repeatedely', 'coming together softly', 'c ircling then coming together repeatedly', 'coming together', 'circling then coming together', 'coming together then moving apart']",children,no,none
46,52,24052,60d2c59451b12e36fb281477,5,82,50,7,7,"['9d425f58-501f-43f3-955e-05126bd09bb5', '8fa1d226-bf98-4c72-8961-7121546d4a11', 'fb491605-8f46-43ab-ba62-bfd86d95e4d6', '2ef99e5f-bc49-429b-b086-41ed4571b58a', 'e2c787c5-5358-4a21-bb35-c422b37ef982', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec', '8649b489-429a-4894-9c74-827e94f04566']","['8fa1d226-bf98-4c72-8961-7121546d4a11', '2ef99e5f-bc49-429b-b086-41ed4571b58a', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec', '8649b489-429a-4894-9c74-827e94f04566', 'fb491605-8f46-43ab-ba62-bfd86d95e4d6', 'e2c787c5-5358-4a21-bb35-c422b37ef982', '9d425f58-501f-43f3-955e-05126bd09bb5']","[2.75, 5.25, 7.75, 9.0, 4.0, 6.5, 1.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'black', 'grey', 'black', 'grey', 'grey']","['playing tag', 'fighting', 'playing', 'playing', 'playing tag', 'playing tag', 'playing football']",children,"None, just tried to figure out what those movements could be",Found it hard to guess what those movements could have been
47,53,24053,65086209d6edf5f2cf5f05d4,5,77,50,7,7,"['e838dadb-c02f-4273-ae93-210720dcd06c', '8dc79a0d-b826-4ac2-8483-04346b06960d', '50bec0a0-7e7c-4edd-a8eb-394750dbdb77', '124d9b3a-acac-4627-93e0-f05b493598f3', 'd80f638e-7e4b-4e80-bc19-a4b764fd7614', '015f75aa-de90-4fdc-8657-d630f1963869', '2abe0875-f8ff-4373-aad8-bca142211a09']","['015f75aa-de90-4fdc-8657-d630f1963869', '50bec0a0-7e7c-4edd-a8eb-394750dbdb77', '124d9b3a-acac-4627-93e0-f05b493598f3', 'e838dadb-c02f-4273-ae93-210720dcd06c', '8dc79a0d-b826-4ac2-8483-04346b06960d', '2abe0875-f8ff-4373-aad8-bca142211a09', 'd80f638e-7e4b-4e80-bc19-a4b764fd7614']","[7.75, 4.0, 5.25, 1.5, 2.75, 9.0, 6.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'grey', 'black', 'grey', 'black', 'black', 'grey']","['Playing ', 'Fighting', 'walking ', 'Playing around', 'Playing', 'Playing around in the park', 'Walking ']",children,"Not really, I was just guessing as it was hard to determine what exactly was going on",Kinda difficult but interesting
48,55,24055,63ea5b93d1c6d38e1f57dcfa,5,66,50,7,7,"['fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce', 'c496efe1-6c3e-480d-856f-af132dbe7048', '96c2a684-adc3-4f98-8b2a-c19c48e7f5a9', '8a889364-bfa4-42f7-8d4c-ee7478ea863c', '2fa02aa8-ef06-46e0-87af-9e3b7267ee79', '8845e64c-078b-4a3a-a732-1efe937de14a', '9f7e489f-4076-4332-b57e-13a42d4c75fd']","['9f7e489f-4076-4332-b57e-13a42d4c75fd', '96c2a684-adc3-4f98-8b2a-c19c48e7f5a9', '8845e64c-078b-4a3a-a732-1efe937de14a', 'c496efe1-6c3e-480d-856f-af132dbe7048', '2fa02aa8-ef06-46e0-87af-9e3b7267ee79', '8a889364-bfa4-42f7-8d4c-ee7478ea863c', 'fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce']","[9.0, 4.0, 7.75, 2.75, 6.5, 5.25, 1.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'grey', 'grey', 'black', 'grey', 'black', 'black']","['Tackling each other', 'Running around then high fiving each other', 'Running into each other', 'Playing tag', 'Dancing', ""Pretending they're magnets"", 'Handing a ball off back and forth']",children,I tried to imagine what the kids could possibly be doing,Nope!
49,58,24058,5bbb5e3f118c0600013c3202,5,96,50,7,7,"['e5e05e73-9cd0-4990-8da2-4962e0a03e5d', '8dc79a0d-b826-4ac2-8483-04346b06960d', '1a1c3419-9320-46a3-8b48-10e9514c3e7d', '1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed', 'e3160d16-fe5e-4987-918b-0921ab937804', '015f75aa-de90-4fdc-8657-d630f1963869', 'f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe']","['f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe', '1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed', 'e5e05e73-9cd0-4990-8da2-4962e0a03e5d', '8dc79a0d-b826-4ac2-8483-04346b06960d', 'e3160d16-fe5e-4987-918b-0921ab937804', '1a1c3419-9320-46a3-8b48-10e9514c3e7d', '015f75aa-de90-4fdc-8657-d630f1963869']","[9.0, 5.25, 1.5, 2.75, 6.5, 4.0, 7.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'grey', 'black', 'black', 'grey', 'black']","['trying to find each other', 'running then colliding', 'talking and exploring the park', 'enjoying the surroundings', 'calling each other to explore the park', 'walking around the park', 'exploring the talking']",children,just thought about what they were doing,It was different
50,61,24061,5ef877bb6b0ed15b3f6ae106,5,89,50,7,7,"['50919f52-6a9c-4824-b24f-2f1aebd58e1b', 'c3cfe5d9-0b66-460b-a3db-a76a0df825ae', '70326c05-1133-4c5d-8a4c-3e71e0da8479', '27f4d7f8-d998-48b2-a3e4-f885f21c713d', '93e661c0-3f68-4205-9141-04164911b7e4', '453a1fa5-895a-4a5e-a4cf-25c0a35d74d2', '8e6be05b-c10c-43db-b062-a559f5033312']","['93e661c0-3f68-4205-9141-04164911b7e4', '70326c05-1133-4c5d-8a4c-3e71e0da8479', 'c3cfe5d9-0b66-460b-a3db-a76a0df825ae', '50919f52-6a9c-4824-b24f-2f1aebd58e1b', '27f4d7f8-d998-48b2-a3e4-f885f21c713d', '453a1fa5-895a-4a5e-a4cf-25c0a35d74d2', '8e6be05b-c10c-43db-b062-a559f5033312']","[6.5, 4.0, 2.75, 1.5, 5.25, 7.75, 9.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'grey', 'black', 'grey', 'black', 'grey']","['Bouncing', 'Circling', 'Meeting', 'Meeting and bouncing', 'Bouncing ', 'Hitting', 'Bouncing off each other ']",children,Watched intently,None
51,62,24062,60730cdbbc89ec27b9cc7acd,5,63,50,7,7,"['d3cc8306-21ab-4f88-ae4f-3970e4cd53ea', '4a2adf87-0f15-4bc0-9837-899addfb179c', '1d41f125-7386-42b4-8250-f6c540c627a8', '0a4312a1-7156-4c68-9698-0f1495558bee', '5456278f-d454-4194-af69-2784112cffb9', '8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9', '9301277e-6b35-4aa7-bd52-4f56ae0f029b']","['8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9', '4a2adf87-0f15-4bc0-9837-899addfb179c', 'd3cc8306-21ab-4f88-ae4f-3970e4cd53ea', '9301277e-6b35-4aa7-bd52-4f56ae0f029b', '1d41f125-7386-42b4-8250-f6c540c627a8', '0a4312a1-7156-4c68-9698-0f1495558bee', '5456278f-d454-4194-af69-2784112cffb9']","[7.75, 2.75, 1.5, 9.0, 4.0, 5.25, 6.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'grey', 'black', 'black', 'grey', 'grey']","[""mirroring each other's movements then colliding"", 'running alongside one another than colliding', 'mirroring one another', 'they were circling around one another and occassionally meeting in middle', 'running away and towards each other', 'the grey one seemed to be pursuing the black dot', 'the black dot seemed to be pursuing the grey dot']",children,I was trying to imagine the kids playing,"No, thank you"
52,63,24063,65a3f40245bd7a121b03eb92,5,0,50,7,7,"['95aaf072-b6be-4da4-9857-deaf20ab49f2', '3fd185a3-34a1-4f1a-9d01-aee3deee3988', 'fb491605-8f46-43ab-ba62-bfd86d95e4d6', '384dc3de-9717-4531-83a1-683588fe1381', '1827c058-6388-491a-b84c-d4d6c512039e', '8845e64c-078b-4a3a-a732-1efe937de14a', '059f8cfb-52c8-47fd-8d26-b0fec58eafae']","['1827c058-6388-491a-b84c-d4d6c512039e', '3fd185a3-34a1-4f1a-9d01-aee3deee3988', '95aaf072-b6be-4da4-9857-deaf20ab49f2', 'fb491605-8f46-43ab-ba62-bfd86d95e4d6', '8845e64c-078b-4a3a-a732-1efe937de14a', '059f8cfb-52c8-47fd-8d26-b0fec58eafae', '384dc3de-9717-4531-83a1-683588fe1381']","[6.5, 2.75, 1.5, 4.0, 7.75, 9.0, 5.25]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'grey', 'black', 'grey', 'grey', 'black']","['Running and colliding', 'Colliding', 'Clashing', 'Aloof and then confronting each other', 'Fighting', 'Fighting or clashing over something', 'Attacking each other, fighting']",children,Noting the movement and patterns formed by the dots,Straightforward. A debrief would be appreciated.
53,66,24066,65958ae0e675d0fc37233c78,5,59,50,7,7,"['1a8cf3c1-690b-449c-bb36-fd3b251837c1', 'c496efe1-6c3e-480d-856f-af132dbe7048', '1d41f125-7386-42b4-8250-f6c540c627a8', '82cc23d1-ba4b-48c5-995a-a30d865ea249', '3c21b0c7-30d1-41a7-99ae-02e24be36ad3', '085d7298-e568-4752-a909-8eecf82e3ebc', '5b2465b2-47b6-4cc7-b06f-c362ff7454f8']","['1d41f125-7386-42b4-8250-f6c540c627a8', 'c496efe1-6c3e-480d-856f-af132dbe7048', '82cc23d1-ba4b-48c5-995a-a30d865ea249', '5b2465b2-47b6-4cc7-b06f-c362ff7454f8', '3c21b0c7-30d1-41a7-99ae-02e24be36ad3', '085d7298-e568-4752-a909-8eecf82e3ebc', '1a8cf3c1-690b-449c-bb36-fd3b251837c1']","[4.0, 2.75, 5.25, 9.0, 6.5, 7.75, 1.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'black', 'grey', 'grey', 'grey']","['bumping together ', 'Bumping together', 'Charging each other.', 'Running and charging each other.', 'Running and bumping into each other.', 'Charging to bump into each other.', 'Slowly coming together to bump each other.']",children,Yes. I watched the screen to see what the dots were going to do.,None.
54,67,24067,65aa80f84d7d702f526464ce,5,90,50,7,7,"['e838dadb-c02f-4273-ae93-210720dcd06c', 'd445e5d9-95ae-4a8f-a6bf-53380fef78b4', '0890b767-b394-4f89-aea1-c60cab7014af', '46786fd0-ca59-4ffa-a772-fe489fdbd94c', '8bee64f6-a3cb-48f4-be48-142b9065f5d7', '3dbdd697-e200-4003-92f8-47202577ad0a', '6a57f963-5846-4eaa-a5d2-0e658499a4a9']","['6a57f963-5846-4eaa-a5d2-0e658499a4a9', '46786fd0-ca59-4ffa-a772-fe489fdbd94c', 'd445e5d9-95ae-4a8f-a6bf-53380fef78b4', '0890b767-b394-4f89-aea1-c60cab7014af', '3dbdd697-e200-4003-92f8-47202577ad0a', '8bee64f6-a3cb-48f4-be48-142b9065f5d7', 'e838dadb-c02f-4273-ae93-210720dcd06c']","[9.0, 5.25, 2.75, 4.0, 7.75, 6.5, 1.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'black', 'grey', 'black', 'black', 'grey']","['Fighting', 'Playing tag ', 'passing something to each other', 'Bumping into each other', 'Swinging into each other', 'Boxing', 'Bumping into each other']",children,No,It is hard to differentiate what they where doing
55,68,24068,63d176dbaef5e7827cd86954,5,57,50,7,7,"['31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50', 'bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a', '114b2369-dce5-4979-8319-c64c85175e6a', '9ed3a785-369e-4eb1-b5ca-50d2602a44d4', '1827c058-6388-491a-b84c-d4d6c512039e', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec', '16718611-6bca-4e79-8071-94d68c181ba1']","['bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a', '16718611-6bca-4e79-8071-94d68c181ba1', '44ab78ba-bb99-4b6d-a69b-ede18f9116ec', '1827c058-6388-491a-b84c-d4d6c512039e', '9ed3a785-369e-4eb1-b5ca-50d2602a44d4', '31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50', '114b2369-dce5-4979-8319-c64c85175e6a']","[2.75, 9.0, 7.75, 6.5, 5.25, 1.5, 4.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'black', 'grey', 'grey', 'grey', 'grey']","['They are playing tag.', 'They are running and playing tag.', 'They are chasing each other.', 'They are running and chasing each other.', 'They are playing soccer.', 'They are kicking a ball.', 'They are playing a game.']",children,I tried to visualize and remember various games that can be played at the park.,Interesting study!
56,69,24069,5d83dba73dfcaa0019a3125f,5,42,50,7,7,"['8ed7c0fc-1490-4e35-a000-7f7357a0772a', '215ead11-5650-429d-b541-0b107fbb996a', '96c2a684-adc3-4f98-8b2a-c19c48e7f5a9', '8b72023d-88b1-4615-b871-cac794edf1d9', '187f8493-9a30-43cc-a2bd-5d96f6d2263d', '8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9', '2abe0875-f8ff-4373-aad8-bca142211a09']","['215ead11-5650-429d-b541-0b107fbb996a', '8b72023d-88b1-4615-b871-cac794edf1d9', '187f8493-9a30-43cc-a2bd-5d96f6d2263d', '8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9', '8ed7c0fc-1490-4e35-a000-7f7357a0772a', '2abe0875-f8ff-4373-aad8-bca142211a09', '96c2a684-adc3-4f98-8b2a-c19c48e7f5a9']","[2.75, 5.25, 6.5, 7.75, 1.5, 9.0, 4.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'black', 'grey', 'grey', 'black', 'grey']","['playing tag', 'playing soccer', 'playing football', 'pushing another on a swing', 'playing frisbee', 'playing flag football', 'playing with pets']",children,"Just based it on the force, gracefulness, and positioning","It was engaging, thought provoking, and everything was fine"
57,73,24073,5c3f6515f26c920001bba5d7,5,35,50,7,7,"['15dfbaca-4429-4c18-90f4-8d4804129e6f', '8dc79a0d-b826-4ac2-8483-04346b06960d', 'a0007ede-8266-4a38-bf86-2a3e66d5d5d4', '46786fd0-ca59-4ffa-a772-fe489fdbd94c', '5456278f-d454-4194-af69-2784112cffb9', '7b0c39f7-8bb3-4c19-94da-30117a8ec17d', '6a57f963-5846-4eaa-a5d2-0e658499a4a9']","['5456278f-d454-4194-af69-2784112cffb9', '46786fd0-ca59-4ffa-a772-fe489fdbd94c', '6a57f963-5846-4eaa-a5d2-0e658499a4a9', '15dfbaca-4429-4c18-90f4-8d4804129e6f', 'a0007ede-8266-4a38-bf86-2a3e66d5d5d4', '8dc79a0d-b826-4ac2-8483-04346b06960d', '7b0c39f7-8bb3-4c19-94da-30117a8ec17d']","[6.5, 5.25, 9.0, 1.5, 4.0, 2.75, 7.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'grey', 'black', 'grey', 'black', 'black']","['charging at each other', 'tagging each other', 'fighting each other', 'playing with each other', 'playing tag', 'playing tag', 'playing some sort of game']",children,I tried to visualize two children and what types of games they would be playing but it was very difficult!,No
58,74,24074,63fbf0e3b18cc14adc0dbfb6,5,76,50,7,7,"['50919f52-6a9c-4824-b24f-2f1aebd58e1b', '94eac034-9d70-40c0-89d4-d9a030a03d26', '7413c064-c0e5-4104-89aa-79d64ef9d6d9', '5f5a825b-b433-4986-b5d6-5239eb407d32', 'ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8', 'a57832a0-0b6a-4bdf-a636-adf042cd3fcc', '059f8cfb-52c8-47fd-8d26-b0fec58eafae']","['5f5a825b-b433-4986-b5d6-5239eb407d32', 'ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8', '7413c064-c0e5-4104-89aa-79d64ef9d6d9', '50919f52-6a9c-4824-b24f-2f1aebd58e1b', 'a57832a0-0b6a-4bdf-a636-adf042cd3fcc', '059f8cfb-52c8-47fd-8d26-b0fec58eafae', '94eac034-9d70-40c0-89d4-d9a030a03d26']","[5.25, 6.5, 4.0, 1.5, 7.75, 9.0, 2.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'black', 'black', 'black', 'grey', 'grey', 'grey']","['running and bumping', 'playing', 'playing a game', 'synchronised dancing', 'fighting', 'boxing', ""riding in 'bumper' cars""]",children,"I tried to find some familiarity in the movements and was torn between dancing, playing and fighting, the only relevant (to the movement) activity I could imagine was the fairground ride of bumper cars (UK colloquialism)","I'm very intrigued by this study and wondering, what just happened? :) Thankyou "
59,75,24075,65ddf3926fd4168191c4a824,5,46,50,7,7,"['50919f52-6a9c-4824-b24f-2f1aebd58e1b', 'c3cfe5d9-0b66-460b-a3db-a76a0df825ae', '7413c064-c0e5-4104-89aa-79d64ef9d6d9', '35ae5b09-f580-4922-91bd-f22c23175a47', 'debe6245-13a4-4a31-b28a-e7b25ce8fa93', '09060d5d-c3e1-451b-a3b5-4b2b567660ff', 'a5228b86-ba0a-42f2-aa38-23b5369f0e56']","['50919f52-6a9c-4824-b24f-2f1aebd58e1b', '7413c064-c0e5-4104-89aa-79d64ef9d6d9', 'debe6245-13a4-4a31-b28a-e7b25ce8fa93', '35ae5b09-f580-4922-91bd-f22c23175a47', 'c3cfe5d9-0b66-460b-a3db-a76a0df825ae', 'a5228b86-ba0a-42f2-aa38-23b5369f0e56', '09060d5d-c3e1-451b-a3b5-4b2b567660ff']","[1.5, 4.0, 6.5, 5.25, 2.75, 9.0, 7.75]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'black', 'grey', 'black', 'grey']","['playing together ', 'running around ', 'fighting ', 'playing tag ', 'swinging ', 'crashing ', 'fighting ']",children,no ,no
60,76,24076,5c7b8c1237d77b00158b4e39,5,36,50,7,7,"['1a8cf3c1-690b-449c-bb36-fd3b251837c1', '4a2adf87-0f15-4bc0-9837-899addfb179c', '609aaddc-b0c4-4442-b4ef-ba29fa1dbe22', '2ef99e5f-bc49-429b-b086-41ed4571b58a', '2c174300-1111-477c-b605-e34e6031cd26', '3dbdd697-e200-4003-92f8-47202577ad0a', '059f8cfb-52c8-47fd-8d26-b0fec58eafae']","['2c174300-1111-477c-b605-e34e6031cd26', '059f8cfb-52c8-47fd-8d26-b0fec58eafae', '3dbdd697-e200-4003-92f8-47202577ad0a', '4a2adf87-0f15-4bc0-9837-899addfb179c', '2ef99e5f-bc49-429b-b086-41ed4571b58a', '1a8cf3c1-690b-449c-bb36-fd3b251837c1', '609aaddc-b0c4-4442-b4ef-ba29fa1dbe22']","[6.5, 9.0, 7.75, 2.75, 5.25, 1.5, 4.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'black', 'black', 'black', 'grey', 'black']","['dots where bumping into each other', 'bumping into each other ', 'bump and play', 'bump run around and play', 'bump run around play ', 'interacting with each other by playing', 'moving around interacting bumping and playing']",children,I was watching the speed of dots and what they were doing,none
61,77,24077,5885f97f41da4500014d3645,5,24,50,7,7,"['fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce', '8fa1d226-bf98-4c72-8961-7121546d4a11', '1a1c3419-9320-46a3-8b48-10e9514c3e7d', '2d3d47a2-03c8-4642-84ec-a8f67c64868c', '755a600e-d336-4f66-8771-52eed84faf02', '5a652d01-49a0-4b52-a54c-51c21b53e0fe', '132133b4-5554-4500-9494-87f534100012']","['132133b4-5554-4500-9494-87f534100012', '8fa1d226-bf98-4c72-8961-7121546d4a11', '755a600e-d336-4f66-8771-52eed84faf02', '1a1c3419-9320-46a3-8b48-10e9514c3e7d', '5a652d01-49a0-4b52-a54c-51c21b53e0fe', '2d3d47a2-03c8-4642-84ec-a8f67c64868c', 'fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce']","[9.0, 2.75, 6.5, 4.0, 7.75, 5.25, 1.5]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['grey', 'grey', 'black', 'grey', 'grey', 'black', 'black']","['clashing', 'bouncing ', 'running', 'tagging', 'shoving ', 'pushing', 'charging']",children,not really,no
62,78,24078,63ed2136cc272b2aea4bc0dd,5,30,50,7,7,"['50919f52-6a9c-4824-b24f-2f1aebd58e1b', '215ead11-5650-429d-b541-0b107fbb996a', '48fe3ca9-b1df-491d-bef9-6d9c5edee227', '9ed3a785-369e-4eb1-b5ca-50d2602a44d4', '7c59d616-cf70-400a-8ebd-9b3cdfb854ec', '8aeee0c2-7419-4cbe-aa42-af10b66f80b4', '7d40f846-95bc-4c08-b7a1-b4a410852b77']","['7d40f846-95bc-4c08-b7a1-b4a410852b77', '8aeee0c2-7419-4cbe-aa42-af10b66f80b4', '215ead11-5650-429d-b541-0b107fbb996a', '48fe3ca9-b1df-491d-bef9-6d9c5edee227', '50919f52-6a9c-4824-b24f-2f1aebd58e1b', '7c59d616-cf70-400a-8ebd-9b3cdfb854ec', '9ed3a785-369e-4eb1-b5ca-50d2602a44d4']","[9.0, 7.75, 2.75, 4.0, 1.5, 6.5, 5.25]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'grey', 'black', 'black', 'grey']","['Playing chicken (running at each other to see who bails first)', 'Playing chicken (again?)', 'Playing mostly independantly', 'Something between chicken and self play', 'Playing independently near each other', 'Trying to avoid each other then chasing', 'Hide and seek']",children,No,All the animations were fundamentally the same but I felt like I needed to answer differently to appear to be attentive and engaged
63,79,24079,5f07601a8515d13515268f96,5,38,50,7,7,"['7e595f18-f375-4ca5-b922-61b8d693804d', '112b96b3-6518-4053-ad9f-ff77320acc23', '114b2369-dce5-4979-8319-c64c85175e6a', '8a889364-bfa4-42f7-8d4c-ee7478ea863c', 'd80f638e-7e4b-4e80-bc19-a4b764fd7614', '534a6ddb-dbec-42ac-b559-3f4cbdd66423', '87da47db-3d5c-48b2-b3f2-123123d766f0']","['7e595f18-f375-4ca5-b922-61b8d693804d', '8a889364-bfa4-42f7-8d4c-ee7478ea863c', 'd80f638e-7e4b-4e80-bc19-a4b764fd7614', '534a6ddb-dbec-42ac-b559-3f4cbdd66423', '114b2369-dce5-4979-8319-c64c85175e6a', '112b96b3-6518-4053-ad9f-ff77320acc23', '87da47db-3d5c-48b2-b3f2-123123d766f0']","[1.5, 5.25, 6.5, 7.75, 4.0, 2.75, 9.0]","[1.5, 2.75, 4.0, 5.25, 6.5, 7.75, 9.0]","['black', 'black', 'grey', 'black', 'grey', 'black', 'grey']","['Running around', 'Colliding ', 'Playing', 'Fighting', 'Playing ', 'Hugging', 'Play Fighting']",children,No,No
