,subID,stimset_rows,chargeSpeeds,responses,movie,trial_num
2,24056,1,7.75,arguing,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,2
5,24081,1,7.75,attacking each other,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,5
0,24015,9,7.75,they were bumping into each other and rebounding,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,0
6,24091,25,7.75,playing tag,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,6
6,24031,49,7.75,Dodging touches,5a652d01-49a0-4b52-a54c-51c21b53e0fe,6
4,24083,7,7.75,Walk around in a circle before rushing to a centre point once told to.,015f75aa-de90-4fdc-8657-d630f1963869,4
5,24059,7,7.75,"The dots drifted around slowing, then running together. They did this a couple of times. Perhaps passing something between them",015f75aa-de90-4fdc-8657-d630f1963869,5
5,24028,6,7.75,Both child were playing tag,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,5
1,24099,86,7.75,It seems they are colliding to each other? Or they are fighting?,8b590505-e40d-4ff8-802d-5430cc2802b6,1
0,24008,54,7.75,Running into each other,534a6ddb-dbec-42ac-b559-3f4cbdd66423,0
2,24033,56,7.75,The black dot kept going after the grey dot.,8845e64c-078b-4a3a-a732-1efe937de14a,2
4,24063,0,7.75,Fighting,8845e64c-078b-4a3a-a732-1efe937de14a,4
5,24038,20,7.75,push and pull,085d7298-e568-4752-a909-8eecf82e3ebc,5
3,24098,41,7.75,Swinging towards each other,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,3
5,24066,59,7.75,Charging to bump into each other.,085d7298-e568-4752-a909-8eecf82e3ebc,5
2,24040,23,7.75,Playing tag,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,2
4,24060,19,7.75,flirting,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,4
3,24088,21,7.75,Same game different speed,65eed33d-db39-4b87-b8a4-de20693d3821,3
4,24067,90,7.75,Swinging into each other,3dbdd697-e200-4003-92f8-47202577ad0a,4
1,24094,98,7.75,playing,7f445daf-d952-4bf3-b733-def683994895,1
4,24022,68,7.75,running,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,4
4,24096,33,7.75,"Looks like dueling, watching each other's moves",8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,4
1,24097,84,7.75,football,981d9d90-47c5-4443-a939-26060914c7e4,1
6,24047,9,7.75,Pretending to be bumper cars,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,6
3,24069,42,7.75,pushing another on a swing,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,3
2,24068,57,7.75,They are chasing each other.,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,2
0,24041,5,7.75,going on a swing,7f445daf-d952-4bf3-b733-def683994895,0
1,24014,75,7.75,Actively hit each other then took a step back ,65eed33d-db39-4b87-b8a4-de20693d3821,1
4,24032,62,7.75,walking around,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,4
4,24095,64,7.75,playing football,534a6ddb-dbec-42ac-b559-3f4cbdd66423,4
4,24000,22,9.0,Hit and run away.,a5228b86-ba0a-42f2-aa38-23b5369f0e56,4
1,24090,17,9.0,They separated slowly and collided with each other very quickly.,9f7e489f-4076-4332-b57e-13a42d4c75fd,1
2,24092,18,9.0,Running,132133b4-5554-4500-9494-87f534100012,2
0,24016,13,9.0,Fighting,6a57f963-5846-4eaa-a5d2-0e658499a4a9,0
3,24046,15,9.0,Fighting,3322caf5-0aeb-4230-89db-c56b23e94819,3
2,24039,16,9.0,running quickly towards each other ,8649b489-429a-4894-9c74-827e94f04566,2
3,24015,9,9.0,running towards each other,91327185-f59e-4ae7-a000-fd66526bab82,3
0,24014,75,9.0,Hit against one another ,132133b4-5554-4500-9494-87f534100012,0
0,24002,20,9.0,The dots are running into each other and colliding. ,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,0
2,24051,23,9.0,The dots collided with one another.,8649b489-429a-4894-9c74-827e94f04566,2
5,24042,12,9.0,dancing,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,5
0,24070,24,9.0,running and tagging themselves,132133b4-5554-4500-9494-87f534100012,0
0,24047,9,9.0,Swordfighting,91327185-f59e-4ae7-a000-fd66526bab82,0
0,24083,7,9.0,Moving around in a circle and then rushing to a centre point to touch or grab something first before the other did.,8e6be05b-c10c-43db-b062-a559f5033312,0
1,24088,21,9.0,Playing solo then coming together,16718611-6bca-4e79-8071-94d68c181ba1,1
6,24013,45,9.0,play fighting,91327185-f59e-4ae7-a000-fd66526bab82,6
2,24011,60,9.0,running and hugging,a5228b86-ba0a-42f2-aa38-23b5369f0e56,2
0,24071,22,9.0,At certain times they clashed,a5228b86-ba0a-42f2-aa38-23b5369f0e56,0
1,24004,88,9.0,colliding,91327185-f59e-4ae7-a000-fd66526bab82,1
0,24038,20,9.0,fighting,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,0
0,24067,90,9.0,Fighting,6a57f963-5846-4eaa-a5d2-0e658499a4a9,0
5,24032,62,9.0,seesaw,8e6be05b-c10c-43db-b062-a559f5033312,5
3,24060,19,9.0,fighting,a5228b86-ba0a-42f2-aa38-23b5369f0e56,3
1,24068,57,9.0,They are running and playing tag.,16718611-6bca-4e79-8071-94d68c181ba1,1
5,24069,42,9.0,playing flag football,2abe0875-f8ff-4373-aad8-bca142211a09,5
2,24073,35,9.0,fighting each other,6a57f963-5846-4eaa-a5d2-0e658499a4a9,2
3,24005,27,9.0,Wandering then coming together,2abe0875-f8ff-4373-aad8-bca142211a09,3
2,24059,7,9.0,The dots were moving slowly in small motions then quickly coming together. Like some sort of dance,8e6be05b-c10c-43db-b062-a559f5033312,2
5,24074,76,9.0,boxing,059f8cfb-52c8-47fd-8d26-b0fec58eafae,5
2,24031,49,9.0,Running for a while and touching each other afterwards,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,2
5,24075,46,9.0,crashing ,a5228b86-ba0a-42f2-aa38-23b5369f0e56,5
1,24076,36,9.0,bumping into each other ,059f8cfb-52c8-47fd-8d26-b0fec58eafae,1
4,24057,12,9.0,Running,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,4
0,24077,24,9.0,clashing,132133b4-5554-4500-9494-87f534100012,0
0,24078,30,9.0,Playing chicken (running at each other to see who bails first),7d40f846-95bc-4c08-b7a1-b4a410852b77,0
0,24012,87,9.0,tackling,16718611-6bca-4e79-8071-94d68c181ba1,0
6,24079,38,9.0,Play Fighting,87da47db-3d5c-48b2-b3f2-123123d766f0,6
3,24066,59,9.0,Running and charging each other.,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,3
5,24080,37,9.0,Perhaps playing a game,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,5
5,24063,0,9.0,Fighting or clashing over something,059f8cfb-52c8-47fd-8d26-b0fec58eafae,5
5,24093,10,9.0,They are having dispute,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,5
2,24043,95,9.0,swings,87da47db-3d5c-48b2-b3f2-123123d766f0,2
1,24037,65,9.0,body slamming,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,1
6,24044,43,9.0,play fight,059f8cfb-52c8-47fd-8d26-b0fec58eafae,6
2,24045,92,9.0,swinging,1be4605b-9f78-45d4-8eb0-87bdc69537e2,2
1,24003,85,9.0,playing tag,132133b4-5554-4500-9494-87f534100012,1
6,24048,67,9.0,soccer,1be4605b-9f78-45d4-8eb0-87bdc69537e2,6
1,24049,73,9.0,coming together repeatedely,7d40f846-95bc-4c08-b7a1-b4a410852b77,1
1,24036,54,9.0,Playing it,abb20336-74c4-448b-a5f7-252c765a55f4,1
3,24072,11,9.0,violently crashing,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,3
3,24052,82,9.0,playing,8649b489-429a-4894-9c74-827e94f04566,3
5,24053,77,9.0,Playing around in the park,2abe0875-f8ff-4373-aad8-bca142211a09,5
0,24055,66,9.0,Tackling each other,9f7e489f-4076-4332-b57e-13a42d4c75fd,0
4,24065,10,9.0,playing on equipment,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,4
0,24058,96,9.0,trying to find each other,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,0
2,24034,94,9.0,Colliding,2abe0875-f8ff-4373-aad8-bca142211a09,2
6,24061,89,9.0,Bouncing off each other ,8e6be05b-c10c-43db-b062-a559f5033312,6
4,24064,16,9.0,Basketball,8649b489-429a-4894-9c74-827e94f04566,4
3,24033,56,9.0,The grey dot seems to be going after the black dot.,6a57f963-5846-4eaa-a5d2-0e658499a4a9,3
0,24018,8,9.0,running away and coming together,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,0
3,24081,1,9.0,seem to be playing tag,2abe0875-f8ff-4373-aad8-bca142211a09,3
3,24082,93,9.0,Moving around and forcefully hitting,7d40f846-95bc-4c08-b7a1-b4a410852b77,3
5,24021,50,9.0,running around and bumping in to each other,1be4605b-9f78-45d4-8eb0-87bdc69537e2,5
1,24100,71,9.0,playing,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,1
3,24028,6,9.0,the kids were bumping into each other,9301277e-6b35-4aa7-bd52-4f56ae0f029b,3
6,24101,82,9.0,Jousting,8649b489-429a-4894-9c74-827e94f04566,6
4,24001,5,9.0,aggressively charging at each other,87da47db-3d5c-48b2-b3f2-123123d766f0,4
5,24025,3,9.0,The black dot was coming at the grey dot quickly,1be4605b-9f78-45d4-8eb0-87bdc69537e2,5
4,24007,13,9.0,hanging out,6a57f963-5846-4eaa-a5d2-0e658499a4a9,4
3,24009,8,9.0,hide and seek,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,3
1,24010,11,9.0,the dots were moving around and it themselves twice ,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,1
6,24019,14,9.0,"Black dot was faster, sort of seeking the white dot to initiate contact. ",16718611-6bca-4e79-8071-94d68c181ba1,6
0,24027,6,9.0,colliding into each other,9301277e-6b35-4aa7-bd52-4f56ae0f029b,0
1,24020,2,9.0,hide and go seek,7d40f846-95bc-4c08-b7a1-b4a410852b77,1
4,24008,54,9.0,Running around the park and then coming back to each other frequently,abb20336-74c4-448b-a5f7-252c765a55f4,4
0,24024,17,9.0,running towards each other,9f7e489f-4076-4332-b57e-13a42d4c75fd,0
3,24030,25,9.0,football?,abb20336-74c4-448b-a5f7-252c765a55f4,3
5,24017,31,9.0,the dots were running into each other when they got close,3322caf5-0aeb-4230-89db-c56b23e94819,5
5,24035,19,9.0,slowly moved then sped up to strike each other,a5228b86-ba0a-42f2-aa38-23b5369f0e56,5
6,24099,86,9.0,They are colliding to each other.,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,6
0,24056,1,9.0,chasing,2abe0875-f8ff-4373-aad8-bca142211a09,0
4,24098,41,9.0,Using the same playground equipment,7d40f846-95bc-4c08-b7a1-b4a410852b77,4
4,24040,23,9.0,chasing after something thrown for them,8649b489-429a-4894-9c74-827e94f04566,4
0,24029,4,9.0,moving around and meeting at a point,abb20336-74c4-448b-a5f7-252c765a55f4,0
6,24084,47,9.0,running into each other,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,6
3,24026,3,9.0,The dots were playing together,1be4605b-9f78-45d4-8eb0-87bdc69537e2,3
3,24085,32,9.0,scavenger hunt,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,3
0,24054,4,9.0,playing tag,abb20336-74c4-448b-a5f7-252c765a55f4,0
4,24086,69,9.0,Chasing,6a57f963-5846-4eaa-a5d2-0e658499a4a9,4
4,24050,14,9.0,aggressively running into each other,16718611-6bca-4e79-8071-94d68c181ba1,4
2,24087,39,9.0,touching,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,2
2,24006,52,9.0,running at each other,9f7e489f-4076-4332-b57e-13a42d4c75fd,2
0,24089,34,9.0,fighting,91327185-f59e-4ae7-a000-fd66526bab82,0
2,24091,25,9.0,kickball,abb20336-74c4-448b-a5f7-252c765a55f4,2
5,24041,5,9.0,fighting,87da47db-3d5c-48b2-b3f2-123123d766f0,5
3,24094,98,9.0,running around,abb20336-74c4-448b-a5f7-252c765a55f4,3
1,24095,64,9.0,playing football,8649b489-429a-4894-9c74-827e94f04566,1
0,24023,57,9.0,There were circling each other and then ran towards each other.,16718611-6bca-4e79-8071-94d68c181ba1,0
6,24022,68,9.0,playing pretend,abb20336-74c4-448b-a5f7-252c765a55f4,6
3,24096,33,9.0,"Running into each other, but it was as if they planned when to",9f7e489f-4076-4332-b57e-13a42d4c75fd,3
2,24097,84,9.0,wrestling,a5228b86-ba0a-42f2-aa38-23b5369f0e56,2
3,24062,63,9.0,they were circling around one another and occassionally meeting in middle,9301277e-6b35-4aa7-bd52-4f56ae0f029b,3
