,ParticipantID,1_AQ_qn0,1_AQ_qn1,1_AQ_qn2,1_AQ_qn3,1_AQ_qn4,1_AQ_qn5,1_AQ_qn6,1_AQ_qn7,1_AQ_qn8,1_AQ_qn9,2_AQ_qn10,2_AQ_qn11,2_AQ_qn12,2_AQ_qn13,2_AQ_qn14,2_AQ_qn15,2_AQ_qn16,2_AQ_qn17,2_AQ_qn18,2_AQ_qn19,3_AQ_qn20,3_AQ_qn21,3_AQ_qn22,3_AQ_qn23,3_AQ_qn24,3_AQ_qn25,3_AQ_qn26,3_AQ_qn27,3_AQ_qn28,3_AQ_qn29,4_AQ_qn30,4_AQ_qn31,4_AQ_qn32,4_AQ_qn33,4_AQ_qn34,4_AQ_qn35,4_AQ_qn36,4_AQ_qn37,4_AQ_qn38,4_AQ_qn39,5_AQ_qn40,5_AQ_qn41,5_AQ_qn42,5_AQ_qn43,5_AQ_qn44,5_AQ_qn45,5_AQ_qn46,5_AQ_qn47,5_AQ_qn48,5_AQ_qn49,5_AQ_qn50,social skill,attention switching,imagination,attention to detail,communication,social_skill_nanMean,attn_switch_nanMean,img_nanMean,attn_to_det_nanMean,comm_nanMean,social_skill_numMissResp,attn_switch_numMissResp,img_numMissResp,attn_to_det_numMissResp,comm_numMissResp,social_skill_reweigh,attn_switch_reweigh,img_reweigh,attn_to_det_reweigh,comm_reweigh,Total_numMissResp
100,30150,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,20.0,21.0,9.0,11.0,3.0,2.0,2.1,0.9,1.1,0.3,0,0,0,0,0,20.0,21.0,9.0,11.0,3.0,0
101,30151,3.0,2.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,3.0,23.0,26.0,12.0,10.0,18.0,2.3,2.6,1.2,1.0,1.8,0,0,0,0,0,23.0,26.0,12.0,10.0,18.0,0
102,30152,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,8.0,12.0,9.0,21.0,9.0,0.8,1.2,0.9,2.1,0.9,0,0,0,0,0,8.0,12.0,9.0,21.0,9.0,0
103,30153,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,11.0,14.0,13.0,14.0,12.0,1.1,1.5555555555555556,1.3,1.4,1.3333333333333333,0,1,0,0,1,11.0,15.555555555555555,13.0,14.0,13.333333333333334,2
106,30156,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,9.0,17.0,12.0,22.0,10.0,0.9,1.7,1.2,2.2,1.0,0,0,0,0,0,9.0,17.0,12.0,22.0,10.0,0
107,30157,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,6.0,11.0,9.0,21.0,5.0,0.6,1.1,0.9,2.1,0.5,0,0,0,0,0,6.0,11.0,9.0,21.0,5.0,0
108,30158,2.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,15.0,22.0,15.0,20.0,15.0,1.5,2.2,1.5,2.0,1.5,0,0,0,0,0,15.0,22.0,15.0,20.0,15.0,0
110,30160,2.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,12.0,22.0,11.0,18.0,9.0,1.2,2.2,1.1,1.8,0.9,0,0,0,0,0,12.0,22.0,11.0,18.0,9.0,0
111,30161,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,14.0,9.0,11.0,17.0,3.0,1.4,0.9,1.1,1.7,0.3,0,0,0,0,0,14.0,9.0,11.0,17.0,3.0,0
112,30162,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,16.0,17.0,7.0,4.0,4.0,1.6,1.7,0.7,0.4,0.4,0,0,0,0,0,16.0,17.0,7.0,4.0,4.0,0
113,30163,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,18.0,17.0,17.0,22.0,17.0,1.8,1.7,1.7,2.2,1.7,0,0,0,0,0,18.0,17.0,17.0,22.0,17.0,0
114,30164,3.0,2.0,3.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,21.0,12.0,21.0,23.0,11.0,2.1,1.2,2.1,2.3,1.1,0,0,0,0,0,21.0,12.0,21.0,23.0,11.0,0
115,30165,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,21.0,20.0,12.0,16.0,10.0,2.1,2.0,1.2,1.6,1.0,0,0,0,0,0,21.0,20.0,12.0,16.0,10.0,0
116,30166,1.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,9.0,11.0,9.0,14.0,8.0,0.9,1.1,0.9,1.4,0.8,0,0,0,0,0,9.0,11.0,9.0,14.0,8.0,0
119,30169,3.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,24.0,18.0,10.0,17.0,15.0,2.4,1.8,1.0,1.7,1.5,0,0,0,0,0,24.0,18.0,10.0,17.0,15.0,0
120,30170,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,12.0,15.0,10.0,17.0,9.0,1.2,1.5,1.0,1.7,0.9,0,0,0,0,0,12.0,15.0,10.0,17.0,9.0,0
121,30171,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,11.0,15.0,14.0,20.0,15.0,1.1,1.6666666666666667,1.4,2.0,1.5,0,1,0,0,0,11.0,16.666666666666668,14.0,20.0,15.0,1
122,30172,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,4.0,10.0,13.0,3.0,0.6,0.4,1.0,1.3,0.3,0,0,0,0,0,6.0,4.0,10.0,13.0,3.0,0
123,30173,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,17.0,15.0,13.0,18.0,13.0,1.7,1.5,1.3,1.8,1.3,0,0,0,0,0,17.0,15.0,13.0,18.0,13.0,0
124,30174,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,11.0,11.0,10.0,17.0,3.0,1.1,1.1,1.0,1.7,0.3,0,0,0,0,0,11.0,11.0,10.0,17.0,3.0,0
126,30176,3.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,11.0,11.0,16.0,20.0,8.0,1.1,1.1,1.6,2.0,0.8,0,0,0,0,0,11.0,11.0,16.0,20.0,8.0,0
127,30177,2.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,12.0,10.0,19.0,7.0,0.7,1.2,1.0,1.9,0.7,0,0,0,0,0,7.0,12.0,10.0,19.0,7.0,0
128,30178,3.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,25.0,25.0,22.0,22.0,21.0,2.5,2.5,2.2,2.2,2.1,0,0,0,0,0,25.0,25.0,22.0,22.0,21.0,0
129,30179,1.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,13.0,4.0,18.0,4.0,0.1,1.3,0.4,1.8,0.4,0,0,0,0,0,1.0,13.0,4.0,18.0,4.0,0
130,30180,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,6.0,17.0,7.0,12.0,8.0,0.6,1.7,0.7,1.2,0.8,0,0,0,0,0,6.0,17.0,7.0,12.0,8.0,0
131,30181,1.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,12.0,20.0,8.0,18.0,13.0,1.2,2.0,0.8,1.8,1.3,0,0,0,0,0,12.0,20.0,8.0,18.0,13.0,0
133,30183,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,21.0,20.0,15.0,16.0,14.0,2.1,2.0,1.5,1.6,1.4,0,0,0,0,0,21.0,20.0,15.0,16.0,14.0,0
134,30184,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,12.0,0.0,0.4,0.4,0.2,1.2,0.0,0,0,0,0,0,4.0,4.0,2.0,12.0,0.0,0
137,30187,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,10.0,10.0,8.0,14.0,7.0,1.0,1.0,0.8,1.4,0.7,0,0,0,0,0,10.0,10.0,8.0,14.0,7.0,0
138,30188,1.0,2.0,,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,14.0,9.0,8.0,13.0,14.0,1.4,0.9,0.8888888888888888,1.3,1.4,0,0,1,0,0,14.0,9.0,8.88888888888889,13.0,14.0,1
139,30189,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,11.0,15.0,11.0,21.0,10.0,1.1,1.5,1.1,2.1,1.0,0,0,0,0,0,11.0,15.0,11.0,21.0,10.0,0
140,30190,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,16.0,16.0,6.0,12.0,13.0,1.6,1.6,0.6,1.2,1.3,0,0,0,0,0,16.0,16.0,6.0,12.0,13.0,0
142,30192,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,19.0,16.0,9.0,10.0,12.0,1.9,1.6,0.9,1.0,1.2,0,0,0,0,0,19.0,16.0,9.0,10.0,12.0,0
143,30193,3.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,25.0,23.0,14.0,12.0,18.0,2.5,2.3,1.4,1.2,1.8,0,0,0,0,0,25.0,23.0,14.0,12.0,18.0,0
144,30194,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,8.0,14.0,5.0,18.0,5.0,0.8,1.4,0.5,1.8,0.5,0,0,0,0,0,8.0,14.0,5.0,18.0,5.0,0
145,30195,3.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0,3.0,0.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,17.0,15.0,13.0,16.0,18.0,1.7,1.5,1.3,1.6,1.8,0,0,0,0,0,17.0,15.0,13.0,16.0,18.0,0
147,30197,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,3.0,23.0,13.0,11.0,9.0,10.0,2.3,1.3,1.1,0.9,1.0,0,0,0,0,0,23.0,13.0,11.0,9.0,10.0,0
149,30199,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,8.0,17.0,9.0,15.0,11.0,0.8,1.7,0.9,1.5,1.1,0,0,0,0,0,8.0,17.0,9.0,15.0,11.0,0
151,30201,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,11.0,2.0,20.0,3.0,0.5,1.1,0.2,2.0,0.3,0,0,0,0,0,5.0,11.0,2.0,20.0,3.0,0
152,30202,1.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,7.0,8.0,8.0,19.0,10.0,0.7,0.8,0.8,1.9,1.0,0,0,0,0,0,7.0,8.0,8.0,19.0,10.0,0
154,30204,1.0,3.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,10.0,17.0,13.0,16.0,15.0,1.0,1.7,1.3,1.6,1.5,0,0,0,0,0,10.0,17.0,13.0,16.0,15.0,0
155,30205,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,7.0,12.0,6.0,16.0,0.0,0.7,1.2,0.6,1.6,0.0,0,0,0,0,0,7.0,12.0,6.0,16.0,0.0,0
156,30206,2.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,6.0,16.0,8.0,20.0,1.0,0.6,1.6,0.8,2.0,0.1,0,0,0,0,0,6.0,16.0,8.0,20.0,1.0,0
157,30207,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,3.0,2.0,11.0,15.0,14.0,16.0,10.0,1.1,1.5,1.4,1.6,1.0,0,0,0,0,0,11.0,15.0,14.0,16.0,10.0,0
158,30208,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,11.0,11.0,18.0,16.0,13.0,1.1,1.2222222222222223,1.8,1.6,1.3,0,1,0,0,0,11.0,12.222222222222221,18.0,16.0,13.0,1
159,30209,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,21.0,15.0,11.0,13.0,18.0,2.1,1.5,1.1,1.3,1.8,0,0,0,0,0,21.0,15.0,11.0,13.0,18.0,0
160,30210,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,8.0,2.0,9.0,0.0,0.2,0.8,0.2,0.9,0.0,0,0,0,0,0,2.0,8.0,2.0,9.0,0.0,0
