,subID,stimset_rows,chargeSpeeds,stim_dur,responses,RT,movie,trial_num
15,26261,4,1.5,7933,0.0,1.97,b3a507ff-2289-4ad3-8922-1a3d0532e154,15
26,26261,4,1.5,8007,0.0,1.62,e838dadb-c02f-4273-ae93-210720dcd06c,26
32,26261,4,1.5,7944,,,9d425f58-501f-43f3-955e-05126bd09bb5,32
44,26261,4,1.5,7940,0.0,1.91,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,44
56,26261,4,1.5,7966,0.0,1.99,1f6c6525-a740-48c2-8dfc-9c4fb520c630,56
62,26261,4,1.5,8025,0.0,1.86,0e704828-9ccd-480e-8056-3a2a8158df0f,62
68,26261,4,1.5,7934,0.0,2.0,15dfbaca-4429-4c18-90f4-8d4804129e6f,68
10,26261,4,2.75,7990,0.0,1.86,4a2adf87-0f15-4bc0-9837-899addfb179c,10
16,26261,4,2.75,7971,2.0,2.34,94eac034-9d70-40c0-89d4-d9a030a03d26,16
18,26261,4,2.75,8010,0.0,2.75,215ead11-5650-429d-b541-0b107fbb996a,18
40,26261,4,2.75,7941,0.0,1.9,32110051-52cf-4952-a6e5-4c5fe75760b7,40
45,26261,4,2.75,7964,0.0,1.96,8fa1d226-bf98-4c72-8961-7121546d4a11,45
51,26261,4,2.75,7983,0.0,1.87,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,51
54,26261,4,2.75,7958,0.0,2.06,8dc79a0d-b826-4ac2-8483-04346b06960d,54
57,26261,4,2.75,7990,0.0,2.23,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,57
58,26261,4,2.75,7980,0.0,2.09,3fd185a3-34a1-4f1a-9d01-aee3deee3988,58
63,26261,4,2.75,7989,0.0,1.92,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,63
3,26261,4,4.0,7973,18.0,2.26,83dec58f-0765-4ddc-b785-670d8025c467,3
20,26261,4,4.0,7983,0.0,1.75,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,20
30,26261,4,4.0,7984,0.0,1.62,9f53cd68-f278-45d6-806a-74eeef55bbcc,30
34,26261,4,4.0,8004,0.0,1.49,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,34
36,26261,4,4.0,8001,0.0,2.08,48fe3ca9-b1df-491d-bef9-6d9c5edee227,36
46,26261,4,4.0,7998,0.0,1.76,68382d9c-6cc5-4669-84bf-c8058e3c1472,46
47,26261,4,4.0,7944,0.0,2.0,1a1c3419-9320-46a3-8b48-10e9514c3e7d,47
48,26261,4,4.0,7984,0.0,1.66,fb491605-8f46-43ab-ba62-bfd86d95e4d6,48
65,26261,4,4.0,7947,1.0,2.24,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,65
67,26261,4,4.0,8004,0.0,1.93,114b2369-dce5-4979-8319-c64c85175e6a,67
8,26261,4,5.25,7825,23.0,2.02,46786fd0-ca59-4ffa-a772-fe489fdbd94c,8
12,26261,4,5.25,7983,15.0,2.01,4cf04acf-6776-453a-a811-1c5e51c2ece4,12
28,26261,4,5.25,7964,10.0,1.65,35ae5b09-f580-4922-91bd-f22c23175a47,28
33,26261,4,5.25,8054,13.0,1.82,27f4d7f8-d998-48b2-a3e4-f885f21c713d,33
37,26261,4,5.25,7976,0.0,2.28,8a889364-bfa4-42f7-8d4c-ee7478ea863c,37
41,26261,4,5.25,7979,0.0,1.68,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,41
42,26261,4,5.25,7956,0.0,1.67,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,42
60,26261,4,5.25,7978,13.0,1.95,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,60
61,26261,4,5.25,8007,16.0,1.6,124d9b3a-acac-4627-93e0-f05b493598f3,61
69,26261,4,5.25,7966,0.0,2.04,8e0deaa9-1ac5-4e69-817a-3204f157f360,69
1,26261,4,6.5,7982,13.0,2.53,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,1
9,26261,4,6.5,7918,6.0,2.2,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,9
17,26261,4,6.5,7987,17.0,2.22,93e661c0-3f68-4205-9141-04164911b7e4,17
21,26261,4,6.5,7873,14.0,2.32,1827c058-6388-491a-b84c-d4d6c512039e,21
24,26261,4,6.5,7956,13.0,1.84,2c174300-1111-477c-b605-e34e6031cd26,24
25,26261,4,6.5,7987,0.0,1.52,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,25
27,26261,4,6.5,7985,0.0,2.42,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,27
31,26261,4,6.5,7923,0.0,1.96,e3160d16-fe5e-4987-918b-0921ab937804,31
39,26261,4,6.5,7982,5.0,2.13,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,39
43,26261,4,6.5,7884,1.0,2.05,e2c787c5-5358-4a21-bb35-c422b37ef982,43
2,26261,4,7.75,7783,10.0,2.27,65eed33d-db39-4b87-b8a4-de20693d3821,2
7,26261,4,7.75,7972,25.0,1.72,015f75aa-de90-4fdc-8657-d630f1963869,7
11,26261,4,7.75,7889,19.0,2.12,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,11
19,26261,4,7.75,7987,17.0,1.79,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,19
22,26261,4,7.75,7815,25.0,2.0,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,22
23,26261,4,7.75,7853,25.0,1.97,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,23
35,26261,4,7.75,7934,14.0,2.79,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,35
53,26261,4,7.75,7268,24.0,1.98,981d9d90-47c5-4443-a939-26060914c7e4,53
55,26261,4,7.75,7974,31.0,2.09,5a652d01-49a0-4b52-a54c-51c21b53e0fe,55
59,26261,4,7.75,7902,29.0,1.58,8845e64c-078b-4a3a-a732-1efe937de14a,59
0,26261,4,9.0,8058,13.0,2.9,8649b489-429a-4894-9c74-827e94f04566,0
4,26261,4,9.0,7997,6.0,2.55,9301277e-6b35-4aa7-bd52-4f56ae0f029b,4
14,26261,4,9.0,7989,21.0,1.96,7d40f846-95bc-4c08-b7a1-b4a410852b77,14
29,26261,4,9.0,7883,16.0,1.76,132133b4-5554-4500-9494-87f534100012,29
38,26261,4,9.0,7986,28.0,2.12,16718611-6bca-4e79-8071-94d68c181ba1,38
49,26261,4,9.0,7991,16.0,2.61,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,49
50,26261,4,9.0,7951,26.0,1.77,059f8cfb-52c8-47fd-8d26-b0fec58eafae,50
52,26261,4,9.0,7823,16.0,2.0,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,52
64,26261,4,9.0,8011,37.0,1.85,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,64
66,26261,4,9.0,7946,13.0,1.79,1be4605b-9f78-45d4-8eb0-87bdc69537e2,66
9,26262,460,1.5,8059,1,3.03,15dfbaca-4429-4c18-90f4-8d4804129e6f,9
13,26262,460,1.5,8168,17,3.42,38ad4b16-44e2-4e52-8d02-b23eca73a48d,13
17,26262,460,1.5,8070,17,2.53,0e704828-9ccd-480e-8056-3a2a8158df0f,17
36,26262,460,1.5,8049,6,2.1,e4bc0778-6eb7-4065-bf77-a9b6e293735f,36
41,26262,460,1.5,7999,7,2.93,b3a507ff-2289-4ad3-8922-1a3d0532e154,41
48,26262,460,1.5,8031,9,2.76,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,48
50,26262,460,1.5,7985,0,1.9,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,50
57,26262,460,1.5,8054,19,1.97,8ed7c0fc-1490-4e35-a000-7f7357a0772a,57
62,26262,460,1.5,7973,13,2.72,1b1159fc-de2b-4ae5-a736-d98d8524a366,62
63,26262,460,1.5,8067,1,2.48,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,63
0,26262,460,2.75,8154,22,3.82,8dc79a0d-b826-4ac2-8483-04346b06960d,0
11,26262,460,2.75,8074,27,2.95,88ff8e25-5b4f-453c-add2-298ef66c683c,11
12,26262,460,2.75,8022,18,3.46,112b96b3-6518-4053-ad9f-ff77320acc23,12
16,26262,460,2.75,8096,27,2.99,3fd185a3-34a1-4f1a-9d01-aee3deee3988,16
22,26262,460,2.75,7959,21,2.53,59df47e5-696a-407f-aa33-94dab9b3e492,22
25,26262,460,2.75,8046,25,3.68,c49bbdbd-6e52-4da5-887c-72db9cec7d93,25
35,26262,460,2.75,8011,6,2.61,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,35
43,26262,460,2.75,8036,16,2.59,c496efe1-6c3e-480d-856f-af132dbe7048,43
54,26262,460,2.75,8029,21,1.78,94eac034-9d70-40c0-89d4-d9a030a03d26,54
60,26262,460,2.75,8160,4,1.87,42a6675b-868f-488d-a671-17a04c97ab01,60
3,26262,460,4.0,8002,48,3.24,1f7aa6f4-6516-4b90-8eeb-142b1437644b,3
7,26262,460,4.0,8098,47,4.72,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,7
8,26262,460,4.0,8100,44,2.9,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,8
10,26262,460,4.0,8146,45,3.49,114b2369-dce5-4979-8319-c64c85175e6a,10
18,26262,460,4.0,8096,47,2.19,9f53cd68-f278-45d6-806a-74eeef55bbcc,18
21,26262,460,4.0,8111,40,1.72,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,21
26,26262,460,4.0,8016,22,3.04,70326c05-1133-4c5d-8a4c-3e71e0da8479,26
34,26262,460,4.0,8053,31,2.07,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,34
45,26262,460,4.0,8075,17,4.41,50781782-fbf2-4226-a593-5173be906638,45
61,26262,460,4.0,8052,13,1.7,83dec58f-0765-4ddc-b785-670d8025c467,61
20,26262,460,5.25,8013,48,2.0,5f5a825b-b433-4986-b5d6-5239eb407d32,20
23,26262,460,5.25,8014,55,2.19,8e0deaa9-1ac5-4e69-817a-3204f157f360,23
30,26262,460,5.25,8040,46,2.04,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,30
31,26262,460,5.25,7888,35,2.82,46786fd0-ca59-4ffa-a772-fe489fdbd94c,31
38,26262,460,5.25,8135,48,2.86,8b72023d-88b1-4615-b871-cac794edf1d9,38
40,26262,460,5.25,7998,52,2.72,39d4c0f1-9195-4761-98c6-457bad8a2291,40
46,26262,460,5.25,8128,18,2.82,124d9b3a-acac-4627-93e0-f05b493598f3,46
51,26262,460,5.25,8021,52,2.59,8a889364-bfa4-42f7-8d4c-ee7478ea863c,51
64,26262,460,5.25,7964,52,2.84,86e934a2-75ef-4084-a167-ce0ca737532d,64
68,26262,460,5.25,8109,25,1.84,4cf04acf-6776-453a-a811-1c5e51c2ece4,68
4,26262,460,6.5,7920,52,3.86,e2c787c5-5358-4a21-bb35-c422b37ef982,4
6,26262,460,6.5,8092,57,3.2,93e661c0-3f68-4205-9141-04164911b7e4,6
19,26262,460,6.5,7986,57,2.28,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,19
27,26262,460,6.5,8124,53,2.62,187f8493-9a30-43cc-a2bd-5d96f6d2263d,27
33,26262,460,6.5,7971,44,3.12,d80f638e-7e4b-4e80-bc19-a4b764fd7614,33
37,26262,460,6.5,7975,67,2.79,e3160d16-fe5e-4987-918b-0921ab937804,37
39,26262,460,6.5,8019,46,2.12,5456278f-d454-4194-af69-2784112cffb9,39
44,26262,460,6.5,8032,48,3.07,d98f2d5f-eb3b-4ebd-b714-878343382f2a,44
47,26262,460,6.5,7997,48,2.61,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,47
49,26262,460,6.5,8090,59,2.03,debe6245-13a4-4a31-b28a-e7b25ce8fa93,49
1,26262,460,7.75,7968,72,3.28,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,1
2,26262,460,7.75,8052,69,2.79,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,2
5,26262,460,7.75,8035,53,3.83,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,5
15,26262,460,7.75,7941,69,3.16,7f445daf-d952-4bf3-b733-def683994895,15
29,26262,460,7.75,8003,65,1.91,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,29
32,26262,460,7.75,7972,60,1.71,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,32
52,26262,460,7.75,7897,65,1.76,534a6ddb-dbec-42ac-b559-3f4cbdd66423,52
58,26262,460,7.75,7309,55,2.78,981d9d90-47c5-4443-a939-26060914c7e4,58
59,26262,460,7.75,8036,55,2.97,09060d5d-c3e1-451b-a3b5-4b2b567660ff,59
69,26262,460,7.75,7861,51,2.06,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,69
14,26262,460,9.0,8046,86,2.46,059f8cfb-52c8-47fd-8d26-b0fec58eafae,14
24,26262,460,9.0,8031,79,1.58,5b2465b2-47b6-4cc7-b06f-c362ff7454f8,24
28,26262,460,9.0,7592,58,2.39,8e6be05b-c10c-43db-b062-a559f5033312,28
42,26262,460,9.0,8016,63,2.4,abb20336-74c4-448b-a5f7-252c765a55f4,42
53,26262,460,9.0,7868,74,1.98,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,53
55,26262,460,9.0,8016,77,1.92,6a57f963-5846-4eaa-a5d2-0e658499a4a9,55
56,26262,460,9.0,7989,80,1.72,9f7e489f-4076-4332-b57e-13a42d4c75fd,56
65,26262,460,9.0,8131,70,2.21,8649b489-429a-4894-9c74-827e94f04566,65
66,26262,460,9.0,8016,84,1.94,7d40f846-95bc-4c08-b7a1-b4a410852b77,66
67,26262,460,9.0,7941,89,3.27,132133b4-5554-4500-9494-87f534100012,67
4,26263,444,1.5,8526,0,3.17,9d425f58-501f-43f3-955e-05126bd09bb5,4
16,26263,444,1.5,8634,0,2.22,38ad4b16-44e2-4e52-8d02-b23eca73a48d,16
25,26263,444,1.5,8576,0,3.06,b3a507ff-2289-4ad3-8922-1a3d0532e154,25
30,26263,444,1.5,8574,10,4.73,50919f52-6a9c-4824-b24f-2f1aebd58e1b,30
35,26263,444,1.5,8628,0,2.25,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,35
40,26263,444,1.5,8585,25,2.04,e4bc0778-6eb7-4065-bf77-a9b6e293735f,40
42,26263,444,1.5,8515,17,2.35,1b1159fc-de2b-4ae5-a736-d98d8524a366,42
45,26263,444,1.5,8564,0,2.67,8ed7c0fc-1490-4e35-a000-7f7357a0772a,45
53,26263,444,1.5,8612,2,3.45,7e595f18-f375-4ca5-b922-61b8d693804d,53
60,26263,444,1.5,8674,0,2.46,e838dadb-c02f-4273-ae93-210720dcd06c,60
10,26263,444,2.75,8608,12,2.56,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,10
12,26263,444,2.75,8584,6,2.44,32110051-52cf-4952-a6e5-4c5fe75760b7,12
14,26263,444,2.75,8511,11,3.48,42a6675b-868f-488d-a671-17a04c97ab01,14
38,26263,444,2.75,8568,0,2.46,8dc79a0d-b826-4ac2-8483-04346b06960d,38
51,26263,444,2.75,8495,16,2.13,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,51
52,26263,444,2.75,8561,0,3.19,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,52
57,26263,444,2.75,8448,28,2.59,59df47e5-696a-407f-aa33-94dab9b3e492,57
62,26263,444,2.75,8536,14,4.42,3fd185a3-34a1-4f1a-9d01-aee3deee3988,62
67,26263,444,2.75,8594,7,2.64,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,67
68,26263,444,2.75,8648,1,2.92,215ead11-5650-429d-b541-0b107fbb996a,68
8,26263,444,4.0,8591,8,2.54,1d41f125-7386-42b4-8250-f6c540c627a8,8
15,26263,444,4.0,8530,8,3.44,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,15
23,26263,444,4.0,8650,27,3.55,fb491605-8f46-43ab-ba62-bfd86d95e4d6,23
29,26263,444,4.0,8534,19,2.56,9f53cd68-f278-45d6-806a-74eeef55bbcc,29
31,26263,444,4.0,8584,15,2.34,48fe3ca9-b1df-491d-bef9-6d9c5edee227,31
33,26263,444,4.0,8533,25,2.32,1a1c3419-9320-46a3-8b48-10e9514c3e7d,33
41,26263,444,4.0,8542,43,1.84,1f7aa6f4-6516-4b90-8eeb-142b1437644b,41
47,26263,444,4.0,8472,33,3.64,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,47
50,26263,444,4.0,8599,32,3.53,50781782-fbf2-4226-a593-5173be906638,50
63,26263,444,4.0,8623,1,3.13,68382d9c-6cc5-4669-84bf-c8058e3c1472,63
0,26263,444,5.25,8540,18,4.15,0a4312a1-7156-4c68-9698-0f1495558bee,0
5,26263,444,5.25,8628,29,2.36,2ef99e5f-bc49-429b-b086-41ed4571b58a,5
6,26263,444,5.25,8502,26,2.38,86e934a2-75ef-4084-a167-ce0ca737532d,6
9,26263,444,5.25,8326,6,3.3,46786fd0-ca59-4ffa-a772-fe489fdbd94c,9
21,26263,444,5.25,8483,21,3.03,4cf04acf-6776-453a-a811-1c5e51c2ece4,21
22,26263,444,5.25,8627,45,2.92,124d9b3a-acac-4627-93e0-f05b493598f3,22
26,26263,444,5.25,8594,6,2.35,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,26
37,26263,444,5.25,8580,37,2.29,27f4d7f8-d998-48b2-a3e4-f885f21c713d,37
55,26263,444,5.25,8583,95,1.84,39d4c0f1-9195-4761-98c6-457bad8a2291,55
65,26263,444,5.25,8593,16,2.1,8b72023d-88b1-4615-b871-cac794edf1d9,65
1,26263,444,6.5,8542,36,3.4,e3160d16-fe5e-4987-918b-0921ab937804,1
3,26263,444,6.5,8566,18,2.41,13e24563-ab7e-41df-adf6-e8e88b4d9e08,3
13,26263,444,6.5,8527,81,2.74,debe6245-13a4-4a31-b28a-e7b25ce8fa93,13
20,26263,444,6.5,8575,57,2.46,e2c787c5-5358-4a21-bb35-c422b37ef982,20
27,26263,444,6.5,8551,17,2.36,d98f2d5f-eb3b-4ebd-b714-878343382f2a,27
48,26263,444,6.5,8464,24,4.01,1827c058-6388-491a-b84c-d4d6c512039e,48
49,26263,444,6.5,8607,15,3.4,755a600e-d336-4f66-8771-52eed84faf02,49
61,26263,444,6.5,8582,88,2.33,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,61
64,26263,444,6.5,8530,44,2.23,d80f638e-7e4b-4e80-bc19-a4b764fd7614,64
66,26263,444,6.5,8547,68,1.88,40860eea-1c44-4896-96b1-ee2d42a6c522,66
7,26263,444,7.75,8451,16,3.2,8b590505-e40d-4ff8-802d-5430cc2802b6,7
11,26263,444,7.75,8520,70,3.44,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,11
17,26263,444,7.75,8547,85,2.4,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,17
19,26263,444,7.75,8600,88,3.28,09060d5d-c3e1-451b-a3b5-4b2b567660ff,19
24,26263,444,7.75,8450,34,2.74,534a6ddb-dbec-42ac-b559-3f4cbdd66423,24
39,26263,444,7.75,8542,100,2.83,015f75aa-de90-4fdc-8657-d630f1963869,39
44,26263,444,7.75,8436,34,2.8,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,44
56,26263,444,7.75,8602,100,3.35,3dbdd697-e200-4003-92f8-47202577ad0a,56
59,26263,444,7.75,8375,33,2.7,65eed33d-db39-4b87-b8a4-de20693d3821,59
69,26263,444,7.75,8613,61,2.02,5a652d01-49a0-4b52-a54c-51c21b53e0fe,69
2,26263,444,9.0,8545,34,2.55,3322caf5-0aeb-4230-89db-c56b23e94819,2
18,26263,444,9.0,8610,100,2.35,2abe0875-f8ff-4373-aad8-bca142211a09,18
28,26263,444,9.0,8621,31,2.12,8649b489-429a-4894-9c74-827e94f04566,28
32,26263,444,9.0,8567,57,1.97,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,32
34,26263,444,9.0,8532,35,2.96,abb20336-74c4-448b-a5f7-252c765a55f4,34
36,26263,444,9.0,8470,34,2.9,91327185-f59e-4ae7-a000-fd66526bab82,36
43,26263,444,9.0,8542,100,2.63,9f7e489f-4076-4332-b57e-13a42d4c75fd,43
46,26263,444,9.0,8635,75,2.52,a5228b86-ba0a-42f2-aa38-23b5369f0e56,46
54,26263,444,9.0,12776,9,2.82,1be4605b-9f78-45d4-8eb0-87bdc69537e2,54
58,26263,444,9.0,8621,35,5.37,6a57f963-5846-4eaa-a5d2-0e658499a4a9,58
1,26264,260,1.5,8052,42,2.32,50919f52-6a9c-4824-b24f-2f1aebd58e1b,1
10,26264,260,1.5,8002,44,4.26,95aaf072-b6be-4da4-9857-deaf20ab49f2,10
16,26264,260,1.5,8069,72,5.76,8ed7c0fc-1490-4e35-a000-7f7357a0772a,16
17,26264,260,1.5,7987,19,1.9,1b1159fc-de2b-4ae5-a736-d98d8524a366,17
35,26264,260,1.5,8053,12,2.51,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,35
55,26264,260,1.5,7952,16,3.07,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,55
62,26264,260,1.5,8020,6,2.64,38ad4b16-44e2-4e52-8d02-b23eca73a48d,62
63,26264,260,1.5,7953,7,3.56,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,63
68,26264,260,1.5,7985,23,3.3,15dfbaca-4429-4c18-90f4-8d4804129e6f,68
69,26264,260,1.5,8032,9,6.76,1a8cf3c1-690b-449c-bb36-fd3b251837c1,69
19,26264,260,2.75,8017,24,4.91,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,19
23,26264,260,2.75,7997,75,3.22,59df47e5-696a-407f-aa33-94dab9b3e492,23
26,26264,260,2.75,8000,18,2.46,3fd185a3-34a1-4f1a-9d01-aee3deee3988,26
37,26264,260,2.75,8052,19,2.77,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,37
46,26264,260,2.75,8053,16,2.87,4a2adf87-0f15-4bc0-9837-899addfb179c,46
47,26264,260,2.75,8035,7,2.74,42a6675b-868f-488d-a671-17a04c97ab01,47
52,26264,260,2.75,8051,20,2.99,88ff8e25-5b4f-453c-add2-298ef66c683c,52
54,26264,260,2.75,8003,11,2.76,c49bbdbd-6e52-4da5-887c-72db9cec7d93,54
56,26264,260,2.75,7969,5,2.46,32110051-52cf-4952-a6e5-4c5fe75760b7,56
66,26264,260,2.75,8037,33,3.11,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,66
12,26264,260,4.0,8037,43,3.47,1d41f125-7386-42b4-8250-f6c540c627a8,12
13,26264,260,4.0,8037,32,2.17,fb491605-8f46-43ab-ba62-bfd86d95e4d6,13
15,26264,260,4.0,8003,55,4.17,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,15
18,26264,260,4.0,7986,42,4.07,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,18
28,26264,260,4.0,8036,33,2.67,9f53cd68-f278-45d6-806a-74eeef55bbcc,28
29,26264,260,4.0,7971,57,2.42,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,29
32,26264,260,4.0,8036,37,2.61,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,32
40,26264,260,4.0,8035,32,2.21,50781782-fbf2-4226-a593-5173be906638,40
61,26264,260,4.0,7985,36,2.96,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,61
65,26264,260,4.0,8019,68,5.47,1f7aa6f4-6516-4b90-8eeb-142b1437644b,65
8,26264,260,5.25,7987,42,2.44,8e0deaa9-1ac5-4e69-817a-3204f157f360,8
11,26264,260,5.25,7950,17,5.47,39d4c0f1-9195-4761-98c6-457bad8a2291,11
25,26264,260,5.25,7971,41,2.64,2d3d47a2-03c8-4642-84ec-a8f67c64868c,25
36,26264,260,5.25,8037,20,3.72,8a889364-bfa4-42f7-8d4c-ee7478ea863c,36
38,26264,260,5.25,8034,37,2.19,2ef99e5f-bc49-429b-b086-41ed4571b58a,38
42,26264,260,5.25,7988,62,1.82,5f5a825b-b433-4986-b5d6-5239eb407d32,42
43,26264,260,5.25,8020,41,5.64,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,43
49,26264,260,5.25,8019,70,2.27,35ae5b09-f580-4922-91bd-f22c23175a47,49
58,26264,260,5.25,7852,38,2.97,46786fd0-ca59-4ffa-a772-fe489fdbd94c,58
64,26264,260,5.25,7934,92,5.97,0a4312a1-7156-4c68-9698-0f1495558bee,64
0,26264,260,6.5,8123,41,7.31,d98f2d5f-eb3b-4ebd-b714-878343382f2a,0
7,26264,260,6.5,7920,64,3.9,1827c058-6388-491a-b84c-d4d6c512039e,7
9,26264,260,6.5,7953,39,2.11,debe6245-13a4-4a31-b28a-e7b25ce8fa93,9
14,26264,260,6.5,7995,60,3.89,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,14
20,26264,260,6.5,8035,60,2.57,755a600e-d336-4f66-8771-52eed84faf02,20
24,26264,260,6.5,7917,27,2.22,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,24
27,26264,260,6.5,7899,77,2.67,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,27
31,26264,260,6.5,7953,71,3.31,5456278f-d454-4194-af69-2784112cffb9,31
39,26264,260,6.5,7986,32,4.09,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,39
41,26264,260,6.5,7935,41,3.79,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,41
3,26264,260,7.75,7918,68,2.47,085d7298-e568-4752-a909-8eecf82e3ebc,3
6,26264,260,7.75,8020,37,3.02,015f75aa-de90-4fdc-8657-d630f1963869,6
21,26264,260,7.75,7868,68,3.01,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,21
22,26264,260,7.75,7867,13,2.97,534a6ddb-dbec-42ac-b559-3f4cbdd66423,22
33,26264,260,7.75,8038,72,3.67,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,33
44,26264,260,7.75,7936,32,2.82,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,44
48,26264,260,7.75,7831,62,4.92,65eed33d-db39-4b87-b8a4-de20693d3821,48
51,26264,260,7.75,7887,66,5.32,8845e64c-078b-4a3a-a732-1efe937de14a,51
53,26264,260,7.75,8000,37,2.42,8b590505-e40d-4ff8-802d-5430cc2802b6,53
59,26264,260,7.75,7920,60,3.34,7f445daf-d952-4bf3-b733-def683994895,59
2,26264,260,9.0,7969,64,2.99,059f8cfb-52c8-47fd-8d26-b0fec58eafae,2
4,26264,260,9.0,8039,57,2.4,abb20336-74c4-448b-a5f7-252c765a55f4,4
5,26264,260,9.0,7919,44,3.89,87da47db-3d5c-48b2-b3f2-123123d766f0,5
30,26264,260,9.0,8019,27,2.09,9301277e-6b35-4aa7-bd52-4f56ae0f029b,30
34,26264,260,9.0,8001,60,3.56,16718611-6bca-4e79-8071-94d68c181ba1,34
45,26264,260,9.0,8021,74,3.47,2abe0875-f8ff-4373-aad8-bca142211a09,45
50,26264,260,9.0,7954,42,3.1,3322caf5-0aeb-4230-89db-c56b23e94819,50
57,26264,260,9.0,7971,75,2.31,9f7e489f-4076-4332-b57e-13a42d4c75fd,57
60,26264,260,9.0,8053,65,3.2,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,60
67,26264,260,9.0,8053,74,3.69,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,67
2,26266,198,1.5,8083,28,2.93,e838dadb-c02f-4273-ae93-210720dcd06c,2
3,26266,198,1.5,7991,23,2.34,9d425f58-501f-43f3-955e-05126bd09bb5,3
23,26266,198,1.5,8043,3,3.16,38ad4b16-44e2-4e52-8d02-b23eca73a48d,23
28,26266,198,1.5,8075,3,3.14,1a8cf3c1-690b-449c-bb36-fd3b251837c1,28
31,26266,198,1.5,7956,0,2.98,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,31
