,subID,stimset_rows,chargeSpeeds,stim_dur,responses,RT,movie,trial_num
62,26155,,4.0,7978,25.0,2.21,1d41f125-7386-42b4-8250-f6c540c627a8,62
63,26155,,4.0,7976,14.0,1.88,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,63
0,26155,,5.25,8039,5.0,2.78,86e934a2-75ef-4084-a167-ce0ca737532d,0
6,26155,,5.25,8058,31.0,6.27,82cc23d1-ba4b-48c5-995a-a30d865ea249,6
24,26155,,5.25,8024,13.0,3.17,124d9b3a-acac-4627-93e0-f05b493598f3,24
32,26155,,5.25,8001,10.0,3.02,35ae5b09-f580-4922-91bd-f22c23175a47,32
41,26155,,5.25,7980,16.0,2.13,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,41
47,26155,,5.25,7974,1.0,3.33,8e0deaa9-1ac5-4e69-817a-3204f157f360,47
50,26155,,5.25,7962,67.0,1.93,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,50
54,26155,,5.25,8005,67.0,2.84,27f4d7f8-d998-48b2-a3e4-f885f21c713d,54
59,26155,,5.25,7960,3.0,3.3,384dc3de-9717-4531-83a1-683588fe1381,59
61,26155,,5.25,7957,30.0,2.0,2d3d47a2-03c8-4642-84ec-a8f67c64868c,61
11,26155,,6.5,7965,81.0,2.7,2c174300-1111-477c-b605-e34e6031cd26,11
13,26155,,6.5,8023,63.0,2.59,755a600e-d336-4f66-8771-52eed84faf02,13
20,26155,,6.5,7898,76.0,2.15,e2c787c5-5358-4a21-bb35-c422b37ef982,20
21,26155,,6.5,8008,11.0,2.66,187f8493-9a30-43cc-a2bd-5d96f6d2263d,21
25,26155,,6.5,7974,25.0,3.44,e3160d16-fe5e-4987-918b-0921ab937804,25
28,26155,,6.5,7921,8.0,5.59,1827c058-6388-491a-b84c-d4d6c512039e,28
33,26155,,6.5,7976,17.0,2.36,8bee64f6-a3cb-48f4-be48-142b9065f5d7,33
48,26155,,6.5,7962,64.0,1.89,debe6245-13a4-4a31-b28a-e7b25ce8fa93,48
53,26155,,6.5,8008,31.0,2.4,40860eea-1c44-4896-96b1-ee2d42a6c522,53
55,26155,,6.5,7978,75.0,3.13,93e661c0-3f68-4205-9141-04164911b7e4,55
5,26155,,7.75,7894,60.0,2.46,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,5
8,26155,,7.75,7930,21.0,2.6,7f445daf-d952-4bf3-b733-def683994895,8
19,26155,,7.75,7861,92.0,3.22,534a6ddb-dbec-42ac-b559-3f4cbdd66423,19
29,26155,,7.75,7898,,,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,29
30,26155,,7.75,8040,12.0,2.4,09060d5d-c3e1-451b-a3b5-4b2b567660ff,30
34,26155,,7.75,7943,87.0,2.36,905c9d73-dba9-472d-a6e4-ea3dcd3b3530,34
38,26155,,7.75,8024,70.0,3.08,5a652d01-49a0-4b52-a54c-51c21b53e0fe,38
51,26155,,7.75,7890,72.0,2.46,085d7298-e568-4752-a909-8eecf82e3ebc,51
66,26155,,7.75,7341,80.0,2.31,981d9d90-47c5-4443-a939-26060914c7e4,66
69,26155,,7.75,7937,84.0,2.33,8b590505-e40d-4ff8-802d-5430cc2802b6,69
2,26155,,9.0,8032,30.0,2.16,9f7e489f-4076-4332-b57e-13a42d4c75fd,2
9,26155,,9.0,7938,62.0,2.2,3322caf5-0aeb-4230-89db-c56b23e94819,9
10,26155,,9.0,7993,10.0,3.4,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,10
16,26155,,9.0,7987,20.0,2.05,7d40f846-95bc-4c08-b7a1-b4a410852b77,16
23,26155,,9.0,7988,19.0,2.21,abb20336-74c4-448b-a5f7-252c765a55f4,23
39,26155,,9.0,7945,79.0,2.32,1be4605b-9f78-45d4-8eb0-87bdc69537e2,39
40,26155,,9.0,7991,70.0,2.54,f45daf2e-6d4e-4a6f-ab5b-1829d67d93fe,40
49,26155,,9.0,7831,85.0,2.11,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,49
65,26155,,9.0,7990,62.0,4.07,6a57f963-5846-4eaa-a5d2-0e658499a4a9,65
68,26155,,9.0,8054,37.0,2.61,a5228b86-ba0a-42f2-aa38-23b5369f0e56,68
7,26157,,1.5,8293,6.0,3.16,9d425f58-501f-43f3-955e-05126bd09bb5,7
8,26157,,1.5,8312,19.0,3.13,38ad4b16-44e2-4e52-8d02-b23eca73a48d,8
11,26157,,1.5,8195,11.0,3.22,1b1159fc-de2b-4ae5-a736-d98d8524a366,11
14,26157,,1.5,8220,24.0,2.77,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,14
36,26157,,1.5,8264,20.0,2.29,e838dadb-c02f-4273-ae93-210720dcd06c,36
37,26157,,1.5,8187,11.0,3.27,95aaf072-b6be-4da4-9857-deaf20ab49f2,37
42,26157,,1.5,8252,28.0,3.39,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,42
57,26157,,1.5,8296,50.0,5.03,1f6c6525-a740-48c2-8dfc-9c4fb520c630,57
59,26157,,1.5,8196,16.0,3.49,15dfbaca-4429-4c18-90f4-8d4804129e6f,59
66,26157,,1.5,8148,20.0,4.94,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,66
1,26157,,2.75,8260,32.0,3.29,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,1
2,26157,,2.75,8174,60.0,3.5,8fa1d226-bf98-4c72-8961-7121546d4a11,2
22,26157,,2.75,8248,44.0,2.74,112b96b3-6518-4053-ad9f-ff77320acc23,22
24,26157,,2.75,8223,24.0,2.97,59df47e5-696a-407f-aa33-94dab9b3e492,24
34,26157,,2.75,8241,43.0,3.04,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,34
44,26157,,2.75,8213,41.0,3.06,0bad25fa-4a38-4561-9d35-56f1108797cd,44
46,26157,,2.75,8375,26.0,3.06,215ead11-5650-429d-b541-0b107fbb996a,46
50,26157,,2.75,8254,23.0,3.61,94eac034-9d70-40c0-89d4-d9a030a03d26,50
52,26157,,2.75,8343,31.0,3.38,8dc79a0d-b826-4ac2-8483-04346b06960d,52
55,26157,,2.75,8265,23.0,3.19,88ff8e25-5b4f-453c-add2-298ef66c683c,55
4,26157,,4.0,8205,44.0,5.21,68382d9c-6cc5-4669-84bf-c8058e3c1472,4
10,26157,,4.0,8174,62.0,2.92,1f7aa6f4-6516-4b90-8eeb-142b1437644b,10
15,26157,,4.0,8275,57.0,2.86,5dd4bcf1-ee00-4ee7-8a76-483bdc62202c,15
23,26157,,4.0,8290,42.0,3.2,7413c064-c0e5-4104-89aa-79d64ef9d6d9,23
25,26157,,4.0,8296,30.0,3.15,48fe3ca9-b1df-491d-bef9-6d9c5edee227,25
39,26157,,4.0,8318,61.0,3.09,114b2369-dce5-4979-8319-c64c85175e6a,39
54,26157,,4.0,8280,45.0,3.06,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,54
60,26157,,4.0,8292,43.0,3.42,0890b767-b394-4f89-aea1-c60cab7014af,60
63,26157,,4.0,8254,45.0,3.62,1a1c3419-9320-46a3-8b48-10e9514c3e7d,63
68,26157,,4.0,8220,48.0,3.3,fb491605-8f46-43ab-ba62-bfd86d95e4d6,68
17,26157,,5.25,8370,76.0,3.24,124d9b3a-acac-4627-93e0-f05b493598f3,17
19,26157,,5.25,8321,53.0,4.14,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,19
20,26157,,5.25,8377,54.0,3.47,8a889364-bfa4-42f7-8d4c-ee7478ea863c,20
27,26157,,5.25,8244,48.0,3.54,35ae5b09-f580-4922-91bd-f22c23175a47,27
28,26157,,5.25,8247,60.0,2.76,8b72023d-88b1-4615-b871-cac794edf1d9,28
30,26157,,5.25,8159,59.0,3.92,384dc3de-9717-4531-83a1-683588fe1381,30
33,26157,,5.25,8235,69.0,2.6,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,33
35,26157,,5.25,8220,30.0,2.85,8e0deaa9-1ac5-4e69-817a-3204f157f360,35
43,26157,,5.25,8238,39.0,3.2,0a4312a1-7156-4c68-9698-0f1495558bee,43
69,26157,,5.25,8247,53.0,2.74,5f5a825b-b433-4986-b5d6-5239eb407d32,69
0,26157,,6.5,8581,74.0,2.41,8bee64f6-a3cb-48f4-be48-142b9065f5d7,0
18,26157,,6.5,8162,73.0,3.49,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,18
21,26157,,6.5,8192,54.0,3.11,1827c058-6388-491a-b84c-d4d6c512039e,21
31,26157,,6.5,8438,64.0,2.49,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,31
40,26157,,6.5,8328,61.0,3.08,187f8493-9a30-43cc-a2bd-5d96f6d2263d,40
45,26157,,6.5,8212,81.0,3.49,13e24563-ab7e-41df-adf6-e8e88b4d9e08,45
49,26157,,6.5,8327,62.0,3.81,d80f638e-7e4b-4e80-bc19-a4b764fd7614,49
58,26157,,6.5,8357,53.0,4.49,755a600e-d336-4f66-8771-52eed84faf02,58
62,26157,,6.5,8243,64.0,3.66,e3160d16-fe5e-4987-918b-0921ab937804,62
65,26157,,6.5,8240,69.0,2.66,debe6245-13a4-4a31-b28a-e7b25ce8fa93,65
3,26157,,7.75,8232,81.0,2.39,8b590505-e40d-4ff8-802d-5430cc2802b6,3
9,26157,,7.75,8477,86.0,2.98,085d7298-e568-4752-a909-8eecf82e3ebc,9
12,26157,,7.75,7487,84.0,4.04,981d9d90-47c5-4443-a939-26060914c7e4,12
13,26157,,7.75,8366,74.0,2.79,09060d5d-c3e1-451b-a3b5-4b2b567660ff,13
26,26157,,7.75,8012,92.0,3.43,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,26
29,26157,,7.75,8175,63.0,3.11,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,29
38,26157,,7.75,8153,24.0,3.78,7f445daf-d952-4bf3-b733-def683994895,38
41,26157,,7.75,8147,56.0,3.48,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,41
48,26157,,7.75,8094,64.0,5.0,8845e64c-078b-4a3a-a732-1efe937de14a,48
61,26157,,7.75,8116,59.0,2.41,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,61
5,26157,,9.0,8328,65.0,4.81,16718611-6bca-4e79-8071-94d68c181ba1,5
6,26157,,9.0,8156,74.0,3.43,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,6
16,26157,,9.0,8552,97.0,2.93,9301277e-6b35-4aa7-bd52-4f56ae0f029b,16
32,26157,,9.0,8240,61.0,2.54,6a57f963-5846-4eaa-a5d2-0e658499a4a9,32
47,26157,,9.0,8461,80.0,2.74,132133b4-5554-4500-9494-87f534100012,47
51,26157,,9.0,8207,47.0,3.92,91327185-f59e-4ae7-a000-fd66526bab82,51
53,26157,,9.0,8155,59.0,3.33,1be4605b-9f78-45d4-8eb0-87bdc69537e2,53
56,26157,,9.0,8296,70.0,2.66,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,56
64,26157,,9.0,8270,65.0,4.59,a5228b86-ba0a-42f2-aa38-23b5369f0e56,64
67,26157,,9.0,8229,72.0,3.22,059f8cfb-52c8-47fd-8d26-b0fec58eafae,67
6,26160,,1.5,8247,24.0,2.06,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,6
8,26160,,1.5,8211,22.0,2.03,95aaf072-b6be-4da4-9857-deaf20ab49f2,8
13,26160,,1.5,8310,11.0,2.39,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,13
15,26160,,1.5,8274,,,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,15
17,26160,,1.5,8156,22.0,2.26,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,17
37,26160,,1.5,8188,24.0,3.73,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,37
58,26160,,1.5,8245,14.0,2.17,1b1159fc-de2b-4ae5-a736-d98d8524a366,58
61,26160,,1.5,8281,13.0,2.37,0e704828-9ccd-480e-8056-3a2a8158df0f,61
62,26160,,1.5,8228,32.0,3.14,1a8cf3c1-690b-449c-bb36-fd3b251837c1,62
66,26160,,1.5,8221,57.0,2.06,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,66
7,26160,,2.75,8228,32.0,3.33,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,7
9,26160,,2.75,8269,27.0,2.14,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,9
10,26160,,2.75,8270,34.0,2.69,88ff8e25-5b4f-453c-add2-298ef66c683c,10
14,26160,,2.75,8196,26.0,3.36,8fa1d226-bf98-4c72-8961-7121546d4a11,14
28,26160,,2.75,8264,30.0,2.2,42a6675b-868f-488d-a671-17a04c97ab01,28
32,26160,,2.75,8280,26.0,2.98,112b96b3-6518-4053-ad9f-ff77320acc23,32
39,26160,,2.75,8237,24.0,2.7,4a2adf87-0f15-4bc0-9837-899addfb179c,39
40,26160,,2.75,8255,24.0,2.82,46c1720a-0af5-44e9-b008-09b89ef78bd9,40
63,26160,,2.75,8198,34.0,3.32,32110051-52cf-4952-a6e5-4c5fe75760b7,63
65,26160,,2.75,8255,59.0,5.89,94eac034-9d70-40c0-89d4-d9a030a03d26,65
16,26160,,4.0,8245,64.0,1.85,48fe3ca9-b1df-491d-bef9-6d9c5edee227,16
19,26160,,4.0,8224,61.0,2.08,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,19
29,26160,,4.0,8241,15.0,2.02,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,29
33,26160,,4.0,8266,45.0,1.94,68382d9c-6cc5-4669-84bf-c8058e3c1472,33
43,26160,,4.0,8218,29.0,3.16,a0007ede-8266-4a38-bf86-2a3e66d5d5d4,43
44,26160,,4.0,8282,55.0,1.93,1d41f125-7386-42b4-8250-f6c540c627a8,44
45,26160,,4.0,8235,41.0,6.63,114b2369-dce5-4979-8319-c64c85175e6a,45
59,26160,,4.0,8172,29.0,2.98,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,59
64,26160,,4.0,8247,56.0,3.42,1f7aa6f4-6516-4b90-8eeb-142b1437644b,64
67,26160,,4.0,8203,81.0,1.88,7c45bceb-e7dc-4a58-a9f2-02aa015541c6,67
2,26160,,5.25,8250,42.0,8.94,82cc23d1-ba4b-48c5-995a-a30d865ea249,2
11,26160,,5.25,8200,63.0,1.97,1b4e0da1-e8b8-4342-8d4f-9d2a551e7fed,11
12,26160,,5.25,8165,34.0,3.02,86e934a2-75ef-4084-a167-ce0ca737532d,12
31,26160,,5.25,8228,35.0,3.16,124d9b3a-acac-4627-93e0-f05b493598f3,31
34,26160,,5.25,8244,36.0,2.79,5f5a825b-b433-4986-b5d6-5239eb407d32,34
35,26160,,5.25,8181,21.0,2.61,35ae5b09-f580-4922-91bd-f22c23175a47,35
46,26160,,5.25,8301,38.0,2.28,2ef99e5f-bc49-429b-b086-41ed4571b58a,46
48,26160,,5.25,8262,46.0,2.04,8b72023d-88b1-4615-b871-cac794edf1d9,48
68,26160,,5.25,8227,39.0,2.45,04b8ff17-66ff-4d6b-a0aa-a91efebb4368,68
69,26160,,5.25,8243,61.0,2.22,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,69
1,26160,,6.5,8230,40.0,2.09,3c21b0c7-30d1-41a7-99ae-02e24be36ad3,1
23,26160,,6.5,8174,59.0,2.54,d80f638e-7e4b-4e80-bc19-a4b764fd7614,23
24,26160,,6.5,8157,62.0,2.79,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,24
25,26160,,6.5,8198,46.0,4.26,93e661c0-3f68-4205-9141-04164911b7e4,25
26,26160,,6.5,8263,67.0,2.02,ed3846d1-c7e9-4e73-a1ab-cd413d18c0b8,26
36,26160,,6.5,8222,57.0,2.06,8dbfdd79-2b3f-4297-8ec2-92d59884dd68,36
38,26160,,6.5,8215,67.0,2.2,e3160d16-fe5e-4987-918b-0921ab937804,38
42,26160,,6.5,8110,56.0,2.9,14c0e4c6-94d9-41ec-b44a-5f6c8678230e,42
50,26160,,6.5,8198,56.0,5.03,2c174300-1111-477c-b605-e34e6031cd26,50
55,26160,,6.5,8214,40.0,2.01,755a600e-d336-4f66-8771-52eed84faf02,55
4,26160,,7.75,8013,30.0,2.06,44ab78ba-bb99-4b6d-a69b-ede18f9116ec,4
18,26160,,7.75,8110,76.0,2.6,7f445daf-d952-4bf3-b733-def683994895,18
20,26160,,7.75,8254,75.0,3.52,09060d5d-c3e1-451b-a3b5-4b2b567660ff,20
21,26160,,7.75,8164,70.0,2.57,2d84acc9-9c9b-441c-9a1a-c901bc48b88f,21
27,26160,,7.75,8252,71.0,1.92,3dbdd697-e200-4003-92f8-47202577ad0a,27
49,26160,,7.75,8147,66.0,2.54,085d7298-e568-4752-a909-8eecf82e3ebc,49
52,26160,,7.75,8073,55.0,3.18,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,52
53,26160,,7.75,7535,37.0,3.95,981d9d90-47c5-4443-a939-26060914c7e4,53
54,26160,,7.75,8256,68.0,2.18,8ecf5da9-a68c-4392-8c1a-ecb9754dd9d9,54
60,26160,,7.75,8101,73.0,3.05,50f23891-0e3f-40d3-8bcb-a5bcfcec1987,60
0,26160,,9.0,8277,69.0,2.5,2abe0875-f8ff-4373-aad8-bca142211a09,0
3,26160,,9.0,8321,67.0,2.72,9301277e-6b35-4aa7-bd52-4f56ae0f029b,3
5,26160,,9.0,8200,59.0,1.75,059f8cfb-52c8-47fd-8d26-b0fec58eafae,5
22,26160,,9.0,8260,61.0,2.64,8649b489-429a-4894-9c74-827e94f04566,22
30,26160,,9.0,8222,31.0,7.9,6e2932f2-a9d1-4f2a-9599-a872b605c1eb,30
41,26160,,9.0,8226,72.0,2.41,16718611-6bca-4e79-8071-94d68c181ba1,41
47,26160,,9.0,8215,29.0,2.81,7d40f846-95bc-4c08-b7a1-b4a410852b77,47
51,26160,,9.0,8134,73.0,2.83,3322caf5-0aeb-4230-89db-c56b23e94819,51
56,26160,,9.0,8127,73.0,2.95,132133b4-5554-4500-9494-87f534100012,56
57,26160,,9.0,8212,77.0,2.78,abb20336-74c4-448b-a5f7-252c765a55f4,57
3,26161,,1.5,8032,14.0,2.79,38ad4b16-44e2-4e52-8d02-b23eca73a48d,3
14,26161,,1.5,7985,30.0,8.46,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,14
20,26161,,1.5,8034,0.0,1.91,0e704828-9ccd-480e-8056-3a2a8158df0f,20
22,26161,,1.5,7955,0.0,2.36,b3a507ff-2289-4ad3-8922-1a3d0532e154,22
27,26161,,1.5,7989,1.0,2.39,1f6c6525-a740-48c2-8dfc-9c4fb520c630,27
35,26161,,1.5,8019,0.0,2.68,8ed7c0fc-1490-4e35-a000-7f7357a0772a,35
36,26161,,1.5,7912,0.0,1.87,15dfbaca-4429-4c18-90f4-8d4804129e6f,36
48,26161,,1.5,8013,26.0,4.03,e838dadb-c02f-4273-ae93-210720dcd06c,48
60,26161,,1.5,7994,2.0,3.58,7e595f18-f375-4ca5-b922-61b8d693804d,60
68,26161,,1.5,8001,33.0,1.81,50919f52-6a9c-4824-b24f-2f1aebd58e1b,68
6,26161,,2.75,7982,0.0,4.89,3fd185a3-34a1-4f1a-9d01-aee3deee3988,6
9,26161,,2.75,7977,8.0,4.64,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,9
12,26161,,2.75,8025,18.0,5.27,c496efe1-6c3e-480d-856f-af132dbe7048,12
16,26161,,2.75,7975,0.0,2.05,8fa1d226-bf98-4c72-8961-7121546d4a11,16
18,26161,,2.75,7968,0.0,2.11,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,18
34,26161,,2.75,8022,36.0,2.28,215ead11-5650-429d-b541-0b107fbb996a,34
43,26161,,2.75,7960,35.0,2.52,0bad25fa-4a38-4561-9d35-56f1108797cd,43
55,26161,,2.75,7961,0.0,2.62,94eac034-9d70-40c0-89d4-d9a030a03d26,55
62,26161,,2.75,8025,28.0,3.05,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,62
69,26161,,2.75,7932,9.0,1.62,59df47e5-696a-407f-aa33-94dab9b3e492,69
10,26161,,4.0,8007,0.0,3.54,48fe3ca9-b1df-491d-bef9-6d9c5edee227,10
26,26161,,4.0,7986,20.0,2.69,7413c064-c0e5-4104-89aa-79d64ef9d6d9,26
28,26161,,4.0,7981,0.0,3.98,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,28
31,26161,,4.0,7977,30.0,2.66,68382d9c-6cc5-4669-84bf-c8058e3c1472,31
32,26161,,4.0,8004,22.0,2.1,114b2369-dce5-4979-8319-c64c85175e6a,32
37,26161,,4.0,7957,25.0,2.28,50bec0a0-7e7c-4edd-a8eb-394750dbdb77,37
38,26161,,4.0,7970,40.0,4.31,1a1c3419-9320-46a3-8b48-10e9514c3e7d,38
51,26161,,4.0,7964,27.0,3.28,70326c05-1133-4c5d-8a4c-3e71e0da8479,51
57,26161,,4.0,8003,21.0,3.56,96c2a684-adc3-4f98-8b2a-c19c48e7f5a9,57
65,26161,,4.0,7994,23.0,2.72,1d41f125-7386-42b4-8250-f6c540c627a8,65
8,26161,,5.25,8010,15.0,1.96,4cf04acf-6776-453a-a811-1c5e51c2ece4,8
15,26161,,5.25,7860,41.0,3.44,46786fd0-ca59-4ffa-a772-fe489fdbd94c,15
17,26161,,5.25,7979,34.0,2.17,8b72023d-88b1-4615-b871-cac794edf1d9,17
21,26161,,5.25,7957,27.0,6.5,8e0deaa9-1ac5-4e69-817a-3204f157f360,21
30,26161,,5.25,8044,41.0,2.74,2ef99e5f-bc49-429b-b086-41ed4571b58a,30
42,26161,,5.25,8007,33.0,1.84,9ed3a785-369e-4eb1-b5ca-50d2602a44d4,42
46,26161,,5.25,7948,39.0,4.9,2d3d47a2-03c8-4642-84ec-a8f67c64868c,46
61,26161,,5.25,7966,21.0,4.25,9cf1ba8f-113d-408d-831d-4cf31ca51b3b,61
64,26161,,5.25,7974,28.0,3.44,35ae5b09-f580-4922-91bd-f22c23175a47,64
66,26161,,5.25,8027,30.0,3.86,27f4d7f8-d998-48b2-a3e4-f885f21c713d,66
0,26161,,6.5,8070,11.0,4.69,d98f2d5f-eb3b-4ebd-b714-878343382f2a,0
2,26161,,6.5,7999,,,755a600e-d336-4f66-8771-52eed84faf02,2
29,26161,,6.5,7957,24.0,3.81,d80f638e-7e4b-4e80-bc19-a4b764fd7614,29
33,26161,,6.5,7989,27.0,8.28,5456278f-d454-4194-af69-2784112cffb9,33
40,26161,,6.5,7946,27.0,2.33,7c59d616-cf70-400a-8ebd-9b3cdfb854ec,40
41,26161,,6.5,7960,42.0,1.81,40860eea-1c44-4896-96b1-ee2d42a6c522,41
47,26161,,6.5,7909,26.0,9.94,2fa02aa8-ef06-46e0-87af-9e3b7267ee79,47
52,26161,,6.5,7930,25.0,3.65,1827c058-6388-491a-b84c-d4d6c512039e,52
63,26161,,6.5,8006,22.0,4.04,187f8493-9a30-43cc-a2bd-5d96f6d2263d,63
67,26161,,6.5,7916,44.0,1.47,e2c787c5-5358-4a21-bb35-c422b37ef982,67
4,26161,,7.75,7938,37.0,3.1,8845e64c-078b-4a3a-a732-1efe937de14a,4
5,26161,,7.75,7979,15.0,3.35,8b590505-e40d-4ff8-802d-5430cc2802b6,5
13,26161,,7.75,7873,30.0,3.39,534a6ddb-dbec-42ac-b559-3f4cbdd66423,13
19,26161,,7.75,7888,31.0,2.81,7f445daf-d952-4bf3-b733-def683994895,19
44,26161,,7.75,7879,,,8aeee0c2-7419-4cbe-aa42-af10b66f80b4,44
49,26161,,7.75,7879,28.0,4.86,7b0c39f7-8bb3-4c19-94da-30117a8ec17d,49
50,26161,,7.75,8017,36.0,2.64,09060d5d-c3e1-451b-a3b5-4b2b567660ff,50
54,26161,,7.75,7902,42.0,1.7,a57832a0-0b6a-4bdf-a636-adf042cd3fcc,54
56,26161,,7.75,7910,14.0,5.73,085d7298-e568-4752-a909-8eecf82e3ebc,56
58,26161,,7.75,7933,18.0,2.49,453a1fa5-895a-4a5e-a4cf-25c0a35d74d2,58
1,26161,,9.0,7856,36.0,2.07,7a2ccf3c-feb4-4b5c-9c03-44c10f774f9a,1
7,26161,,9.0,7960,,,3322caf5-0aeb-4230-89db-c56b23e94819,7
11,26161,,9.0,7962,37.0,6.58,7d40f846-95bc-4c08-b7a1-b4a410852b77,11
23,26161,,9.0,7893,59.0,2.99,132133b4-5554-4500-9494-87f534100012,23
24,26161,,9.0,7982,53.0,2.01,9f7e489f-4076-4332-b57e-13a42d4c75fd,24
25,26161,,9.0,7951,54.0,2.6,059f8cfb-52c8-47fd-8d26-b0fec58eafae,25
39,26161,,9.0,8029,52.0,2.28,2abe0875-f8ff-4373-aad8-bca142211a09,39
45,26161,,9.0,8030,27.0,2.71,a5228b86-ba0a-42f2-aa38-23b5369f0e56,45
53,26161,,9.0,7916,21.0,5.2,87da47db-3d5c-48b2-b3f2-123123d766f0,53
59,26161,,9.0,7577,17.0,3.47,8e6be05b-c10c-43db-b062-a559f5033312,59
4,26162,,1.5,8124,6.0,7.42,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,4
10,26162,,1.5,8174,2.0,5.54,0e704828-9ccd-480e-8056-3a2a8158df0f,10
12,26162,,1.5,8071,3.0,4.18,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,12
16,26162,,1.5,8097,0.0,2.94,95aaf072-b6be-4da4-9857-deaf20ab49f2,16
25,26162,,1.5,8004,12.0,3.04,9d425f58-501f-43f3-955e-05126bd09bb5,25
27,26162,,1.5,8143,20.0,4.64,8ed7c0fc-1490-4e35-a000-7f7357a0772a,27
29,26162,,1.5,8156,10.0,3.2,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,29
37,26162,,1.5,8048,17.0,3.19,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,37
43,26162,,1.5,8064,6.0,3.31,1b1159fc-de2b-4ae5-a736-d98d8524a366,43
59,26162,,1.5,8028,0.0,2.6,1f6c6525-a740-48c2-8dfc-9c4fb520c630,59
5,26162,,2.75,8082,24.0,5.7,8dc79a0d-b826-4ac2-8483-04346b06960d,5
7,26162,,2.75,8063,24.0,4.22,42a6675b-868f-488d-a671-17a04c97ab01,7
8,26162,,2.75,7999,20.0,3.52,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,8
28,26162,,2.75,8089,21.0,4.76,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,28
40,26162,,2.75,8132,7.0,3.11,88ff8e25-5b4f-453c-add2-298ef66c683c,40
42,26162,,2.75,8100,25.0,3.05,3fd185a3-34a1-4f1a-9d01-aee3deee3988,42
44,26162,,2.75,8077,55.0,3.73,215ead11-5650-429d-b541-0b107fbb996a,44
53,26162,,2.75,8012,27.0,4.03,0bad25fa-4a38-4561-9d35-56f1108797cd,53
60,26162,,2.75,8033,21.0,5.48,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,60
61,26162,,2.75,8032,12.0,2.7,46c1720a-0af5-44e9-b008-09b89ef78bd9,61
2,26162,,4.0,8136,26.0,3.61,0890b767-b394-4f89-aea1-c60cab7014af,2
3,26162,,4.0,8124,28.0,3.11,114b2369-dce5-4979-8319-c64c85175e6a,3
15,26162,,4.0,8094,12.0,2.86,1f7aa6f4-6516-4b90-8eeb-142b1437644b,15
26,26162,,4.0,8013,59.0,3.5,70326c05-1133-4c5d-8a4c-3e71e0da8479,26
30,26162,,4.0,8108,59.0,4.61,48fe3ca9-b1df-491d-bef9-6d9c5edee227,30
35,26162,,4.0,8088,44.0,3.07,86e26a06-c6f9-47dc-bc1f-1c78f1f93251,35
48,26162,,4.0,8059,46.0,3.15,609aaddc-b0c4-4442-b4ef-ba29fa1dbe22,48
