,subID,stimset_rows,chargeSpeed,stim_dur,responses,movie,trial_num,similarity_play,similarity_fight,similarity_play_fight
1,28000,26,1.5,8234,collided and then bounced off each other,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,1,0.20173829793930054,0.29175126552581787,-0.09001296758651733
1,28001,25,1.5,8130,"The dots moved apart, and then came back together, in a slow, fluid motion over and over",e838dadb-c02f-4273-ae93-210720dcd06c,1,0.1174175962805748,0.05135398730635643,0.06606360897421837
3,28002,28,1.5,8325,softy hit twice,b3a507ff-2289-4ad3-8922-1a3d0532e154,3,0.22503846883773804,0.21108201146125793,0.013956457376480103
6,28003,29,1.5,8085,"The dots wandered and came together almost incidentally the first time, and then intentionally the second time.",1b1159fc-de2b-4ae5-a736-d98d8524a366,6,0.09494231641292572,0.021826425567269325,0.0731158908456564
4,28004,32,1.5,8069,softer collisons,1f6c6525-a740-48c2-8dfc-9c4fb520c630,4,0.13968752324581146,0.1596846580505371,-0.019997134804725647
1,28005,35,1.5,8174,slow coming together,15dfbaca-4429-4c18-90f4-8d4804129e6f,1,0.243339404463768,0.28650879859924316,-0.04316939413547516
3,28006,36,1.5,9530,Slowly connect,1a8cf3c1-690b-449c-bb36-fd3b251837c1,3,0.30637791752815247,0.2741413414478302,0.032236576080322266
0,28007,33,1.5,7743,Dot moves slowly around. Hit each other twice. Didn't touch edges,9d425f58-501f-43f3-955e-05126bd09bb5,0,0.2651224732398987,0.15071535110473633,0.11440712213516235
4,28008,31,1.5,8235,The dots slowly gravitate towards eachother and collide then bounce away again,95aaf072-b6be-4da4-9857-deaf20ab49f2,4,0.15171632170677185,0.14582034945487976,0.00589597225189209
6,28009,41,1.5,8130,meandering,1b1159fc-de2b-4ae5-a736-d98d8524a366,6,0.23532886803150177,0.3199906349182129,-0.08466176688671112
4,28010,39,1.5,8188,slow collision ,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,4,0.23008182644844055,0.32403239607810974,-0.09395056962966919
0,28011,40,1.5,7932,crash,b3a507ff-2289-4ad3-8922-1a3d0532e154,0,0.2718866765499115,0.35016781091690063,-0.07828113436698914
1,28012,42,1.5,8140,Collision,8ed7c0fc-1490-4e35-a000-7f7357a0772a,1,0.2893446385860443,0.45200881361961365,-0.16266417503356934
5,28013,42,1.5,8223,the dots seemed to move more gently this time and almost met each other gently twice instead of colliding with each other this time.,8ed7c0fc-1490-4e35-a000-7f7357a0772a,5,0.12190154939889908,0.0919119268655777,0.02998962253332138
6,28014,45,1.5,8003,the two dots hit eachother twice and they did it very slowly,9d425f58-501f-43f3-955e-05126bd09bb5,6,0.14704856276512146,0.10469255596399307,0.04235600680112839
1,28015,46,1.5,8354,the dots alternated at a normal speed between pulling apart and drawing together,50919f52-6a9c-4824-b24f-2f1aebd58e1b,1,0.10802366584539413,0.04204055294394493,0.0659831129014492
6,28016,51,1.5,7998,touches,7e595f18-f375-4ca5-b922-61b8d693804d,6,0.3460288643836975,0.21068322658538818,0.13534563779830933
5,28017,48,1.5,8022,slow speed bumper cars,e4bc0778-6eb7-4065-bf77-a9b6e293735f,5,0.11893226206302643,0.18245771527290344,-0.06352545320987701
5,28018,47,1.5,8115,The dots moved a little slower & moved together twice.,38ad4b16-44e2-4e52-8d02-b23eca73a48d,5,0.11113002896308899,0.044390395283699036,0.06673963367938995
3,28019,52,1.5,8058,"the grey dot slowly swept towards the black dot, the black redirected and they slowly moved towards and each other and bounced off of each other",81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,3,0.17479096353054047,0.13290832936763763,0.04188263416290283
4,28020,49,1.5,8008,dots gently came together,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,4,0.16864334046840668,0.1240745484828949,0.04456879198551178
3,28021,58,1.5,8245,the dots moved outwards before colliding together.,0e704828-9ccd-480e-8056-3a2a8158df0f,3,0.1421704888343811,0.08642427623271942,0.05574621260166168
3,28022,59,1.5,8002,The dots meet each other warmly.,1a8cf3c1-690b-449c-bb36-fd3b251837c1,3,0.09899816662073135,0.13403862714767456,-0.03504046052694321
1,28023,66,1.5,8033,they went back and forth,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,1,0.17197605967521667,0.20062582194805145,-0.028649762272834778
5,28024,65,1.5,7962,now they slowly met and touched twice,1b1159fc-de2b-4ae5-a736-d98d8524a366,5,0.14249016344547272,0.20366036891937256,-0.06117020547389984
6,28025,63,1.5,8171,dots gently drifted towards each other to the point of colliding. the black dot seemed to instigate the drift towards the grey dot,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,6,0.15561789274215698,0.10468894988298416,0.05092894285917282
2,28026,64,1.5,8035,"again, they touched each other twice but a bit slower this time",9d425f58-501f-43f3-955e-05126bd09bb5,2,0.13267841935157776,0.20049060881137848,-0.06781218945980072
2,28027,71,1.5,8243,Dots gently bumped into eachother twice,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,2,0.17737579345703125,0.12239868938922882,0.05497710406780243
6,28028,68,1.5,8072,"both dots very slowly hit each other, the black was the one to make the first move.",8ed7c0fc-1490-4e35-a000-7f7357a0772a,6,0.15169882774353027,0.10609596222639084,0.045602865517139435
3,28029,67,1.5,8212,in this one it seems the black dot has more motion than the grey dot before being pulled in together magnetically ,1a8cf3c1-690b-449c-bb36-fd3b251837c1,3,0.06614041328430176,-0.013266658410429955,0.07940707169473171
5,28030,74,1.5,8016,merging into each other slowly,b3a507ff-2289-4ad3-8922-1a3d0532e154,5,0.141874298453331,0.16687706112861633,-0.02500276267528534
1,28031,80,1.5,8142,touched,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,1,0.2716388702392578,0.24216893315315247,0.029469937086105347
3,28032,73,1.5,8022,they moved slower to each other,95aaf072-b6be-4da4-9857-deaf20ab49f2,3,0.14313414692878723,0.21069344878196716,-0.06755930185317993
0,28033,83,1.5,8049,circular and magnetic,0e704828-9ccd-480e-8056-3a2a8158df0f,0,0.07380370050668716,0.05623426288366318,0.017569437623023987
6,28034,81,1.5,8319,Gently bounced off each other,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,6,0.2393707036972046,0.24029326438903809,-0.0009225606918334961
3,28035,84,1.5,8031,gentle collide ,b3a507ff-2289-4ad3-8922-1a3d0532e154,3,0.21398864686489105,0.32957714796066284,-0.11558850109577179
3,28036,76,1.5,8039,touched,50919f52-6a9c-4824-b24f-2f1aebd58e1b,3,0.2716388702392578,0.24216893315315247,0.029469937086105347
1,28037,77,1.5,8208,The dots moved slowly apart then together at the same speed,e838dadb-c02f-4273-ae93-210720dcd06c,1,0.11505833268165588,0.05523335561156273,0.059824977070093155
5,28038,86,1.5,8108,They were moving really slowly this time but still touching each other.,1f6c6525-a740-48c2-8dfc-9c4fb520c630,5,0.09219729155302048,0.13897810876369476,-0.046780817210674286
5,28039,90,1.5,8029,The two dots gently clashed,e838dadb-c02f-4273-ae93-210720dcd06c,5,0.1627850979566574,0.16641700267791748,-0.003631904721260071
5,28040,92,1.5,8093,bumped into each other slowly,e4bc0778-6eb7-4065-bf77-a9b6e293735f,5,0.22765809297561646,0.26983892917633057,-0.04218083620071411
4,28041,85,1.5,9300,meeting,1b1159fc-de2b-4ae5-a736-d98d8524a366,4,0.28992167115211487,0.41063934564590454,-0.12071767449378967
1,28042,91,1.5,8059,bounced off each other,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,1,0.28413257002830505,0.32616397738456726,-0.04203140735626221
3,28043,99,1.5,7981,slow,15dfbaca-4429-4c18-90f4-8d4804129e6f,3,0.31665438413619995,0.3437454402446747,-0.02709105610847473
0,28044,96,1.5,8036,head on collision,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,0,0.18492338061332703,0.3311595320701599,-0.14623615145683289
5,28045,97,1.5,8173,group work,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,5,0.2553654909133911,0.29048997163772583,-0.03512448072433472
3,28046,94,1.5,8002,"Gentle collisions between the two dots at the top of the screen, twice",7e595f18-f375-4ca5-b922-61b8d693804d,3,0.15374308824539185,0.1293323040008545,0.024410784244537354
0,28047,95,1.5,8060,both dots moved simultaneously and then hit each other twice.,95aaf072-b6be-4da4-9857-deaf20ab49f2,0,0.20741543173789978,0.14360950887203217,0.06380592286586761
0,28048,89,1.5,8137,The 2 dots connect to each other twice,50919f52-6a9c-4824-b24f-2f1aebd58e1b,0,0.1686355620622635,0.15860342979431152,0.010032132267951965
6,28049,88,1.5,8230,The black dot still on the right but on top and the grey dot on the left beneath and they just bounced on each other twice  ,38ad4b16-44e2-4e52-8d02-b23eca73a48d,6,0.16008566319942474,0.09034883975982666,0.06973682343959808
1,28050,98,1.5,8648,slowly came together ,8ed7c0fc-1490-4e35-a000-7f7357a0772a,1,0.21617135405540466,0.26446178555488586,-0.0482904314994812
4,28051,4,1.5,8441,floating dots collide,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,4,0.11710738390684128,0.11240237206220627,0.00470501184463501
1,28052,6,1.5,8374,i dont know,1b1159fc-de2b-4ae5-a736-d98d8524a366,1,0.1709401160478592,0.22996512055397034,-0.059025004506111145
5,28053,3,1.5,8002,Very soft collisions ,15dfbaca-4429-4c18-90f4-8d4804129e6f,5,0.12560223042964935,0.20277975499629974,-0.07717752456665039
1,28054,8,1.5,8092,2 ,9d425f58-501f-43f3-955e-05126bd09bb5,1,0.2694797217845917,0.3337222933769226,-0.06424257159233093
2,28055,2,1.5,8323,both went up and slowly collided twice,8ed7c0fc-1490-4e35-a000-7f7357a0772a,2,0.19664745032787323,0.26409220695495605,-0.06744475662708282
1,28056,4,1.5,8298,meet,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,1,0.3266618549823761,0.45662879943847656,-0.12996694445610046
4,28057,14,1.5,7939,skimmed,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,4,0.2639005780220032,0.2009512484073639,0.06294932961463928
3,28058,13,1.5,9762,the two dots seems to be having an affair,1a8cf3c1-690b-449c-bb36-fd3b251837c1,3,0.17555460333824158,0.11890100687742233,0.056653596460819244
2,28059,80,1.5,8095,The dots each moved in a slow circular motion and then hit each other twice but this time they moved slowly toward each other and seemed to bounce off each other when they made contact.,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,2,0.15803822875022888,0.11766432225704193,0.04037390649318695
4,28060,19,1.5,8103,slowly came together twice,0e704828-9ccd-480e-8056-3a2a8158df0f,4,0.1746290624141693,0.2227347195148468,-0.04810565710067749
0,28061,19,1.5,8046,collided,0e704828-9ccd-480e-8056-3a2a8158df0f,0,0.3351637125015259,0.48290887475013733,-0.14774516224861145
0,28062,27,1.5,7999,bumps,8ed7c0fc-1490-4e35-a000-7f7357a0772a,0,0.13831059634685516,0.20636406540870667,-0.0680534690618515
3,28063,16,1.5,9791,Slowly attract and part,e4bc0778-6eb7-4065-bf77-a9b6e293735f,3,0.15223796665668488,0.13690423965454102,0.01533372700214386
6,28064,17,1.5,8061,They clashed twice,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,6,0.19621983170509338,0.394891619682312,-0.19867178797721863
0,28065,29,1.5,7942,"the black started on the left, bounced into the gray and they switched positions",1b1159fc-de2b-4ae5-a736-d98d8524a366,0,0.19909732043743134,0.16235361993312836,0.03674370050430298
0,28066,25,1.5,8067,The dots moved clockwise and bounced together twice.,e838dadb-c02f-4273-ae93-210720dcd06c,0,0.12541250884532928,0.02583976276218891,0.09957274608314037
4,28067,32,1.5,8032,The dots pivoted around a central point and touched a number of times,1f6c6525-a740-48c2-8dfc-9c4fb520c630,4,0.15041659772396088,0.07428928464651108,0.0761273130774498
3,28068,27,1.5,8087,dots gently floating and bumping off of each other twice,8ed7c0fc-1490-4e35-a000-7f7357a0772a,3,0.12184744328260422,0.04934786260128021,0.072499580681324
6,28069,35,1.5,8184,bumped together,15dfbaca-4429-4c18-90f4-8d4804129e6f,6,0.22778558731079102,0.27269527316093445,-0.04490968585014343
1,28070,26,1.5,8284,The dots moved to the left and down and collided gently twice.,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,1,0.16794639825820923,0.08975816518068314,0.07818823307752609
6,28071,33,1.5,8036,steady grouping,9d425f58-501f-43f3-955e-05126bd09bb5,6,0.1264331191778183,0.19233359396457672,-0.06590047478675842
5,28072,21,1.5,8032,Like magnets,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,5,0.11539214849472046,0.116782546043396,-0.0013903975486755371
6,28073,35,1.5,8034,the two dots gently nodded each other in a bromance,15dfbaca-4429-4c18-90f4-8d4804129e6f,6,0.1054433286190033,0.10646822303533554,-0.0010248944163322449
6,28074,38,1.5,8075,friendship,7e595f18-f375-4ca5-b922-61b8d693804d,6,0.3444766402244568,0.45602673292160034,-0.11155009269714355
2,28075,30,1.5,8165,they roamed about and kissed each other,50919f52-6a9c-4824-b24f-2f1aebd58e1b,2,0.15065975487232208,0.2587534189224243,-0.10809366405010223
4,28076,31,1.5,8299,white steering close to the corner,95aaf072-b6be-4da4-9857-deaf20ab49f2,4,0.1441720426082611,0.058434661477804184,0.08573738113045692
1,28077,39,1.5,8748,slowly circled almost mirror like then hit eachother twice,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,1,0.21380199491977692,0.18825386464595795,0.02554813027381897
6,28078,40,1.5,8409,"one dot floated up, the other down and left",b3a507ff-2289-4ad3-8922-1a3d0532e154,6,0.20560811460018158,0.07725571095943451,0.12835240364074707
5,28079,23,1.5,8038,coming close,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,5,0.23191668093204498,0.3078634440898895,-0.07594676315784454
3,28080,42,1.5,8151,"move away, attract and collide gently.",8ed7c0fc-1490-4e35-a000-7f7357a0772a,3,0.2822125554084778,0.3318673074245453,-0.049654752016067505
5,28081,43,1.5,8038,swimming toeards each other nicely ,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,5,0.19500191509723663,0.1421523541212082,0.05284956097602844
6,28082,44,1.5,8108,bouncing off each other slowly,1f6c6525-a740-48c2-8dfc-9c4fb520c630,6,0.26189300417900085,0.24696263670921326,0.014930367469787598
3,28083,46,1.5,8083,both meeting each other ,50919f52-6a9c-4824-b24f-2f1aebd58e1b,3,0.2379523366689682,0.35382184386253357,-0.11586950719356537
5,28084,47,1.5,8987,the speed of the balls were mild as they collided,38ad4b16-44e2-4e52-8d02-b23eca73a48d,5,0.16646648943424225,0.10150131583213806,0.06496517360210419
4,28085,51,1.5,8070,Soft contact,7e595f18-f375-4ca5-b922-61b8d693804d,4,0.16880345344543457,0.19381454586982727,-0.0250110924243927
5,28086,50,1.5,8169,they are exchanging greetings,e5e05e73-9cd0-4990-8da2-4962e0a03e5d,5,0.11425347626209259,0.15467043220996857,-0.04041695594787598
2,28087,48,1.5,8067,The dots approached each other cautiously and interacted a little with each other,e4bc0778-6eb7-4065-bf77-a9b6e293735f,2,0.22194048762321472,0.17223970592021942,0.0497007817029953
5,28088,52,1.5,8191,the two dots is moving friendly.,81e3fe3f-5a7c-42d3-8ea7-c2bf3831288b,5,0.1509988158941269,0.09747187793254852,0.05352693796157837
6,28089,53,1.5,8061,"Circular movement but this time, the attack wasnt fast. It was at the normal movement speed and they collided",95aaf072-b6be-4da4-9857-deaf20ab49f2,6,0.05322709679603577,0.20970667898654938,-0.1564795821905136
6,28090,49,1.5,8229,attracting and colliding ,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,6,0.1495455950498581,0.28435203433036804,-0.13480643928050995
1,28091,54,1.5,8029,touching,15dfbaca-4429-4c18-90f4-8d4804129e6f,1,0.24478887021541595,0.2439003437757492,0.000888526439666748
2,28092,55,1.5,8236,slow movements and then brief coming togethers,e838dadb-c02f-4273-ae93-210720dcd06c,2,0.15818509459495544,0.1632075011730194,-0.005022406578063965
6,28093,56,1.5,8049,circular mirrored movements from  dots then slowly bumping eachother,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,6,0.10768197476863861,0.018302209675312042,0.08937976509332657
2,28094,57,1.5,7987,They circled below the box and touched each other slowly,31e1789e-459a-4f3d-bfdd-2f4c8c4e9f50,2,0.12376320362091064,0.11806947737932205,0.0056937262415885925
2,28095,60,1.5,8062,slower clashes,29e7c94f-a6bf-4f1d-8ea1-46efbdb6a836,2,0.24705292284488678,0.3897726535797119,-0.14271973073482513
0,28096,59,1.5,8033,Both dots attracted each other and bounce off twice.,1a8cf3c1-690b-449c-bb36-fd3b251837c1,0,0.14037278294563293,0.09736251085996628,0.043010272085666656
6,28097,58,1.5,8422,mutual contact,0e704828-9ccd-480e-8056-3a2a8158df0f,6,0.1912403255701065,0.21886584162712097,-0.027625516057014465
2,28098,64,1.5,7954,Dots slowly pushed each other.,9d425f58-501f-43f3-955e-05126bd09bb5,2,0.1730109453201294,0.14835074543952942,0.024660199880599976
6,28099,63,1.5,10093,Gray and black dot moved and collided slowly in the box ,d3cc8306-21ab-4f88-ae4f-3970e4cd53ea,6,0.16828562319278717,0.16175782680511475,0.006527796387672424
5,28100,66,1.5,8051,they collided at the top right end of the box,fc87f268-5d06-4cb4-8db9-dbf7fb69a2ce,5,0.15227314829826355,0.2541819214820862,-0.10190877318382263
1,28101,65,1.5,8226,the dots moving round and touching each other,1b1159fc-de2b-4ae5-a736-d98d8524a366,1,0.1462184637784958,0.09735620021820068,0.048862263560295105
1,28102,67,1.5,8192,The dots moved slow but collided twice,1a8cf3c1-690b-449c-bb36-fd3b251837c1,1,0.1717865765094757,0.129799947142601,0.041986629366874695
6,28000,26,2.75,8116,The dots bounced off each other,88ff8e25-5b4f-453c-add2-298ef66c683c,6,0.2053079605102539,0.148654967546463,0.056652992963790894
5,28001,25,2.75,8075,"When the grey dot started to sink, the black dot rushed in to grab it",42a6675b-868f-488d-a671-17a04c97ab01,5,0.1119329109787941,0.11099302768707275,0.000939883291721344
2,28002,28,2.75,8320,slowly hit each other,94eac034-9d70-40c0-89d4-d9a030a03d26,2,0.3597511351108551,0.3906952142715454,-0.030944079160690308
5,28003,29,2.75,8097,"The dots came together gently, twice.",cc654364-6ba7-42d1-b98c-c44f96b2e4e4,5,0.0963619276881218,0.04683670029044151,0.04952522739768028
5,28004,32,2.75,8079,swirling around and bouncing off each other,46c1720a-0af5-44e9-b008-09b89ef78bd9,5,0.17362761497497559,0.19500398635864258,-0.021376371383666992
0,28005,35,2.75,8133,colliding then pushing apart,8dc79a0d-b826-4ac2-8483-04346b06960d,0,0.23415113985538483,0.35443758964538574,-0.12028644979000092
6,28006,36,2.75,9635,Slowly bounced,4a2adf87-0f15-4bc0-9837-899addfb179c,6,0.32058221101760864,0.2475936859846115,0.07298852503299713
3,28007,33,2.75,7745,"Moves around slowly, accelerated into each other twice",c496efe1-6c3e-480d-856f-af132dbe7048,3,0.17967644333839417,0.19057834148406982,-0.01090189814567566
6,28008,31,2.75,8259,"The dots move in the same pattern, then one of the dots is pulled in towards the other to collide",3fd185a3-34a1-4f1a-9d01-aee3deee3988,6,0.15175896883010864,0.11720581352710724,0.034553155303001404
4,28009,41,2.75,8066,bustling,59df47e5-696a-407f-aa33-94dab9b3e492,4,0.2791938781738281,0.3881560266017914,-0.10896214842796326
0,28010,39,2.75,8108,collision,32110051-52cf-4952-a6e5-4c5fe75760b7,0,0.2893446385860443,0.45200881361961365,-0.16266417503356934
4,28011,40,2.75,8112,slowly collided twice,42a6675b-868f-488d-a671-17a04c97ab01,4,0.18370123207569122,0.23988494277000427,-0.05618371069431305
4,28012,42,2.75,8083,The black dot pushed the grey dot to the edge,215ead11-5650-429d-b541-0b107fbb996a,4,0.16734568774700165,0.13624469935894012,0.031100988388061523
4,28013,42,2.75,8208,the dots moved to the left of the screen and collided with each other x2,215ead11-5650-429d-b541-0b107fbb996a,4,0.19279828667640686,0.13798610866069794,0.05481217801570892
5,28014,45,2.75,8084,the two dots hit eachother but in a soft way,88ff8e25-5b4f-453c-add2-298ef66c683c,5,0.1517442911863327,0.14581401646137238,0.005930274724960327
2,28015,46,2.75,8293,the dots bounced off one another,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,2,0.20967614650726318,0.15229296684265137,0.057383179664611816
5,28016,51,2.75,8046,rotating,4a2adf87-0f15-4bc0-9837-899addfb179c,5,0.18567219376564026,0.2426883578300476,-0.05701616406440735
1,28017,48,2.75,8005,slow head-on collisions,32110051-52cf-4952-a6e5-4c5fe75760b7,1,0.13672466576099396,0.23472115397453308,-0.09799648821353912
2,28018,47,2.75,8039,The dots moved slower and moved together & then apart twice.,8dc79a0d-b826-4ac2-8483-04346b06960d,2,0.09732168167829514,0.0431816391646862,0.05414004251360893
1,28019,52,2.75,8083,"the black dot slowly swept towards the grey, the grey redirected and they collided",204d8c5c-c9ac-4aef-956d-74de8c6eedc4,1,0.13200558722019196,0.14070682227611542,-0.008701235055923462
5,28020,49,2.75,7998,slow random movement before coming together,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,5,0.14443683624267578,0.09497711062431335,0.04945972561836243
5,28021,58,2.75,8200,The dots collided into eachother.,c49bbdbd-6e52-4da5-887c-72db9cec7d93,5,0.1610688418149948,0.2010030299425125,-0.0399341881275177
5,28022,59,2.75,8036,The dots moving normally and in some moment they were fighting.,c496efe1-6c3e-480d-856f-af132dbe7048,5,0.12134361267089844,0.2778097987174988,-0.15646618604660034
5,28023,66,2.75,7963,they very slowly attracted then repelled,c496efe1-6c3e-480d-856f-af132dbe7048,5,0.06858685612678528,0.13985145092010498,-0.0712645947933197
0,28024,65,2.75,7952,they moved around and bounced into eachother twice,8fa1d226-bf98-4c72-8961-7121546d4a11,0,0.20108549296855927,0.2660332918167114,-0.06494779884815216
5,28025,63,2.75,8131,dots gently drifted towards each other to the point of colliding and then would drift away from each other,4a2adf87-0f15-4bc0-9837-899addfb179c,5,0.14999200403690338,0.11449572443962097,0.03549627959728241
4,28026,64,2.75,8098,"mover around, touched each other twice",d445e5d9-95ae-4a8f-a6bf-53380fef78b4,4,0.23692117631435394,0.2244141399860382,0.012507036328315735
4,28027,71,2.75,8407,Dots bumped eachother from opposite ends of box,42a6675b-868f-488d-a671-17a04c97ab01,4,0.12488221377134323,0.10648464411497116,0.01839756965637207
3,28028,68,2.75,8045,"Both dots slowly struck each other twice, the black was the one that moved first.",0bad25fa-4a38-4561-9d35-56f1108797cd,3,0.10266543179750443,0.09350291639566422,0.00916251540184021
1,28029,67,2.75,8321,the black dot moves opposite of the grey dot then is pulled toward the grey dot.. its pull is stronger than the grey dots pull,46c1720a-0af5-44e9-b008-09b89ef78bd9,1,0.10670488327741623,0.07318981736898422,0.03351506590843201
3,28030,74,2.75,8001,uniting following each other,59df47e5-696a-407f-aa33-94dab9b3e492,3,0.2224840521812439,0.30544936656951904,-0.08296531438827515
0,28031,80,2.75,8010,touched,c496efe1-6c3e-480d-856f-af132dbe7048,0,0.2716388702392578,0.24216893315315247,0.029469937086105347
5,28032,73,2.75,8066,gray one slowly moved away in between collisions,215ead11-5650-429d-b541-0b107fbb996a,5,0.15297047793865204,0.17639850080013275,-0.023428022861480713
6,28033,83,2.75,8096,circular and then attraction collision,3fd185a3-34a1-4f1a-9d01-aee3deee3988,6,0.07922559231519699,0.17154072225093842,-0.09231512993574142
0,28034,81,2.75,8148,The black dot seemed to be drawn to the grey dot and bounced off it,59df47e5-696a-407f-aa33-94dab9b3e492,0,0.1480054259300232,0.07965079694986343,0.06835462898015976
5,28035,84,2.75,8093,lazy hit,204d8c5c-c9ac-4aef-956d-74de8c6eedc4,5,0.29242852330207825,0.21633724868297577,0.07609127461910248
0,28036,76,2.75,7954,bumped,94eac034-9d70-40c0-89d4-d9a030a03d26,0,0.2337207794189453,0.219434455037117,0.014286324381828308
5,28037,77,2.75,8183,The dots moved slowly apart then together,8dc79a0d-b826-4ac2-8483-04346b06960d,5,0.15296036005020142,0.08417633920907974,0.06878402084112167
4,28038,86,2.75,8135,They were hitting each other but slower this time.,bcca6dd9-a0e7-4373-9ebc-93e6e619ca4a,4,0.16024599969387054,0.30048611760139465,-0.1402401179075241
2,28039,90,2.75,8011,The two dots clashed twice,d445e5d9-95ae-4a8f-a6bf-53380fef78b4,2,0.1610245406627655,0.19609959423542023,-0.035075053572654724
3,28040,92,2.75,8037,bumped into each other,32110051-52cf-4952-a6e5-4c5fe75760b7,3,0.229865163564682,0.2991226315498352,-0.0692574679851532
2,28041,85,2.75,9457,reaching,112b96b3-6518-4053-ad9f-ff77320acc23,2,0.3305319845676422,0.37568235397338867,-0.04515036940574646
4,28042,91,2.75,8057,gently bumped ,88ff8e25-5b4f-453c-add2-298ef66c683c,4,0.22803573310375214,0.1788107454776764,0.049224987626075745
5,28043,99,2.75,8051,magnetic,42a6675b-868f-488d-a671-17a04c97ab01,5,0.20081861317157745,0.17676614224910736,0.024052470922470093
4,28044,96,2.75,8062,dots collide more frequently,8dc79a0d-b826-4ac2-8483-04346b06960d,4,0.10887417197227478,0.1164231151342392,-0.0075489431619644165
4,28045,97,2.75,8179,they keep following each other,46c1720a-0af5-44e9-b008-09b89ef78bd9,4,0.17112289369106293,0.2709099054336548,-0.09978701174259186
5,28046,94,2.75,8022,Two gentle collisions between the dots,94eac034-9d70-40c0-89d4-d9a030a03d26,5,0.167389377951622,0.17490154504776,-0.0075121670961380005
4,28047,95,2.75,8163,"Dots moved around then black one started moving towards grey closer and then they hit each other, then grey one started moving towards black one and they hit each other.",cc654364-6ba7-42d1-b98c-c44f96b2e4e4,4,0.19910036027431488,0.1932598352432251,0.005840525031089783
3,28048,89,2.75,8263,The dots slowly hit each other twice,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,3,0.17675268650054932,0.12358706444501877,0.05316562205553055
1,28049,88,2.75,8366,The grey dot and black dot opposite each other hit themselves twice ,4a2adf87-0f15-4bc0-9837-899addfb179c,1,0.21239341795444489,0.1910819411277771,0.021311476826667786
5,28050,98,2.75,8437,they touch each other ,c49bbdbd-6e52-4da5-887c-72db9cec7d93,5,0.23959575593471527,0.25030192732810974,-0.01070617139339447
0,28051,4,2.75,8286,collision between dots,42a6675b-868f-488d-a671-17a04c97ab01,0,0.1670992523431778,0.2020135223865509,-0.03491427004337311
2,28052,6,2.75,8230,the dots moves and come back to meet ,4a2adf87-0f15-4bc0-9837-899addfb179c,2,0.24063612520694733,0.24623695015907288,-0.005600824952125549
3,28053,3,2.75,8035,Slow collisions,8dc79a0d-b826-4ac2-8483-04346b06960d,3,0.18699967861175537,0.26602593064308167,-0.0790262520313263
2,28054,8,2.75,8029,short,cc654364-6ba7-42d1-b98c-c44f96b2e4e4,2,0.26408663392066956,0.35070934891700745,-0.08662271499633789
0,28055,2,2.75,8226,collided together twice,c3cfe5d9-0b66-460b-a3db-a76a0df825ae,0,0.20558303594589233,0.32141873240470886,-0.11583569645881653
3,28056,4,2.75,8187,Dancing around,42a6675b-868f-488d-a671-17a04c97ab01,3,0.38401365280151367,0.32853856682777405,0.055475085973739624
5,28057,14,2.75,8023,collided,c496efe1-6c3e-480d-856f-af132dbe7048,5,0.3351637125015259,0.48290887475013733,-0.14774516224861145
4,28058,13,2.75,9982,the two dots are having a friendly conversation,0bad25fa-4a38-4561-9d35-56f1108797cd,4,0.14662057161331177,0.15234708786010742,-0.005726516246795654
3,28059,80,2.75,8081,Thes dots moved slowly towards the bottom of the square and then moved toward each other and hit each other making contact twice traveling at a slow speed each time.,c496efe1-6c3e-480d-856f-af132dbe7048,3,0.1603108048439026,0.12541256844997406,0.03489823639392853
2,28060,19,2.75,8182,bounced off each other twice,c49bbdbd-6e52-4da5-887c-72db9cec7d93,2,0.2541846036911011,0.2752717435359955,-0.02108713984489441
4,28061,19,2.75,8055,Slowly hit each other,c49bbdbd-6e52-4da5-887c-72db9cec7d93,4,0.3597511351108551,0.3906952142715454,-0.030944079160690308
