,subID,subtlety,block_type,responses_subt_1,responses_pf,RT,accuracy,rating180,diff_from_180,social_skill,attn_switch,img,attn_to_det,comm,posAffect,negAffect,neuroticism,extraversion,openness,agreeableness,conscientiousness,loneliness,nfriends
91,30019,0.0,1.0,95.0,,2252.5,1.0,33.0,62.0,19.0,22.0,11.0,14.0,13.0,18.0,7.0,37.0,28.0,36.0,34.0,46.0,49.0,3.0
92,30019,30.0,1.0,98.5,,2085.5,1.0,33.0,65.5,19.0,22.0,11.0,14.0,13.0,18.0,7.0,37.0,28.0,36.0,34.0,46.0,49.0,3.0
93,30019,60.0,1.0,96.0,,2540.5,1.0,33.0,63.0,19.0,22.0,11.0,14.0,13.0,18.0,7.0,37.0,28.0,36.0,34.0,46.0,49.0,3.0
94,30019,90.0,1.0,94.0,,2794.0,1.0,33.0,61.0,19.0,22.0,11.0,14.0,13.0,18.0,7.0,37.0,28.0,36.0,34.0,46.0,49.0,3.0
95,30019,120.0,1.0,77.0,,2578.0,1.0,33.0,44.0,19.0,22.0,11.0,14.0,13.0,18.0,7.0,37.0,28.0,36.0,34.0,46.0,49.0,3.0
96,30019,150.0,1.0,58.5,,2732.0,1.0,33.0,25.5,19.0,22.0,11.0,14.0,13.0,18.0,7.0,37.0,28.0,36.0,34.0,46.0,49.0,3.0
97,30019,180.0,1.0,33.0,,2518.0,0.5,33.0,0.0,19.0,22.0,11.0,14.0,13.0,18.0,7.0,37.0,28.0,36.0,34.0,46.0,49.0,3.0
98,30020,0.0,1.0,73.0,,2295.5,1.0,12.0,61.0,10.0,14.0,9.0,11.0,6.0,15.0,12.0,48.0,30.0,50.0,47.0,54.0,44.0,4.0
99,30020,30.0,1.0,71.5,,2384.5,1.0,12.0,59.5,10.0,14.0,9.0,11.0,6.0,15.0,12.0,48.0,30.0,50.0,47.0,54.0,44.0,4.0
100,30020,60.0,1.0,63.5,,2302.0,1.0,12.0,51.5,10.0,14.0,9.0,11.0,6.0,15.0,12.0,48.0,30.0,50.0,47.0,54.0,44.0,4.0
101,30020,90.0,1.0,52.5,,2162.5,1.0,12.0,40.5,10.0,14.0,9.0,11.0,6.0,15.0,12.0,48.0,30.0,50.0,47.0,54.0,44.0,4.0
102,30020,120.0,1.0,22.5,,2494.5,1.0,12.0,10.5,10.0,14.0,9.0,11.0,6.0,15.0,12.0,48.0,30.0,50.0,47.0,54.0,44.0,4.0
103,30020,150.0,1.0,9.5,,2602.0,1.0,12.0,-2.5,10.0,14.0,9.0,11.0,6.0,15.0,12.0,48.0,30.0,50.0,47.0,54.0,44.0,4.0
104,30020,180.0,1.0,12.0,,2731.0,1.0,12.0,0.0,10.0,14.0,9.0,11.0,6.0,15.0,12.0,48.0,30.0,50.0,47.0,54.0,44.0,4.0
105,30022,0.0,1.0,100.0,,4772.5,1.0,0.0,100.0,14.0,12.0,14.0,14.444444444444445,11.0,24.0,0.0,24.0,40.0,39.0,43.0,44.0,55.0,1.0
106,30022,30.0,1.0,100.0,,4534.0,1.0,0.0,100.0,14.0,12.0,14.0,14.444444444444445,11.0,24.0,0.0,24.0,40.0,39.0,43.0,44.0,55.0,1.0
107,30022,60.0,1.0,100.0,,5083.5,1.0,0.0,100.0,14.0,12.0,14.0,14.444444444444445,11.0,24.0,0.0,24.0,40.0,39.0,43.0,44.0,55.0,1.0
